Key,Id,English(en)
UI_OPTS_GAMEPAD_AIM_SENSITIVITY,70282066817642496,Aim Sensitivity
UI_OPTS_GAMEPAD_AIM_ASSIST_STRENGTH,70282068478586880,Aim Assist Strength
UI_OPTS_GENERAL_GROUP,70287948653719552,General
UI_OPTS_ADVANCED_GROUP,70287955960197120,Advanced
UI_OPTS_VIDEO_WINDOW_MODE,70287952470536192,Screen Mode
UI_OPTS_VIDEO_QUALITY,70287954148257792,Quality
UI_OPTS_VIDEO_RESOLUTION,70318948783943680,Resolution
UI_OPTS_AUDIO_MASTER_VOL,70324061531467776,Master Volume
UI_OPTS_AUDIO_MUSIC_VOL,70324070058487808,Music Volume
UI_OPTS_AUDIO_DIALOGUE_VOL,70324071845261312,Dialogue Volume
UI_OPTS_AUDIO_VOIP_CHAT_MODE,70324073653006336,Voice Chat Mode
UI_OPTS_AUDIO_VOIP_VOL,70324075414614016,Voice Chat Volume
UI_OPTS_FX_GROUP,70324077025226752,FX
UI_OPTS_AUDIO_ENEMIES_VOL,70324078786834432,Enemy Volume
UI_OPTS_AUDIO_PLAYER_VOL,70324081903202304,Character Volume
UI_OPTS_AUDIO_ENVIRONMENT_VOL,70324083664809984,Environment Volume
UI_OPTS_AUDIO_UI_VOL,70324085401251840,UI Volume
UI_OPTS_ACCOUNT_UNSTUCK_BTN,70352078584606720,I'm Stuck!
UI_OPTS_ACCOUNT_UPLOAD_LOGS_BTN,70352077099823104,Upload Logs
UI_OPTS_ACCOUNT_RESET_BTN,70352075493404672,Reset Account
UI_OPTS_RESET_DEFAULT_CONFIRM,70371646627573760,Yes
UI_OPTS_RESET_DEFAULT_CANCEL,70371653040664576,Cancel
UI_OPTS_RESET_DEFAULT_TITLE,70371436950122496,Restore Defaults?
UI_OPTS_RESET_DEFAULT_MSG,70371438707535872,Are you sure you want to restore these settings to their default values?
UI_OPTS_DEFAULT_HELP_TITLE,70399197446074368,Unimplemented Help title
UI_OPTS_DEFAULT_HELP_MESSAGE,70399200684077056,Unimplemented Help text
UI_OPTS_VIDEO_WINDOW_MODE_TITLE,70399203120967680,Screen Mode
UI_OPTS_VIDEO_RESOLUTION_TITLE,70399256933888000,Screen Resolution
UI_OPTS_VIDEO_WINDOW_MODE_MESSAGE,70399243101073408,<b>Full Screen</b><br>Dedicated full screen access for the game engine.<br><br><b>Full Screen Windowed</b><br>A borderless window set to the same native resolution as your screen.<br><br><b>Windowed</b><br>A resizable game window with native minimize/maximize/resize controls.
UI_OPTS_VIDEO_RESOLUTION_MESSAGE,70399271093858304,"The width, height, and refresh rate to display the game window at. <br><br>This setting is only available when in Fullscreen or Windowed mode."
UI_OPTS_VIDEO_QUALITY_TITLE,70411522215440384,Quality Level
UI_OPTS_VIDEO_QUALITY_MESSAGE,70411523725389824,"The overall graphics quality level. Ranges from 0 to 5, with higher options providing greater graphical detail. <br><br>This setting influences underlying graphics settings like antialiasing, texture sizes, Level of Detail (LOD) distances, etc."
UI_OPTS_MOUSE_INVERT_Y_HELP_TITLE,70412171606945792,Invert Y Axis (Mouse)
UI_OPTS_MOUSE_INVERT_Y_HELP_MESSAGE,70412173477605376,"Turns look inversion on/off when using the mouse. <br><br>When on, your character will look down when the control is moved up."
UI_OPTS_MOUSE_SPEED_X_HELP_TITLE,70412458447007744,Mouse Horizontal Speed
UI_OPTS_MOUSE_SPEED_X_HELP_MESSAGE,70412460183449600,Mouselook sensitivity on the side-to-side axis.
UI_OPTS_MOUSE_SPEED_Y_HELP_TITLE,70412692216541184,Mouse Vertical Speed
UI_OPTS_MOUSE_SPEED_Y_HELP_MESSAGE,70412693684547584,Mouselook sensitivity on the up-and-down axis.
UI_OPTS_GAMEPAD_INVERT_LOOK_HELP_TITLE,70412800836431872,Invert Y Axis (Gamepad)
UI_OPTS_GAMEPAD_INVERT_LOOK_HELP_MESSAGE,70412802040197120,"Turns look inversion on/off when using a gamepad. <br><br>When on, your character will look down when the control is moved up."
UI_OPTS_GAMEPAD_INVERT_MOVE_HELP_TITLE,70412957338497024,Invert Move Axis (Gamepad)
UI_OPTS_GAMEPAD_INVERT_MOVE_HELP_MESSAGE,70412958634536960,"Turns movement inversion on/off when using a gamepad. <br><br>Inverts the characters forward/backward movement.<br><br>Rarely needed, but sometimes useful on older controllers."
UI_OPTS_GAMEPAD_LOOK_SPEED_X_HELP_TITLE,70413632646606848,Gamepad Horizontal Speed
UI_OPTS_GAMEPAD_LOOK_SPEED_X_HELP_MESSAGE,70413633917480960,Look sensitivity on the side-to-side axis when using a gamepad.
UI_OPTS_GAMEPAD_LOOK_SPEED_Y_HELP_TITLE,70413812913598464,Gamepad Vertical Speed
UI_OPTS_GAMEPAD_LOOK_SPEED_Y_HELP_MESSAGE,70413813823762432,Look sensitivity on the up-and-down axis when using a gamepad.
UI_OPTS_GAMEPAD_AIM_SENSITIVITY_HELP_TITLE,70414081336471552,Aim Sensitivity
UI_OPTS_GAMEPAD_AIM_SENSITIVITY_HELP_MESSAGE,70414082783506432,The ratio of overall gamepad look sensitivity while the trigger is being held down to fire. <br><br>Turn this down if you want less sensitivity and finer-grained aim control while shooting.
UI_OPTS_GAMEPAD_AIM_ASSIST_STRENGTH_HELP_TITLE,70414380562313216,Aim Assist Strength
UI_OPTS_GAMEPAD_AIM_ASSIST_STRENGTH_HELP_MESSAGE,70414381661220864,"How strongly the aim assist system will pull your reticle towards the nearest target. <br><br>Aim assist is active a) in between recoil while holding the trigger, and b) when the trigger is only lightly depressed.<br><br>Higher values snap to the target more rapidly."
UI_OPTS_AUDIO_MASTER_VOL_TITLE,70415210757681152,Master Volume
UI_OPTS_AUDIO_MASTER_VOL_MESSAGE,70415212070498304,Controls the overall volume of all game audio.
UI_OPTS_AUDIO_MUSIC_VOL_TITLE,70415381159669760,Music Volume
UI_OPTS_AUDIO_MUSIC_VOL_MESSAGE,70415382266966016,Controls the volume of background music tracks.
UI_OPTS_AUDIO_DIALOGUE_VOL_TITLE,70415464353689600,Dialogue Volume
UI_OPTS_AUDIO_DIALOGUE_VOL_MESSAGE,70415465322573824,Controls the volume of voiceover dialogue appearing as picture-in-picture interactions during gameplay. Also controls the volume of dialogue during cutscenes.<br><br>Press [InputAction:UI/Interact] to play a test sound
UI_OPTS_AUDIO_VOIP_CHAT_MODE_TITLE,70415802246819840,Voice Chat Mode
UI_OPTS_AUDIO_VOIP_CHAT_MODE_MESSAGE,70415803299590144,How [InputAction:Global/PushToTalk] controls when your microphone is active for in game voice chat.<br><br><b>Push To Talk</b><br>Hold down [InputAction:Global/PushToTalk] while talking.<br><br><b>Toggle</b><br>Press [InputAction:Global/PushToTalk] once to activate the microphone. The microphone will stay active until you press [InputAction:Global/PushToTalk] again to turn it off.<br><br><b>OpenMic</b><br>No keypress required. Microphone is always active.
UI_OPTS_AUDIO_VOIP_VOL_TITLE,70417227920109568,Voice Chat Volume
UI_OPTS_AUDIO_VOIP_VOL_MESSAGE,70417228972879872,Controls the overall volume of in-game voice chat.<br><br>Press [InputAction:UI/Interact] to play a test sound
UI_OPTS_AUDIO_ENEMIES_VOL_TITLE,70417416386965504,Enemy Volume
UI_OPTS_AUDIO_ENEMIES_VOL_MESSAGE,70417417343266816,Controls the volume of sound effects originating from enemies.<br><br>Press [InputAction:UI/Interact] to play a test sound
UI_OPTS_AUDIO_PLAYER_VOL_TITLE,70417543201746944,Character Volume
UI_OPTS_AUDIO_PLAYER_VOL_MESSAGE,70417544044802048,"Controls the volume of sound effects originating from player characters, including meat swapping and weapon fire.<br><br>Press [InputAction:UI/Interact] to play a test sound"
UI_OPTS_AUDIO_ENVIRONMENT_VOL_TITLE,70417711691132928,Environment Volume
UI_OPTS_AUDIO_ENVIRONMENT_VOL_MESSAGE,70417712496439296,"Controls the volume of ambient sounds in the game environment such as water, force fields, and beeps and boops.<br><br>Press [InputAction:UI/Interact] to play a test sound"
UI_OPTS_AUDIO_UI_VOL_TITLE,70418002318651392,UI Volume
UI_OPTS_AUDIO_UI_VOL_MESSAGE,70418003727937536,Controls the volume of UI interaction noises and sound effects.<br><br>Press [InputAction:UI/Interact] to play a test sound
UI_OPTS_INVITE_PLAYERS_BTN,70418305227091968,Invite Player
UI_OPTS_BLOCK_PLAYER_MESSAGE,70418828219052032,- Blocks incoming game invites from them<br>- Blocks them from joining or interacting with your hosted games<br>- Mutes them in games you join if they are present
UI_OPTS_BLOCK_PLAYER_TITLE,70418745436073984,Block Player
UI_OPTS_KICK_PLAYER_TITLE,70418437070843904,Kick Player
UI_OPTS_KICK_PLAYER_MESSAGE,70418717061607424,- Kicks player from the current game<br>- Player can attempt to rejoin from the main menu
MODE_SELECT_SOLO_GAME,70420012703084544,Private
MODE_SELECT_PUBLIC_GAME,70420047901683712,Public
MODE_SELECT_FRIENDS_GAME,70420085428121600,Friends
MODE_SELECT_SOLO_GAME_DESC,70420126205145088,"Play alone, or invite others to join"
MODE_SELECT_PUBLIC_GAME_DESC,70420200670818304,"Anyone can join, Perfect for streaming!"
MODE_SELECT_FRIENDS_GAME_DESC,70420318446874624,Friends can find and join your game
MODE_SELECT_PLAY_BTN,70420636043767808,Play
MODE_SELECT_JOIN_BTN,70420672118976512,Join Game
UI_OPTS_KEYBIND_GROUP_MISC,70420950109057024,Misc
UI_OPTS_KEYBIND_GROUP_COMMUNICATION,70420944467718144,Communication
UI_OPTS_KEYBIND_GROUP_WEAPONS,70420902256242688,Weapons & Abilities
UI_OPTS_KEYBIND_GROUP_MOVEMENT,70420842411913216,Movement
UI_OPTS_KEYBIND_PROMPT,70421315709759488,Press any key
UI_OPTS_KEYBIND_BINDING,70421327982292992,Binding: {BindingName}
UI_OPTS_KEYBIND_CANCEL_PROMPT,70421608761585664,[InputAction:UI/Cancel] to Cancel
UI_OPTS_KEYBIND_ERROR_TITLE,70421791478050816,Key Already Bound
UI_OPTS_KEYBIND_ERROR_MSG,70421794263068672,This will unbind another action: <br>{OtherActionName}<br>Are you sure you would like to continue?
UI_OPTS_KEYBIND_ERROR_CONFIRM,70422064200085504,Confirm
UI_OPTS_KEYBIND_ERROR_CANCEL,70422066154631168,Cancel
UI_OPTS_KEYBIND_PROMPT_GAMEPAD,70422265480540160,Press any button
UI_OPTS_BUTTON_LAYOUT_TITLE,70422436385845248,Button Layout
UI_MULTIPLAYER_BLOCKLIST_HELP_TITLE,70426179655364608,Manage Block List
UI_MULTIPLAYER_BLOCKLIST_HELP_MESSAGE,70426187016368128,"View and manage the list of users you have added to your block list.<br><br>Blocked users are not able to join games you host. If you and the blocked user end up in a game hosted by a third party, the blocked user will be automatically muted for you."
UI_MULTIPLAYER_OBSERVER_HELP_TITLE,70426780619436032,Enable Observers
UI_MULTIPLAYER_OBSERVER_HELP_MESSAGE,70426781500239872,"Enable/Disable whether a fourth player is allowed to connect to your hosted games in observer-only mode. Observers cannot participate in voice chat, but may watch the game from the perspective of the host or any connected player."
UI_OPTS_ACCOUNT_RESET_TITLE,70434638551511040,Reset Account
UI_OPTS_ACCOUNT_UPLOAD_LOGS_TITLE,70434641781125120,Upload Debug Logs
UI_OPTS_ACCOUNT_UNSTUCK_TITLE,70434644754886656,Get Unstuck
UI_OPTS_ACCOUNT_RESET_MESSAGE,70434640048877568,<b>!! Caution !!</b><br><br>Resets account progress back to its initial state. This will wipe out all game progress and unlocks.
UI_OPTS_ACCOUNT_UPLOAD_LOGS_MESSAGE,70434643219771392,Uploads your game logs to OMG for debugging analysis.
UI_OPTS_ACCOUNT_UNSTUCK_MESSAGE,70434646139006976,Sometimes you've fallen and can't get up. Sometimes you're stuck between a rock and a hard steak. <br><br>This will respawn you at the last relevant respawn point.
Open Hatch,70668568375361536,Open Hatch
UI_OPTS_KEYBINDS_GROUP,70738498176348160,Keybinds
UI_OPTS_BUTTONBINDINGS_GROUP,70738650857402368,Button Bindings
MODE_SELECT_PLAY_BT,71007312436719616,Play
MODE_SELECT_CREATE_FRIENDS_TITLE,71007349887660032,Friends
MODE_SELECT_CREATE_PUBLIC_TITLE,71007346976813056,Public
MODE_SELECT_CREATE_SOLO_TITLE,71007343826890752,Private
MODE_SELECT_CREATE_SOLO_DESC,71007345391366144,"Play alone, or invite others to join"
MODE_SELECT_CREATE_PUBLIC_DESC,71007348780363776,"Anyone can join, perfect for streaming!"
MODE_SELECT_CREATE_FRIENDS_DESC,71007351351472128,Friends can find and join your game
MODE_SELECT_GAME_MODE_TITLE,71011334463877120,Game Mode
UI_OPTS_LOG_UPLOAD_COMPLETE_TITLE,71062033079922688,Log Upload Complete
UI_OPTS_LOG_UPLOAD_COMPLETE_MSG,71062034984136704,Your debug logs have been uploaded to OMG.<br>Thank you for your report!
UI_OPTS_BUILD_INFO,71065577514266624,Platform: {PlatformName}    |    Build: {BuildId}    |    Protocol Hash: {ProtocolHash}
UI_OPTS_SAVE_APPLY,71090571845758976,[InputAction:UI/Submit] Apply
,71396639206309888,Mutant Tank
CONTROL_PANEL,71374858701537280,Control Panel
UI_LOADOUT_EQUIPPED_NONE,70975984860389376,None
UI_LOADOUT_SLOT_ULTIMATE,71006503694229504,Mystery Meat
UI_LOADOUT_SLOT_MELEE,71006502045868032,Melee
UI_LOADOUT_SLOT_PRIMARY,71006497910284288,Primary
UI_LOADOUT_SLOT_SECONDARY,71006500313620480,Secondary
UI_LOADOUT_SLOT_FLAIR,71008883575873536,Flair
UI_DAMAGE_TEXT,71027131851726848,Damage
UI_INTERACTION_MEAT,71029281604493312,Pick Up
UI_INTERACT_PIN,71029310960427008,Pin
UI_RESPAWN_HUNTER_COST_FMT,71029344326115328,[ TIMER RESPAWN {CostSeconds}s ]
,71029377494671360,Respawn at the cost of <color=#{ColorStr}>{CostSeconds}s</color> on the <color=#{ColorStr}>Hunter Timer</color>
UI_INFOTERMINAL_NAME,71029479261069312,Codex
UI_INFOTERMINAL_INTERACT,71029517936746496,Open
UI_BOLTBURGER_NAME,71029706948861952,Bolt Burger
UI_BOLTBURGER_INTERACT,71029788435800064,<color=yellow>Escape!</color>
UI_MEATCORE_NAME,71029824678780928,Meat Core
UI_MEATCORE_INTERACT,71029870979702784,Begin Harvesting
UI_GATHERNODE_REQUIREMENT,71029905968586752,<color=red>Requires {Requirement}</color>
UI_SMARTMEAT_NAME,71029965485760512,Smart Meat
UI_MEAT_PART_HEAD,71029987690405888,Head
UI_MEAT_PART_TORSO,71030010549362688,Torso
UI_MEAT_PART_LEGS,71030042077945856,Legs
UI_MEATNAME_MISSING,71030073136766976,Missing Meat
UI_HEALTHPICKUP_NAME,71039568562872320,Health Station
UI_HEALTHPICKUP_INTERACT,71039570580332544,Regain {percentage:percent()}% Health
UI_LOBBY_TV_NAME,71282475156889600,The Tube
UI_LOBBY_TV_ON,71282477010771968,<color=yellow>Watch Employee Orientation</color>
UI_LOBBY_TV_OFF,71282478541692928,<color=yellow>Turn this rubbish off</color>
UI_BOLTBURGER_CONFIGURE,71287883359576064,Employee Configuration
HUD_CHECKPOINT_TOAST,71718200525385728,Checkpoint saved!
UI_TRAVEL_LOBBY,71871682891997184,Return to
UI_TRAVEL_PLANET,71871685479882752,Next planet
UI_ENDSTAGE_DATA,71871687346348032,Data
UI_ENDSTAGE_STATS,71871688839520256,Stats
UI_ENDSTAGE_REWARDS,71871690248806400,Rewards
UI_ENDSTAGE_LOADOUT,71871691788115968,Loadout
UI_CARLTERMINAL_QUESTS,73167908547584000,Quests
UI_CARLTERMINAL_UPGRADES,73167953896398848,Upgrades
UI_CARLTERMINAL_COMPLETED,73167992798568448,Completed
UI_MODESELECT_DEMOPROGRESS,73195958265962496,Demo Progress Transfers To Full Game
DEATH_SCREEN_KILLED_BY_FMT,73552691249274880,Killed By <color=#FFC700>{CreatureName}</color>
DEATH_RESPAWNING_TITLE,73560258369282048,Respawning
DEATH_LAST_CHANCE,73578787034357760,Last Chance!
DEATH_FINAL_TITLE,74209383469277184,Dead Meat
UI_ANNOUNCEMENT_HOST_PAUSED,74296313619931136,Host has paused the game
UI_ANNOUNCEMENT_LEVEL_UP,74296314148413440,Players are choosing level up rewards
UI_ANNOUNCEMENT_ENTER_PLANET_FMT,74296317638074368,Entering {planet}
UI_ANNOUNCEMENT_DIFFICULTY_FMT,74296319433236480,{difficulty}{ascension:cond:>0? Ascension {}|}
UI_ANNOUNCEMENT_LEVEL_UP_RESUME,74296320918020096,Resuming in {seconds} seconds
UI_MEATLOCKER_BACK,74561067920846848,[InputAction:UI/Cancel] Back
UI_MEATLOCKER_TITLE,74560976120115200,Meat Locker
UI_MEATLOCKER_SUBTITLE,74560978846412800,// Adjust Cosmetics
UI_MEATLOCKER_EQUIP_BTN,74561255393652736,[InputAction:UI/Submit] Equip
UI_MEATLOCKER_ROTATE,74561363761885184,Rotate
UI_MEATLOCKER_INTERACT_NAME,74562836717563904,Meat Locker
UI_MEATLOCKER_INTERACT_PROMPT,74562840249167872,Adjust Cosmetics
UI_OPTS_GENERAL_TAB,75389016626622464,General
UI_OPTS_LOC_GROUP,75400145952239616,Localization
UI_OPTS_LOCALE,75400155171319808,Language
UI_OPTS_LOCALE_HELP_MESSAGE,75399913063510016,Select the language you prefer when viewing text in the game.
UI_OPTS_LOCALE_HELP_TITLE,75399909397688320,Language
UI_REQUIREMENT_WEAPONRANK_ANY,73516429897359360,Rank up any weapon to rank {rank}
UI_REQUIREMENT_WEAPONRANK_SPECIFIC,73516431621218304,Rank up {family} to rank {rank}
UI_REQUIREMENT_CURRENCY,73516433013727232,Have {amount} {currency}
UI_REQUIREMENT_UNLOCK_ARTIFACT,73516434381070336,Unlock {Count} Artifact {Count:plural:Ability|Abilities}
UI_REQUIREMENT_UNLOCK_WEAPON,73516435505143808,Unlock {Count:plural:{} Weapon|{} Weapons}
UI_REQUIREMENT_UNLOCK_FLAIR,73516449342152704,Unlock {Count} {Count:plural:Piece|Pieces} of Flair
COMMON_SIDEQUESTS,74560833584095232,Side Quests
UI_CARLTERMINAL_CLAIM_BTN_REQUIREMENTS_LOCKED,74607019393277952,Requirements Not Met
UI_REQUIREMENT_CARLQUEST_FMT,74971176676352000,"Complete Quest: ""{quest}"""
UI_REQUIREMENT_SMARTMEAT_RANK,75676449292410880,Upgrade your Smart Meat to Rank {rank}
UI_REQUIREMENT_CAUGHTFISH,75676451393757184,Catch {count} fish
UI_REQUIREMENT_PROGRESS_FMT,75687597366566912,<color=#{color}>{count}</color>/{total}
UI_SAVEMGMT_EMPLOYEE_NAME,76455159420350464,Employee {EmployeeNumber}
UI_SAVEMGMT_COMPLETION_SHORT,76455871910965248,{CompletionPercent}%
UI_SAVEMGMT_SYSTEM_STATUS_SHORT,76455956396830720,System {CurrentSystem}/{SystemCount}
UI_SAVEMGMT_PLAYTIME_SHORT,76456085350707200,{Days:D2}:{Hours:D2}:{Minutes:D2}
UI_SAVEMGMT_GLIZZY_COUNT,76457598835945472,{GlizzyCount}
UI_SAVEMGMT_DATAPOINT_COUNT,76457671896526848,{DataPointCount}
UI_SAVEMGMT_CARLCOIN_COUNT,76457673867849728,{CarlCoinCount}
UI_SAVEMGMT_SAVE_BTN_TITLE,76457842160103424,Save File
UI_SAVEMGMT_SAVE_BTN_DETAIL,76457884715511808,Change
UI_SAVEMGMT_CREATE_EMPLOYEE_BTN,76458001149390848,+ Create New Employee
UI_SAVEMGMT_PLAYTIME_LONG,76458052697387008,Time played: {Days:D2}:{Hours:D2}:{Minutes:D2}
UI_SAVEMGMT_COMPLETION_LONG,76458159945740288,Completion: {CompletionPercent}%
UI_SAVEMGMT_SAVE_DETAIL_TITLE,76458374538915840,Save Details
UI_SAVEMGMT_CURRENT_LOCATION_HEADER,76458409695571968,Current Location:
UI_SAVEMGMT_CAMPAIGN_PROGRESS_HEADER,76458491664855040,Campaign Progress:
UI_SAVEMGMT_BIRTHDAYS_HEADER,76458631045771264,Birthdays:
UI_SAVEMGMT_DELETE_SAVE_BTN,76458682354692096,[InputAction:UI/Revert] Delete Save
UI_SAVEMGMT_BIRTHDAYS_DATA,76458893697282048,{BirthdayCount}
UI_SAVEMGMT_CAMPAIGN_PROGRESS_DATA,76459164905172992,System {CurrentSystem}/{SystemCount}<br>{CurrentSystemName} // {CurentPlanetName}
UI_SAVEMGMT_TITLE_BAR,76459334883536896,Load Save
UI_SAVEMGMT_MSGBOX_DELETE_SAVE_TITLE,76459424876523520,Delete Save?
UI_SAVEMGMT_MSGBOX_DELETE_SAVE_MSG,76459477468901376,Are you sure you want to delete the selected save file for Employee {EmployeeNumber}?<br>This action cannot be undone.
UI_SAVEMGMT_MSGBOX_CONFIRM,76459568292360192,Delete Save
UI_CHANGE_DIFFICULTY_TO_FMT,76472743611064320,Change the Game Difficulty to {difficulty}
UI_CHANGE_DIFFICULTY_CLIENT,76472751513133056,Dare the Host to Change the Game Difficulty to {difficulty}
UI_SAVEMGMT_MSGBOX_LOAD_SAVE_TITLE,77150385709445120,Switch Employee?
UI_SAVEMGMT_MSGBOX_LOAD_SAVE_MSG,77150388238610432,Do you want to load the save file for Employee {EmployeeNumber}?
UI_SAVEMGMT_DIFFICULTY_SHORT,77171691624525824,{Difficulty}{Ascension:cond:>0? A{}|}
UI_SAVEMGMT_DIFFICULTY_LONG,77171850999689216,Difficulty: {Difficulty}
UI_SAVEMGMT_DIFFICULTY_TITLE,77174107421995008,Difficulty:
UI_SAVEMGMT_MSGBOX_CREATE_SAVE_MSG,77599484736892928,Create Rangus Employee {EmployeeNumber}
UI_SAVEMGMT_MSGBOX_CREATE_SAVE_TITLE,77599481565999104,Hire New Employee?
UI_SAVEMGMT_NO_VALID_SAVES_TITLE,77599796109438976,No Valid Employee Files
UI_SAVEMGMT_NO_VALID_SAVES_MSG,77599802421866496,No valid save files exist. A new employee will automatically be created for you to play.
UI_GALAXYMAP_UNKNOWN_BOSS,76942179224772608,???
UI_GALAXYMAP_UNKNOWN_PLANET,76942179686146048,???
UI_GALAXYMAP_MODE_TUTORIAL,76942183263887360,Tutorial
UI_GALAXYMAP_MODE_SCRIPTED,76942188812951552,System {index}
UI_GALAXYMAP_MODE_RANDOM,76942191665078272,Random Mode
UI_GALAXYMAP_PLANETS,77085138289156096,Planets
UI_GALAXYMAP_BOSS,77085141590073344,Boss
UI_GALAXYMAP_DIFFICULTY,77085143997603840,Difficulty
UI_GALAXYMAP_MODIFIERS,77085146208002048,Modifiers
UI_GALAXYSCREEN_DIFFICULTY_FMT,77181621885722624,Difficulty: {difficulty}
UI_GALAXYSCREEN_ASCENSION_FMT,77181756770344960,Ascension: {rank}
UI_GALAXYSCREEN_MODIFIERS_FMT,77181851947491328,Modifiers: {count}/{max}
UI_GALAXYMAP_RANDOM_DESC,77848170049036288,"All planets, enemies, and boss encounters randomized."
UI_GALAXYMAP_TUTORIAL_DESC,77848167003971584,Learn gameplay mechanics and basics on the easiest difficulty.
UI_GALAXYMAP_ASCENSION_ON,78047680209608704,Ascension: On
UI_GALAXYMAP_ASCENSION_OFF,78047682533253120,Ascension: Off
UI_MARKER_FREEMEAT,78544246305447936,Free Meat!
UI_UPGRADEGRID_ACTIVE,78691822283513856,Active
UI_BUYNOWONSTEAM,78930206331494400,Buy now on Steam
UI_OPTS_DEBUG_TAB,78987062803361792,Debug
UI_DIFFICULTY_SELECT_TITLE,81165014893846528,Select Your Difficulty
UI_KILLS_TEXT,80877989049393152,Kills
UI_CRITS_TEXT,80878169194749952,Crits
UI_DPS_TEXT,80878240179150848,Dps
UI_MATERIALS_TITLE,80900142813667328,Materials
UI_ENDSTAGE_NO_MATS_FOUND,80901560471642112,No materials detected!
UI_ENDSTAGE_GATHERING_DISCLAIMER,80901562480713728,*Gathering requires correct licenses
UI_ENDSTAGE_MATERIAL_FISHING,80927658316128256,Fishing Rifts
UI_ENDSTAGE_MATERIAL_MINING,80927660262285312,Mining Nodes
UI_ENDSTAGE_MATERIAL_TECH,80927662330077184,Ancient Technology
UI_ENDSTAGE_PRIME_DIRECTIVES,80927664423034880,Prime Directives
UI_ENDSTAGE_SECONDARY_EVENTS,80927666520186880,Secondary Events
UI_ENDSTAGE_CONSUMPTION,80927668453761024,Planet Consumption
,82164471160901632,Launch Shuttle
UI_REQUIREMENT_LIFETIME_FISH,81905413581168640,Catch {currency}
UI_REQUIREMENT_LIFETIME_CURRENCY,81905411479822336,Earn {currency}
UI_REQUIREMENT_LIFETIME_MATERIALS,81909229068214272,Gather {currency}
UI_INTERACTION_LOCKED,81878672011681792,Locked
UI_GALAXYSELECT_HARDEST_LABEL,83711659535753216,Hardest Difficulty Completed:
UI_GALAXYSELECT_DIFFICULTY_NONE,83722034389966848,Not Completed
UI_GALAXYSELECT_DESTINATION_SET,83744951232356352,Set Destination
UI_GALAXYSELECT_DESTINATION_CURRENT,83744947004497920,Going Here
TommyTank,84665130641293312,Tommy Tank
DirtbagName,84665500557934592,Dirtbag
UI_BOLTBURGER_TALK_TO_CARL_TITLE,84438056474501120,Talk to the Manager
UI_BOLTBURGER_TALK_TO_CARL_DESC,84438058676510720,Carl needs to talk to you before you go gallivanting around the galaxy.
UI_ITEMCONTAINER_NAME,86195272869208064,Item Container
UI_ITEMCONTAINER_INTERACT,86195284344823808,Claim Item Rewards
UI_TUTORIALPOPUP_NEXT,86931490321981440,Next
UI_TUTORIALPOPUP_CONFIRM,86931484559007744,Got it!
UI_TUTORIALPOPUP_PAGE_FMT,86949908160962560,{Current}/{Total}
MODE_SELECT_CONTINUE_BTN_FMT,88516393607032832,System {SystemNum} - {PlanetName}
UI_REQUIREMENT_STAT_NONABANDONEDRUNS_FMT,88708929729585152,Complete {count} run(s)
UI_BOLTBURGER_IGNORE_CARL,89059781141061632,Ignore Carl
UI_RUNINFO_DIFFICULTY_TITLE,89147099684265984,Difficulty:
UI_RUNINFO_MODE_TITLE,89160478117322752,Privacy:
UI_RUNINFO_SYSTEM_TITLE,89160599483703296,System:
UI_RUNINFO_PLANET_FMT,89160784477675520,> PLANET {current}/{total}: {planet}
UI_OBSERVER_NEXT_PLAYER_BINDING,89551067078914048,Spectate next player ([InputAction:Observer/FollowNextPlayer])
UI_OBSERVER_PLAYER,89551157478748160,Spectating {PlayerName}
UI_OBSERVER_INACTIVE,89551914265407488,Press <color=yellow>[InputAction:Observer/FollowNextPlayer]</color> to spectate your friends that let you die
UI_RUNINFO_MODE_CLIENT,89516919760084992,Client
UI_RUNINFO_PROGRESS_FMT,91309503138488320,{current}/{total}
UI_CODEX_TITLE_BAR,94228823121260544,Codex
UI_CODEX_EXIT_TERMINAL,94230730657165312,Exit Terminal
UI_CODEX_FAQ_TAB,96055162325364736,FAQ
UI_CODEX_ITEMS_RESOURCES_TAB,96055160647643136,Items & Resources
UI_CODEX_MEAT_PARTS_TAB,96055158953144320,Meat Parts
UI_CODEX_RANGUS_FILES_TAB,96055117706358784,Rangus Files
UI_CODEX_HEADS_TITLE,97078659881299968,Heads
UI_CODEX_TORSOS_TITLE,97078734208561152,Torsos
UI_CODEX_LEGS_TITLE,97078776701054976,Legs
UI_CODEX_ITEMS_TITLE,97078839842107392,Items
UI_CODEX_FISHING_TITLE,97078902005886976,Fishing
UI_CODEX_MINING_TITLE,97078943839875072,Mining
UI_CODEX_CHAINSAWING_TITLE,97078979487264768,Chainsawing
UI_CODEX_CURRENCY_TITLE,97079007689764864,Currency
UI_CODEX_MISCELLANEOUS_TITLE,97079047565012992,Miscellaneous
UI_CODEX_FAQ_TITLE,97079108843794432,FAQ (Tutorials)
UI_CODEX_EFFECTS,97578193359138816,Effects
UI_CODEX_ABILITY,97612639328202752,Ability
UI_CODEX_VIEW_FULL_FILE,98555893498441728,[InputAction:UI/Interact] View Full File
UI_CODEX_CLOSE_BTN,98649606463614976,Close
UI_REQUIREMENT_SOLARSYSTEM_ANY_FMT,98651080823398400,Complete any system on {difficulty}{ascension:cond:>0? A{}|}
