Key,Id,Korean(ko)
UI_LOBBY_TV_ON,71282477010771968,<color=yellow>직원 오리엔테이션 시청</color>
UI_MARKER_FREEMEAT,78544246305447936,무료 고기!
UI_MATERIALS_TITLE,80900142813667328,재료
UI_MEAT_PART_HEAD,71029987690405888,머리
UI_MEAT_PART_LEGS,71030042077945856,다리
UI_MEAT_PART_TORSO,71030010549362688,몸통
UI_MEATCORE_INTERACT,71029870979702784,수확 시작
UI_MEATCORE_NAME,71029824678780928,고기 코어
UI_MEATLOCKER_BACK,74561067920846848,[InputAction:UI/Cancel] 뒤로 가기
UI_MEATLOCKER_EQUIP_BTN,74561255393652736,[InputAction:UI/Submit] 장착
UI_MEATLOCKER_INTERACT_NAME,74562836717563904,고기 보관함
UI_MEATLOCKER_INTERACT_PROMPT,74562840249167872,외형 조정
UI_MEATLOCKER_ROTATE,74561363761885184,회전
UI_MEATLOCKER_SUBTITLE,74560978846412800,// 외형 조정
UI_MEATLOCKER_TITLE,74560976120115200,고기 보관함
UI_MEATNAME_MISSING,71030073136766976,누락된 고기
UI_MODESELECT_DEMOPROGRESS,73195958265962496,데모 진행 상황 정식 게임으로 전송
UI_MULTIPLAYER_BLOCKLIST_HELP_MESSAGE,70426187016368128,"차단 목록에 추가한 사용자 목록을 확인하고 관리합니다.<br><br>차단된 사용자는 귀하가 호스트하는 게임에 참여할 수 없습니다. 제3자가 호스트하는 게임에 같이 참여하게 되면, 차단된 사용자는 자동으로 음소거됩니다."
UI_MULTIPLAYER_BLOCKLIST_HELP_TITLE,70426179655364608,차단 목록 관리
UI_MULTIPLAYER_OBSERVER_HELP_MESSAGE,70426781500239872,"네 번째 플레이어가 관전자 전용 모드로 호스팅된 게임에 접속할 수 있는지 여부를 설정합니다. 관전자는 음성 채팅에는 참여할 수 없지만, 호스트나 연결된 다른 플레이어의 관점에서 게임을 시청할 수 있습니다."
UI_MULTIPLAYER_OBSERVER_HELP_TITLE,70426780619436032,관전자 활성화
UI_OBSERVER_INACTIVE,89551914265407488,<color=yellow>[InputAction:Observer/FollowNextPlayer]</color> 버튼을 눌러 날 죽게 만든 친구 게임 관전하기
UI_OBSERVER_NEXT_PLAYER_BINDING,89551067078914048,다음 플레이어 게임 관전하기 ([InputAction:Observer/FollowNextPlayer])
UI_OBSERVER_PLAYER,89551157478748160,{PlayerName} 게임 관전 중
UI_OPTS_ACCOUNT_RESET_BTN,70352075493404672,계정 초기화
UI_OPTS_ACCOUNT_RESET_MESSAGE,70434640048877568,<b>!!주의!!</b><br><br>계정 진행 상황을 처음 상태로 초기화합니다. 모든 게임 진행 상황과 잠금 해제 정보가 삭제됩니다.
UI_OPTS_ACCOUNT_RESET_TITLE,70434638551511040,계정 초기화
UI_OPTS_ACCOUNT_TAB,68549317450723328,계정
UI_OPTS_ACCOUNT_UNSTUCK_BTN,70352078584606720,끼었어요!
UI_OPTS_ACCOUNT_UNSTUCK_MESSAGE,70434646139006976,"넘어져서 일어날 수 없을 때도 있고, 바위와 딱딱한 스테이크 사이에 끼어 꼼짝 못 할 때도 있습니다.<br><br>마지막 리스폰 지점에서 리스폰합니다."
UI_OPTS_ACCOUNT_UNSTUCK_TITLE,70434644754886656,끼임 해제
UI_OPTS_ACCOUNT_UPLOAD_LOGS_BTN,70352077099823104,로그 업로드
UI_OPTS_ACCOUNT_UPLOAD_LOGS_MESSAGE,70434643219771392,디버깅 분석을 위해 게임 로그를 OMG에 업로드합니다.
UI_OPTS_ACCOUNT_UPLOAD_LOGS_TITLE,70434641781125120,디버그 로그 업로드
UI_OPTS_ADVANCED_GROUP,70287955960197120,고급
UI_OPTS_AUDIO_DIALOGUE_VOL,70324071845261312,대화 볼륨
UI_OPTS_AUDIO_DIALOGUE_VOL_MESSAGE,70415465322573824,"게임 플레이 중 화면 속 화면 상호작용으로 나타나는 음성 더빙 대화의 볼륨을 조절합니다. 또한, 컷신의 대사 볼륨도 조절합니다.<br><br>테스트 사운드를 재생하려면 [InputAction:UI/Interact] 버튼을 누르세요"
UI_OPTS_AUDIO_DIALOGUE_VOL_TITLE,70415464353689600,대화 볼륨
UI_OPTS_AUDIO_ENEMIES_VOL,70324078786834432,적 볼륨
UI_OPTS_AUDIO_ENEMIES_VOL_MESSAGE,70417417343266816,적에게서 나는 효과음의 볼륨을 조절합니다.<br><br>테스트 사운드를 재생하려면 [InputAction:UI/Interact] 버튼을 누르세요
UI_OPTS_AUDIO_ENEMIES_VOL_TITLE,70417416386965504,적 볼륨
UI_OPTS_AUDIO_ENVIRONMENT_VOL,70324083664809984,환경 볼륨
UI_OPTS_AUDIO_ENVIRONMENT_VOL_MESSAGE,70417712496439296,"게임 환경에서 물, 장애 구역, 비프음, 삑삑 소리 등 주변 소리의 볼륨을 조절합니다.<br><br>테스트 사운드를 재생하려면 [InputAction:UI/Interact] 버튼을 누르세요"
UI_OPTS_AUDIO_ENVIRONMENT_VOL_TITLE,70417711691132928,환경 볼륨
UI_OPTS_AUDIO_MASTER_VOL,70324061531467776,마스터 볼륨
UI_OPTS_AUDIO_MASTER_VOL_MESSAGE,70415212070498304,모든 게임 오디오의 전체 볼륨을 제어합니다.
UI_OPTS_AUDIO_MASTER_VOL_TITLE,70415210757681152,마스터 볼륨
UI_OPTS_AUDIO_MUSIC_VOL,70324070058487808,음악 볼륨
UI_OPTS_AUDIO_MUSIC_VOL_MESSAGE,70415382266966016,배경 음악의 볼륨을 조절합니다.
UI_OPTS_AUDIO_MUSIC_VOL_TITLE,70415381159669760,음악 볼륨
UI_OPTS_AUDIO_PLAYER_VOL,70324081903202304,캐릭터 볼륨
UI_OPTS_AUDIO_PLAYER_VOL_MESSAGE,70417544044802048,고기 교체나 무기 발사 등 플레이어 캐릭터에서 나오는 효과음의 볼륨을 조절합니다.<br><br>테스트 사운드를 재생하려면 [InputAction:UI/Interact] 버튼을 누르세요
UI_OPTS_AUDIO_PLAYER_VOL_TITLE,70417543201746944,캐릭터 볼륨
UI_OPTS_AUDIO_TAB,68549280075280384,오디오
UI_OPTS_AUDIO_UI_VOL,70324085401251840,UI 볼륨
UI_OPTS_AUDIO_UI_VOL_MESSAGE,70418003727937536,UI 상호작용 노이즈와 사운드 효과의 볼륨을 제어합니다.<br><br>테스트 사운드를 재생하려면 [InputAction:UI/Interact] 버튼을 누르세요
UI_OPTS_AUDIO_UI_VOL_TITLE,70418002318651392,UI 볼륨
UI_OPTS_AUDIO_VOIP_CHAT_MODE,70324073653006336,음성 채팅 모드
UI_OPTS_AUDIO_VOIP_CHAT_MODE_MESSAGE,70415803299590144,게임 내 음성 채팅을 위해 마이크가 활성화 상태인 경우 [InputAction:Global/PushToTalk] 제어 방식<br><br><b>푸시 투 토크</b><br>말하는 동안 [InputAction:Global/PushToTalk] 버튼을 길게 누릅니다.<br><br><b>토글</b><br>마이크를 활성화하려면 [InputAction:Global/PushToTalk] 버튼을 한 번 누릅니다. [InputAction:Global/PushToTalk] 버튼을 다시 눌러 끌 때까지 마이크가 활성화 상태가 됩니다.<br><br><b>오픈마이크</b><br>버튼을 누를 필요가 없습니다. 마이크가 항상 활성화되어 있습니다.
UI_OPTS_AUDIO_VOIP_CHAT_MODE_TITLE,70415802246819840,음성 채팅 모드
UI_OPTS_AUDIO_VOIP_VOL,70324075414614016,음성 채팅 볼륨
UI_OPTS_AUDIO_VOIP_VOL_MESSAGE,70417228972879872,게임 내 음성 채팅의 전체 볼륨을 제어합니다.<br><br>테스트 사운드를 재생하려면 [InputAction:UI/Interact] 버튼을 누르세요
UI_OPTS_AUDIO_VOIP_VOL_TITLE,70417227920109568,음성 채팅 볼륨
UI_OPTS_BACK_INPUT,68857711046881280,[InputAction:UI/Cancel] 뒤로 가기
UI_OPTS_BLOCK_BTN,69867107889639424,차단
UI_OPTS_BLOCK_PLAYER_MESSAGE,70418828219052032,- 상대에게서 들어오는 게임 초대를 차단합니다.<br>- 게임에 참여하거나 상호 작용하는 것을 차단합니다.<br>- 게임에 참여하는 동안 해당 플레이어가 있으면 해당 플레이어의 음성을 음소거합니다.
UI_OPTS_BLOCK_PLAYER_TITLE,70418745436073984,플레이어 차단
UI_OPTS_BUILD_INFO,71065577514266624,플랫폼: {PlatformName}    |    빌드: {BuildId} |    프로토콜 해시: {ProtocolHash}
UI_OPTS_BUTTON_LAYOUT_TITLE,70422436385845248,버튼 레이아웃
UI_OPTS_BUTTONBINDINGS_GROUP,70738650857402368,버튼 설정
UI_OPTS_CONTROLLER_TAB,68549200207343616,컨트롤러
UI_OPTS_DEBUG_TAB,78987062803361792,디버그
UI_OPTS_DEFAULT_HELP_MESSAGE,70399200684077056,미구현 도움말 텍스트
UI_OPTS_DEFAULT_HELP_TITLE,70399197446074368,미구현 도움말 제목
UI_OPTS_EXIT,67081951311228928,게임 종료
UI_OPTS_FX_GROUP,70324077025226752,FX
UI_OPTS_GAMEPAD_AIM_ASSIST_STRENGTH,70282068478586880,조준 지원 강도
UI_OPTS_GAMEPAD_AIM_ASSIST_STRENGTH_HELP_MESSAGE,70414381661220864,"조준 지원 시스템이 조준선을 가장 가까운 타겟 쪽으로 얼마나 강하게 당기는지를 설정합니다.<br><br>조준 지원 기능은 a) 트리거를 당겨 반동이 발생하는 동안, b) 트리거를 가볍게 눌렀을 때 활성화됩니다.<br><br>값이 높을수록 타겟 쪽으로 더 빨리 움직입니다."
UI_OPTS_GAMEPAD_AIM_ASSIST_STRENGTH_HELP_TITLE,70414380562313216,조준 지원 강도
UI_OPTS_GAMEPAD_AIM_SENSITIVITY,70282066817642496,조준 감도
UI_OPTS_GAMEPAD_AIM_SENSITIVITY_HELP_MESSAGE,70414082783506432,트리거를 눌러 발사하는 동안 전반적인 게임패드 모양 감도 비율입니다.<br><br>사격 시 감도를 낮추고 조준을 더 세밀하게 제어하고 싶다면 이 값을 낮추세요.
UI_OPTS_GAMEPAD_AIM_SENSITIVITY_HELP_TITLE,70414081336471552,조준 감도
UI_OPTS_GAMEPAD_INVERT_LOOK,70282043379871744,Y축 반전(시점)
UI_OPTS_GAMEPAD_INVERT_LOOK_HELP_MESSAGE,70412802040197120,"게임패드를 사용할 때 화면 반전을 켜거나 끕니다.<br><br>켰을 때, 컨트롤을 위로 올리면 캐릭터가 아래를 내려다보게 됩니다."
UI_OPTS_GAMEPAD_INVERT_LOOK_HELP_TITLE,70412800836431872,Y축 반전(게임패드)
UI_OPTS_GAMEPAD_INVERT_MOVE,70282061679620096,Y축 반전(이동)
UI_OPTS_GAMEPAD_INVERT_MOVE_HELP_MESSAGE,70412958634536960,"게임패드를 사용할 때 이동 반전을 켜거나 끕니다.<br><br>캐릭터의 앞/뒤로 이동을 반전합니다.<br><br>거의 필요하지 않지만, 오래된 컨트롤러에서는 가끔 유용합니다."
UI_OPTS_GAMEPAD_INVERT_MOVE_HELP_TITLE,70412957338497024,이동 축 반전(게임패드)
UI_OPTS_GAMEPAD_LOOK_SPEED_X,70282063558668288,게임패드 수평 속도
UI_OPTS_GAMEPAD_LOOK_SPEED_X_HELP_MESSAGE,70413633917480960,게임패드를 사용할 때 좌우 축의 시점 감도입니다.
UI_OPTS_GAMEPAD_LOOK_SPEED_X_HELP_TITLE,70413632646606848,게임패드 수평 속도
UI_OPTS_GAMEPAD_LOOK_SPEED_Y,70282065131532288,게임패드 수직 속도
UI_OPTS_GAMEPAD_LOOK_SPEED_Y_HELP_MESSAGE,70413813823762432,게임패드를 사용할 때 상하 축의 시점 감도입니다.
UI_OPTS_GAMEPAD_LOOK_SPEED_Y_HELP_TITLE,70413812913598464,게임패드 수직 속도
UI_OPTS_GAMEPLAY_TAB,68549116929437696,게임플레이
UI_OPTS_GENERAL_GROUP,70287948653719552,일반
UI_OPTS_GENERAL_TAB,75389016626622464,일반
UI_OPTS_INPUT_GROUP,70279105097953280,입력
UI_OPTS_INVITE_PLAYERS_BTN,70418305227091968,플레이어 초대
UI_OPTS_KEYBIND_BINDING,70421327982292992,설정:
UI_OPTS_KEYBIND_CANCEL_PROMPT,70421608761585664,[InputAction:UI/Cancel] 버튼으로 취소
UI_OPTS_KEYBIND_ERROR_CANCEL,70422066154631168,취소
UI_OPTS_KEYBIND_ERROR_CONFIRM,70422064200085504,확인
UI_OPTS_KEYBIND_ERROR_MSG,70421794263068672,다른 행동이 설정 해제됩니다. <br>{OtherActionName}<br>정말 계속하시겠습니까?
UI_OPTS_KEYBIND_ERROR_TITLE,70421791478050816,이미 설정된 키
UI_OPTS_KEYBIND_GROUP_COMMUNICATION,70420944467718144,의사소통
UI_OPTS_KEYBIND_GROUP_MISC,70420950109057024,기타
UI_OPTS_KEYBIND_GROUP_MOVEMENT,70420842411913216,이동
UI_OPTS_KEYBIND_GROUP_WEAPONS,70420902256242688,무기 & 능력
UI_OPTS_KEYBIND_PROMPT,70421315709759488,아무 키나 누르세요
UI_OPTS_KEYBIND_PROMPT_GAMEPAD,70422265480540160,아무 버튼이나 누르세요
UI_OPTS_KEYBINDS_GROUP,70738498176348160,키 설정
UI_OPTS_KEYBOARD_TAB,68549159149301760,키보드
UI_OPTS_KICK_BTN,69867067745955840,추방
UI_OPTS_KICK_PLAYER_MESSAGE,70418717061607424,- 현재 게임에서 플레이어를 추방합니다.<br>- 플레이어는 메인 메뉴에서 다시 참여를 시도할 수 있습니다
UI_OPTS_KICK_PLAYER_TITLE,70418437070843904,플레이어 추방
UI_OPTS_LAST_SAVE_TXT,68548738615799808,마지막 세이브: <br>{0:timespan(less|minute)} 전<br><br>{Tag}
UI_OPTS_LOC_GROUP,75400145952239616,현지화
UI_OPTS_LOCALE,75400155171319808,언어
UI_OPTS_LOCALE_HELP_MESSAGE,75399913063510016,게임에서 표시되는 텍스트의 언어를 선택합니다.
UI_OPTS_LOCALE_HELP_TITLE,75399909397688320,언어
UI_OPTS_LOG_UPLOAD_COMPLETE_MSG,71062034984136704,디버그 로그가 OMG에 업로드되었습니다.<br>감사합니다!
UI_OPTS_LOG_UPLOAD_COMPLETE_TITLE,71062033079922688,로그 업로드 완료
UI_OPTS_MOUSE_INVERT_Y,70272412423221248,Y축 반전
UI_OPTS_MOUSE_INVERT_Y_HELP_MESSAGE,70412173477605376,"마우스를 사용할 때 시점 반전을 켜거나 끕니다.<br><br>켰을 때, 컨트롤을 위로 올리면 캐릭터가 아래를 내려다보게 됩니다."
UI_OPTS_MOUSE_INVERT_Y_HELP_TITLE,70412171606945792,Y축 반전(마우스)
UI_OPTS_MOUSE_SPEED_X,70272546573840384,마우스 수평 속도
UI_OPTS_MOUSE_SPEED_X_HELP_MESSAGE,70412460183449600,마우스를 사용할 때 좌우 축의 시점 감도입니다.
UI_OPTS_MOUSE_SPEED_X_HELP_TITLE,70412458447007744,마우스 수평 속도
UI_OPTS_MOUSE_SPEED_Y,70272548553551872,마우스 수직 속도
UI_OPTS_MOUSE_SPEED_Y_HELP_MESSAGE,70412693684547584,마우스를 사용할 때 상하 축의 시점 감도입니다.
UI_OPTS_MOUSE_SPEED_Y_HELP_TITLE,70412692216541184,마우스 수직 속도
UI_OPTS_MULTIPLAYER,67081471604486144,멀티플레이어
UI_OPTS_MULTIPLAYER_TITLE,69893490762248192,멀티플레이어
UI_OPTS_MUTE_BTN,69867030940938240,음소거
UI_OPTS_OPTIONS,67081590919852032,옵션
UI_OPTS_QUIT_TO_MAINMENU,67081878519083008,메인 메뉴 나가기
UI_OPTS_RANGUS_TITLE,68857709201387520,랭거스 메뉴
UI_OPTS_RESET_DEFAULT_CANCEL,70371653040664576,취소
UI_OPTS_RESET_DEFAULT_CONFIRM,70371646627573760,예
UI_OPTS_RESET_DEFAULT_MSG,70371438707535872,이 설정을 기본값으로 복원하시겠습니까?
UI_OPTS_RESET_DEFAULT_TITLE,70371436950122496,기본값으로 복원하시겠습니까?
UI_OPTS_RESTORE_DEFAULTS_BTN,70244262565834752,기본값 복원
UI_OPTS_RETURN_MOTHERSHIP,67081787087450112,런 포기
UI_OPTS_SAVE_APPLY,71090571845758976,[InputAction:UI/Submit] 적용
UI_OPTS_SELECT_INPUT,68857825807233024,[InputAction:UI/Submit] 선택
UI_OPTS_TAB_LEFT,68548893402394624,[InputAction:UI/PreviousTab]
UI_OPTS_TAB_RIGHT,68549357606989824,[InputAction:UI/NextTab]
UI_OPTS_UNMUTE_BTN,69869271953371136,음소거 해제
UI_OPTS_VIDEO_QUALITY,70287954148257792,품질
UI_OPTS_VIDEO_QUALITY_MESSAGE,70411523725389824,"전반적인 그래픽 품질 수준입니다. 0부터 5까지 있으며, 값이 높을수록 그래픽 세부 사항이 더욱 향상됩니다.<br><br>이 설정은 안티앨리어싱, 텍스처 크기, 세부 수준(LOD) 거리 등 기본 그래픽 설정에 영향을 미칩니다."
UI_OPTS_VIDEO_QUALITY_TITLE,70411522215440384,품질 수준
UI_OPTS_VIDEO_RESOLUTION,70318948783943680,해상도
UI_OPTS_VIDEO_RESOLUTION_MESSAGE,70399271093858304,"게임 화면의 디스플레이 너비, 높이, 주사율입니다.<br><br>이 설정은 전체 화면 또는 창 모드에서만 사용할 수 있습니다."
UI_OPTS_VIDEO_RESOLUTION_TITLE,70399256933888000,화면 해상도
UI_OPTS_VIDEO_TAB,68549243832299520,동영상
UI_OPTS_VIDEO_WINDOW_MODE,70287952470536192,화면 모드
UI_OPTS_VIDEO_WINDOW_MODE_MESSAGE,70399243101073408,<b>전체 화면</b><br>게임 엔진 전용 전체 화면입니다.<br><br><b>테두리 없는 창 모드</b><br>화면과 동일한 기본 해상도로 설정된 테두리 없는 화면입니다.<br><br><b>창 모드</b><br>최소화/최대화/크기 조절 등의 기본 컨트롤로 크기 조절이 가능한 게임 화면입니다.
UI_OPTS_VIDEO_WINDOW_MODE_TITLE,70399203120967680,화면 모드
UI_REQUIREMENT_CARLQUEST_FMT,74971176676352000,"퀘스트 완료: ""{quest}"""
UI_REQUIREMENT_CAUGHTFISH,75676451393757184,물고기 {count}마리 잡기
UI_REQUIREMENT_CURRENCY,73516433013727232,{amount} {currency} 소지하기
UI_REQUIREMENT_EMPLOYEERANK_FMT,52949564150243328,직원 등급 {rank}
UI_REQUIREMENT_LIFETIME_CURRENCY,81905411479822336,{currency} 획득
UI_REQUIREMENT_LIFETIME_FISH,81905413581168640,{currency} 소지
UI_REQUIREMENT_LIFETIME_MATERIALS,81909229068214272,{currency} 수집
UI_REQUIREMENT_NONE,52948800652697600,요구 사항 없음
UI_REQUIREMENT_PLANET_FMT,52949486878580736,{planet} 완료
UI_REQUIREMENT_PROGRESS_FMT,75687597366566912,<color=#{color}>{count}</color>/{total}
UI_REQUIREMENT_PROGRESSFLAG_FMT,52948896446406656,{flag} 필요
UI_REQUIREMENT_SMARTMEAT_RANK,75676449292410880,스마트 고기를 {rank} 등급으로 업그레이드하세요
UI_REQUIREMENT_SOLARSYSTEM_FMT,52949170154102784,{difficulty}{ascension:cond:>0? A{}|} 난이도로 {system} 완료
UI_REQUIREMENT_STAT_MEATSWAPPED_FMT,52949168367329280,{count:plural:{} 고기|{} 고기} 교체하기
UI_REQUIREMENT_STAT_NONABANDONEDRUNS_FMT,88708929729585152,런 {count}회 완료하기
UI_REQUIREMENT_STAT_PLANETSCOMPLETED_FMT,52949166408589312,{count:plural:{} 행성|{} 행성}에서 대피하기
UI_REQUIREMENT_STAT_PLANETSVISITED_FMT,52949169457848320,{count:plural:{} 행성|{} 행성} 방문하기
UI_REQUIREMENT_STAT_RUNSFAILED_FMT,52949023231827968,{count:plural:{} 런|{} 런} 실패하기
UI_REQUIREMENT_UNLOCK_ARTIFACT,73516434381070336,유물 {Count:plural:능력|능력} {Count}번 잠금 해제하기
UI_REQUIREMENT_UNLOCK_FLAIR,73516449342152704,재능 {Count:plural:조각|조각} {Count}번 잠금 해제하기
UI_REQUIREMENT_UNLOCK_WEAPON,73516435505143808,{Count:plural:{} 무기|{} 무기} 잠금 해제하기
UI_REQUIREMENT_WEAPONRANK_ANY,73516429897359360,아무 무기를 {rank} 등급까지 올리기
UI_REQUIREMENT_WEAPONRANK_SPECIFIC,73516431621218304,{family} 항목을 {rank} 등급까지 올리기
UI_REQUIREMENT_WEAPONSTAT_OBJECTIVES_FMT,52949730919964672,{family} 항목으로 주요 {count:plural:명령|명령} {count}번 완료하기
UI_REQUIREMENTS,58737776349143040,요구 사항:
UI_RESPAWN_HUNTER_COST_FMT,71029344326115328,[ 타이머 리스폰 {CostSeconds}초 ]
UI_RUNINFO_DIFFICULTY_TITLE,89147099684265984,난이도:
UI_RUNINFO_MODE_TITLE,89160478117322752,비공개:
UI_RUNINFO_PLANET_FMT,89160784477675520,> 행성 {current}/{total}: {planet}
UI_RUNINFO_SYSTEM_TITLE,89160599483703296,행성계:
UI_SAVEMGMT_BIRTHDAYS_DATA,76458893697282048,{BirthdayCount}
UI_SAVEMGMT_BIRTHDAYS_HEADER,76458631045771264,생일:
UI_SAVEMGMT_CAMPAIGN_PROGRESS_DATA,76459164905172992,행성계 {CurrentSystem}/{SystemCount}<br>{CurrentSystemName} // {CurentPlanetName}
UI_SAVEMGMT_CAMPAIGN_PROGRESS_HEADER,76458491664855040,캠페인 진행 상황:
UI_SAVEMGMT_CARLCOIN_COUNT,76457673867849728,{CarlCoinCount}
UI_SAVEMGMT_COMPLETION_LONG,76458159945740288,완료: {CompletionPercent}%
UI_SAVEMGMT_COMPLETION_SHORT,76455871910965248,{CompletionPercent}%
UI_SAVEMGMT_CREATE_EMPLOYEE_BTN,76458001149390848,+ 새 직원 생성
UI_SAVEMGMT_CURRENT_LOCATION_HEADER,76458409695571968,현재 위치:
UI_SAVEMGMT_DATAPOINT_COUNT,76457671896526848,{DataPointCount}
UI_SAVEMGMT_DELETE_SAVE_BTN,76458682354692096,[InputAction:UI/Revert] 세이브 삭제
UI_SAVEMGMT_DIFFICULTY_LONG,77171850999689216,난이도: {Difficulty}
UI_SAVEMGMT_DIFFICULTY_SHORT,77171691624525824,{Difficulty}{Ascension:cond:>0? A{}|}
UI_SAVEMGMT_DIFFICULTY_TITLE,77174107421995008,난이도:
UI_SAVEMGMT_EMPLOYEE_NAME,76455159420350464,직원 {EmployeeNumber}
UI_SAVEMGMT_GLIZZY_COUNT,76457598835945472,{GlizzyCount}
UI_SAVEMGMT_MSGBOX_CONFIRM,76459568292360192,세이브 삭제
UI_SAVEMGMT_MSGBOX_CREATE_SAVE_MSG,77599484736892928,랭거스 직원 {EmployeeNumber} 생성
UI_SAVEMGMT_MSGBOX_CREATE_SAVE_TITLE,77599481565999104,새로운 직원을 고용하시겠습니까?
UI_SAVEMGMT_MSGBOX_DELETE_SAVE_MSG,76459477468901376,직원 {EmployeeNumber}에 대한 세이브 파일을 삭제하시겠습니까?<br>이 작업은 되돌릴 수 없습니다.
UI_SAVEMGMT_MSGBOX_DELETE_SAVE_TITLE,76459424876523520,세이브를 삭제하시겠습니까?
UI_SAVEMGMT_MSGBOX_LOAD_SAVE_MSG,77150388238610432,직원 {EmployeeNumber}에 대한 세이브 파일을 불러오시겠습니까?
UI_SAVEMGMT_MSGBOX_LOAD_SAVE_TITLE,77150385709445120,직원을 변경하시겠습니까?
UI_SAVEMGMT_NO_VALID_SAVES_MSG,77599802421866496,유효한 세이브 파일이 없습니다. 플레이할 수 있는 새로운 직원이 자동으로 생성됩니다.
UI_SAVEMGMT_NO_VALID_SAVES_TITLE,77599796109438976,유효한 직원 파일이 없습니다
UI_SAVEMGMT_PLAYTIME_LONG,76458052697387008,플레이 시간: {Days:D2}:{Hours:D2}:{Minutes:D2}
UI_SAVEMGMT_PLAYTIME_SHORT,76456085350707200,{Days:D2}:{Hours:D2}:{Minutes:D2}
UI_SAVEMGMT_SAVE_BTN_DETAIL,76457884715511808,변경
UI_SAVEMGMT_SAVE_BTN_TITLE,76457842160103424,세이브 저장
UI_SAVEMGMT_SAVE_DETAIL_TITLE,76458374538915840,세이브 상세 정보
UI_SAVEMGMT_SYSTEM_STATUS_SHORT,76455956396830720,행성계 {CurrentSystem}/{SystemCount}
UI_SAVEMGMT_TITLE_BAR,76459334883536896,세이브 로드
UI_SMARTMEAT_NAME,71029965485760512,스마트 고기
UI_TAG_EQUIPPED,63534599735599104,장착 완료
UI_TERMINAL_EXIT,53935205264646144,터미널 나가기
UI_TERMINAL_SMARTMEAT_TITLE,61538986663862272,직원 혜택 터미널
UI_TERMINAL_WEAPONS_BACK,53934967472775168,무기 선택으로 돌아가기
UI_TERMINAL_WEAPONS_TITLE,53934907058020352,무기 터미널
UI_TRAVEL_LOBBY,71871682891997184,돌아가기
UI_TRAVEL_PLANET,71871685479882752,다음 행성
UI_TUTORIALPOPUP_CONFIRM,86931484559007744,알겠습니다!
UI_TUTORIALPOPUP_NEXT,86931490321981440,다음
UI_TUTORIALPOPUP_PAGE_FMT,86949908160962560,{Current}/{Total}
UI_UGPRADEGRID_SMARTMEAT_SUBCATEGORY,61538997678104576,최고의 무기입니다
UI_UPGRADEGRID_ACTIVE,78691822283513856,활성화
UI_UPGRADEGRID_BLOCKED_DESC,54322889858473984,인접한 칸을 잠금 해제하여 도전을 해제하세요
UI_UPGRADEGRID_CHALLENGE_TITLE,54322765962928128,도전
UI_UPGRADEGRID_COST_FMT,54269938343337984,비용: <b>{points}</b>점
UI_UPGRADEGRID_DESC,61619816316788736,등급을 올리면 업그레이드 점수를 얻을 수 있습니다.
UI_UPGRADEGRID_MAXDEMORANK,63774850287595520,최대 데모 등급
UI_UPGRADEGRID_MAXRANK,54247495897702400,최대 등급
UI_UPGRADEGRID_POINTS_AVAIL,53958569882542080,사용 가능한 점수:
UI_UPGRADEGRID_PROGRESSCOUNT_FMT,59426037270831104,{current} / {total}
UI_UPGRADEGRID_RANK_UP,53960174602280960,등급 상승
UI_UPGRADEGRID_SMARTMEAT,61538996168155136,스마트 고기
UI_UPGRADEGRID_UNLOCK,54247498640777216,잠금 해제
UI_UPGRADEGRID_UNLOCKS_TITLE,54323001598926848,잠금 해제:
UI_UPGRADEGRID_WEAPONS,53981706342883328,무기 등급
UI_UPGRADEGRID_WEAPONS_BACK,63713969943076864,무기 검사로 돌아가기
UI_WEAPON_CRIT_CHANCE_TITLE,63446363281547264,치명타
UI_WEAPON_MAGAZINE_TITLE,63446478268391424,탄창 크기
UI_WEAPON_RANGE_FMT,63445941418450944,{Range:0.0}m
UI_WEAPON_RANGE_TITLE,63445794089328640,사거리
UI_WEAPON_RATE_TITLE,63445951468003328,발사 속도
UI_WEAPONINSPECT_BASEDAMGE_FMT,63374233634332672,기본 피해량: {MinDamage} - {MaxDamage}{ProjectileCount:| x{}}
UI_WEAPONINSPECT_RELOAD_BONUS,63529341047267328,재장전 보너스:
UI_WEAPONINSPECT_TEST_WEAPON,63534728131633152,사격장에서 테스트
UI_WEAPONINSPECT_UNLOCK,63351818913046528,잠금 해제
UI_WEAPONINSPECT_UNLOCK_DESC,63364702686666752,무기 등급을 올리려면 무기를 잠금 해제해야 합니다.
UI_WEAPONINSPECT_UPGRADE_DESC,63364711805083648,도전을 완료해 무기 업그레이드를 잠금 해제하세요.<br>등급을 올려 업그레이드 점수를 획득하고 사용하세요.
UI_WEAPONINSPECT_UPGRADES,63351863464943616,등급 업그레이드
UI_WEAPONTERMINAL_INSPECT,56189457739538432,무기 검사
WEAPON_CRIT_CHANCE_FMT,58682730970341376,{CritChance:percent()}% / 피해 {Damage:0.00}x
WEAPON_DAMAGE_FMT,58681057103306752,피해량: {MinDamage} - {MaxDamage}{ProjectileCount:| x{}}{DamageType: ({})|}
WEAPON_EXPOSIVE_RADIUS_FMT,58683047074062336,폭발 반경: {Radius}m
WEAPON_HEAL_FMT,58683397642379264,치유량: {HealBase}
WEAPON_HEAL_RADIUS_FMT,58683398825172992,치유 범위: {Radius}
WEAPON_MAGAZINE_FMT,63446480793362432,{MaxCount}
