Key,Id,Portuguese (Brazil)(pt-BR)
UI_MULTIPLAYER_BLOCKLIST_HELP_MESSAGE,70426187016368128,"Visualize e gerencie a lista de usuários inseridos na lista de contatos bloqueados.<br><br>Usuários bloqueados não poderão participar de jogos que você hospedar. Se você e o usuário bloqueado entrarem em um jogo hospedado por terceiros, o usuário bloqueado será automaticamente silenciado."
UI_MULTIPLAYER_BLOCKLIST_HELP_TITLE,70426179655364608,Gerenciar Lista de Bloqueios
UI_MULTIPLAYER_OBSERVER_HELP_MESSAGE,70426781500239872,"Habilita/Desabilita a função de um quarto jogador poder se conectar aos jogos que você hospeda no modo de observação. Observadores não podem participar do chat de voz, mas podem assistir ao jogo da perspectiva do anfitrião ou de qualquer jogador conectado."
UI_MULTIPLAYER_OBSERVER_HELP_TITLE,70426780619436032,Habilitar Observadores
UI_OPTS_ACCOUNT_RESET_BTN,70352075493404672,Redefinir Conta
UI_OPTS_ACCOUNT_RESET_MESSAGE,70434640048877568,<b>!! Cuidado !!</b><br><br>Redefine o progresso da conta para o estado inicial. Isso apagará todo o progresso do jogo e todo o conteúdo desbloqueado.
UI_OPTS_ACCOUNT_RESET_TITLE,70434638551511040,Redefinir Conta
UI_OPTS_ACCOUNT_TAB,68549317450723328,Conta
UI_OPTS_ACCOUNT_UNSTUCK_BTN,70352078584606720,Tô Preso!
UI_OPTS_ACCOUNT_UNSTUCK_MESSAGE,70434646139006976,Às vezes você cai e não consegue se levantar. Às vezes você fica preso entre a grelha e o espetinho. <br><br>Isso fará você reaparecer no último ponto de ressurgimento relevante.
UI_OPTS_ACCOUNT_UNSTUCK_TITLE,70434644754886656,Desprender
UI_OPTS_ACCOUNT_UPLOAD_LOGS_BTN,70352077099823104,Carregar Logs
UI_OPTS_ACCOUNT_UPLOAD_LOGS_MESSAGE,70434643219771392,Envia seus logs de jogo para a OMG para análise de depuração.
UI_OPTS_ACCOUNT_UPLOAD_LOGS_TITLE,70434641781125120,Carregar Logs de Depuração
UI_OPTS_ADVANCED_GROUP,70287955960197120,Avançado
UI_OPTS_AUDIO_DIALOGUE_VOL,70324071845261312,Volume de Diálogo
UI_OPTS_AUDIO_DIALOGUE_VOL_MESSAGE,70415465322573824,Controla o volume do diálogo que aparece em interações picture-in-picture durante o jogo. Também controla o volume do diálogo durante cenas cinematográficas.<br><br>Pressione [InputAction:UI/Interact] para tocar um som de teste.
UI_OPTS_AUDIO_DIALOGUE_VOL_TITLE,70415464353689600,Volume de Diálogo
UI_OPTS_AUDIO_ENEMIES_VOL,70324078786834432,Volume dos Inimigos
UI_OPTS_AUDIO_ENEMIES_VOL_MESSAGE,70417417343266816,Controla o volume dos efeitos sonoros vindos de inimigos.<br><br>Pressione [InputAction:UI/Interact] para tocar um som de teste.
UI_OPTS_AUDIO_ENEMIES_VOL_TITLE,70417416386965504,Volume dos Inimigos
UI_OPTS_AUDIO_ENVIRONMENT_VOL,70324083664809984,Volume do Som Ambiente
UI_OPTS_AUDIO_ENVIRONMENT_VOL_MESSAGE,70417712496439296,"Controla o volume dos sons do ambiente no jogo, como água, campos de força e bipes de máquinas.<br><br>Pressione [InputAction:UI/Interact] para tocar um som de teste."
UI_OPTS_AUDIO_ENVIRONMENT_VOL_TITLE,70417711691132928,Volume do Som Ambiente
UI_OPTS_AUDIO_MASTER_VOL,70324061531467776,Volume Principal
UI_OPTS_AUDIO_MASTER_VOL_MESSAGE,70415212070498304,Controla o volume geral de todo o áudio do jogo.
UI_OPTS_AUDIO_MASTER_VOL_TITLE,70415210757681152,Volume Principal
UI_OPTS_AUDIO_MUSIC_VOL,70324070058487808,Volume da Música
UI_OPTS_AUDIO_MUSIC_VOL_MESSAGE,70415382266966016,Controla o volume da música de fundo.
UI_OPTS_AUDIO_MUSIC_VOL_TITLE,70415381159669760,Volume da Música
UI_OPTS_AUDIO_PLAYER_VOL,70324081903202304,Volume do Personagem do Jogador
UI_OPTS_AUDIO_PLAYER_VOL_MESSAGE,70417544044802048,"Controla o volume dos efeitos sonoros vindos pelos personagens dos jogadores, incluindo sons de troca de carne e disparos de armas.<br><br>Pressione [InputAction:UI/Interact] para tocar um som de teste."
UI_OPTS_AUDIO_PLAYER_VOL_TITLE,70417543201746944,Volume do Personagem do Jogador
UI_OPTS_AUDIO_TAB,68549280075280384,Áudio
UI_OPTS_AUDIO_UI_VOL,70324085401251840,Volume da Interface de Usuário
UI_OPTS_AUDIO_UI_VOL_MESSAGE,70418003727937536,Controla o volume dos ruídos de interação da interface do usuário e dos efeitos sonoros.<br><br>Pressione [InputAction:UI/Interact] para tocar um som de teste.
UI_OPTS_AUDIO_UI_VOL_TITLE,70418002318651392,Volume da Interface de Usuário
UI_OPTS_AUDIO_VOIP_CHAT_MODE,70324073653006336,Modo de Chat de Voz
UI_OPTS_AUDIO_VOIP_CHAT_MODE_MESSAGE,70415803299590144,Determina como [InputAction:Global/PushToTalk] controla seu microfone quando estiver ativo para chat por voz no jogo.<br><br><b>Segurar para Falar</b><br>Segure [InputAction:Global/PushToTalk] enquanto conversa.<br><br><b>Alternar</b><br>Pressione [InputAction:Global/PushToTalk] uma vez para ativar o microfone. O microfone permanecerá ativo até que você pressione [InputAction:Global/PushToTalk] novamente para desligá-lo.<br><br><b>Microfone Aberto</b><br>Não é necessário pressionar nenhuma tecla. O microfone ficará sempre ativo.
UI_OPTS_AUDIO_VOIP_CHAT_MODE_TITLE,70415802246819840,Modo de Chat de Voz
UI_OPTS_AUDIO_VOIP_VOL,70324075414614016,Volume do Chat de Voz
UI_OPTS_AUDIO_VOIP_VOL_MESSAGE,70417228972879872,Controla o volume geral do chat de voz do jogo.<br><br>Pressione [InputAction:UI/Interact] para tocar um som de teste.
UI_OPTS_AUDIO_VOIP_VOL_TITLE,70417227920109568,Volume do Chat de Voz
UI_OPTS_BACK_INPUT,68857711046881280,[InputAction:UI/Cancel] Voltar
UI_OPTS_BLOCK_BTN,69867107889639424,Bloquear
UI_OPTS_BLOCK_PLAYER_MESSAGE,70418828219052032,- Bloqueia convites de jogos recebidos da pessoa<br>- Impede que a pessoa participe ou interaja com jogos em que você é anfitrião<br>- Silencia a pessoa em jogos em que você participa se ela estiver presente
UI_OPTS_BLOCK_PLAYER_TITLE,70418745436073984,Bloquear Jogador
UI_OPTS_BUTTON_LAYOUT_TITLE,70422436385845248,Layout dos Botões
UI_OPTS_BUTTONBINDINGS_GROUP,70738650857402368,Mapeamento dos botões
UI_OPTS_CONTROLLER_TAB,68549200207343616,Controle
UI_OPTS_DEFAULT_HELP_MESSAGE,70399200684077056,Texto de ajuda não implementado
UI_OPTS_DEFAULT_HELP_TITLE,70399197446074368,Título de ajuda não implementado
UI_OPTS_EXIT,67081951311228928,Sair do Jogo
UI_OPTS_FX_GROUP,70324077025226752,Efeitos Visuais
UI_OPTS_GAMEPAD_AIM_ASSIST_STRENGTH,70282068478586880,Intensidade da Assistência de Mira
UI_OPTS_GAMEPAD_AIM_ASSIST_STRENGTH_HELP_MESSAGE,70414381661220864,Define a intensidade com a qual o sistema de assistência puxará sua mira em direção ao alvo mais próximo. <br><br>A assistência de mira é ativada: entre recuos enquanto o gatilho é pressionado; e quando o gatilho é levemente pressionado.<br><br>Valores mais altos resultam em ajustes mais rápidos.
UI_OPTS_GAMEPAD_AIM_ASSIST_STRENGTH_HELP_TITLE,70414380562313216,Intensidade da Assistência de Mira
UI_OPTS_GAMEPAD_AIM_SENSITIVITY,70282066817642496,Sensibilidade da Mira
UI_OPTS_GAMEPAD_AIM_SENSITIVITY_HELP_MESSAGE,70414082783506432,Proporção da sensibilidade geral da mira do controle enquanto o gatilho está pressionado para disparar. <br><br>Diminua se quiser menos sensibilidade e um controle de mira mais preciso.
UI_OPTS_GAMEPAD_AIM_SENSITIVITY_HELP_TITLE,70414081336471552,Sensibilidade da Mira
UI_OPTS_GAMEPAD_INVERT_LOOK,70282043379871744,Inverter Eixo Y (Visão)
UI_OPTS_GAMEPAD_INVERT_LOOK_HELP_MESSAGE,70412802040197120,"Ativa/desativa a inversão visual ao usar um controle. <br><br>Quando ativado, seu personagem olhará para baixo quando o controle for movido para cima."
UI_OPTS_GAMEPAD_INVERT_LOOK_HELP_TITLE,70412800836431872,Inverter Eixo Y (Controle)
UI_OPTS_GAMEPAD_INVERT_MOVE,70282061679620096,Inverter Eixo Y (Movimentação)
UI_OPTS_GAMEPAD_INVERT_MOVE_HELP_MESSAGE,70412958634536960,"Ativa/desativa a inversão de movimento ao usar um controle. <br><br>Inverte o movimento dos personagens para frente/trás.<br><br>Raramente necessário, mas pode ser útil em controles mais antigos."
UI_OPTS_GAMEPAD_INVERT_MOVE_HELP_TITLE,70412957338497024,Inverter Eixo de Movimentação (Controle)
UI_OPTS_GAMEPAD_LOOK_SPEED_X,70282063558668288,Velocidade Horizontal do Controle
UI_OPTS_GAMEPAD_LOOK_SPEED_X_HELP_MESSAGE,70413633917480960,Sensibilidade da visão no eixo lateral ao usar um controle.
UI_OPTS_GAMEPAD_LOOK_SPEED_X_HELP_TITLE,70413632646606848,Velocidade Horizontal do Controle
UI_OPTS_GAMEPAD_LOOK_SPEED_Y,70282065131532288,Velocidade Vertical do Controle
UI_OPTS_GAMEPAD_LOOK_SPEED_Y_HELP_MESSAGE,70413813823762432,Sensibilidade da visão no eixo para cima e para baixo ao usar um controle.
UI_OPTS_GAMEPAD_LOOK_SPEED_Y_HELP_TITLE,70413812913598464,Velocidade Vertical do Controle
UI_OPTS_GAMEPLAY_TAB,68549116929437696,Jogabilidade
UI_OPTS_GENERAL_GROUP,70287948653719552,Geral
UI_OPTS_INPUT_GROUP,70279105097953280,Entrada
UI_OPTS_INVITE_PLAYERS_BTN,70418305227091968,Convidar jogador
UI_OPTS_KEYBIND_CANCEL_PROMPT,70421608761585664,[InputAction:UI/Cancel] para Cancelar
UI_OPTS_KEYBIND_ERROR_CANCEL,70422066154631168,Cancelar
UI_OPTS_KEYBIND_ERROR_CONFIRM,70422064200085504,Confirmar
UI_OPTS_KEYBIND_ERROR_TITLE,70421791478050816,Tecla Já Vinculada
UI_OPTS_KEYBIND_GROUP_COMMUNICATION,70420944467718144,Comunicação
UI_OPTS_KEYBIND_GROUP_MISC,70420950109057024,Diversos
UI_OPTS_KEYBIND_GROUP_MOVEMENT,70420842411913216,Movimento
UI_OPTS_KEYBIND_GROUP_WEAPONS,70420902256242688,Armas e Habilidades
UI_OPTS_KEYBIND_PROMPT,70421315709759488,Pressione qualquer tecla
UI_OPTS_KEYBIND_PROMPT_GAMEPAD,70422265480540160,Pressione qualquer botão
UI_OPTS_KEYBINDS_GROUP,70738498176348160,Atalhos de teclado
UI_OPTS_KEYBOARD_TAB,68549159149301760,Teclado
UI_OPTS_KICK_BTN,69867067745955840,Expulsar
UI_OPTS_KICK_PLAYER_MESSAGE,70418717061607424,- Expulsa o jogador do jogo atual<br>- O jogador pode tentar entrar novamente pelo menu principal
UI_OPTS_KICK_PLAYER_TITLE,70418437070843904,Expulsar Jogador
UI_OPTS_LOG_UPLOAD_COMPLETE_MSG,71062034984136704,Seus logs de depuração foram enviados para a OMG.<br>Agradecemos pelo relatório!
UI_OPTS_LOG_UPLOAD_COMPLETE_TITLE,71062033079922688,Upload de Log Concluído
UI_OPTS_MOUSE_INVERT_Y,70272412423221248,Inverter Eixo Y
UI_OPTS_MOUSE_INVERT_Y_HELP_MESSAGE,70412173477605376,"Ativa/desativa a inversão visual ao usar o mouse. <br><br>Quando ativado, seu personagem olhará para baixo quando o controle for movido para cima."
UI_OPTS_MOUSE_INVERT_Y_HELP_TITLE,70412171606945792,Inverter Eixo Y (Mouse)
UI_OPTS_MOUSE_SPEED_X,70272546573840384,Velocidade Horizontal do Mouse
UI_OPTS_MOUSE_SPEED_X_HELP_MESSAGE,70412460183449600,Sensibilidade do Mouse no eixo lateral.
UI_OPTS_MOUSE_SPEED_X_HELP_TITLE,70412458447007744,Velocidade Horizontal do Mouse
UI_OPTS_MOUSE_SPEED_Y,70272548553551872,Velocidade Vertical do Mouse
UI_OPTS_MOUSE_SPEED_Y_HELP_MESSAGE,70412693684547584,Sensibilidade do mouse no eixo de cima e de baixo.
UI_OPTS_MOUSE_SPEED_Y_HELP_TITLE,70412692216541184,Velocidade Vertical do Mouse
UI_OPTS_MULTIPLAYER_TITLE,69893490762248192,Multijogador
UI_OPTS_MUTE_BTN,69867030940938240,Silenciar
UI_OPTS_QUIT_TO_MAINMENU,67081878519083008,Sair para o Menu Principal
UI_OPTS_RANGUS_TITLE,68857709201387520,Menu Rangus
UI_OPTS_RESET_DEFAULT_CANCEL,70371653040664576,Cancelar
UI_OPTS_RESET_DEFAULT_CONFIRM,70371646627573760,Sim
UI_OPTS_RESET_DEFAULT_MSG,70371438707535872,Tem certeza de que deseja restaurar essas configurações para os valores padrão?
UI_OPTS_RESET_DEFAULT_TITLE,70371436950122496,Restaurar Padrões?
UI_OPTS_RESTORE_DEFAULTS_BTN,70244262565834752,Restaurar Padrões
UI_OPTS_RETURN_MOTHERSHIP,67081787087450112,Abandonar Expedição
UI_OPTS_SAVE_APPLY,71090571845758976,[InputAction:UI/Submit] Aplicar
UI_OPTS_SELECT_INPUT,68857825807233024,[InputAction:UI/Submit] Selecionar
UI_OPTS_TAB_LEFT,68548893402394624,[InputAction:UI/PreviousTab]
UI_OPTS_TAB_RIGHT,68549357606989824,[InputAction:UI/NextTab]
UI_OPTS_UNMUTE_BTN,69869271953371136,Ativar Som
UI_OPTS_VIDEO_QUALITY,70287954148257792,Qualidade
UI_OPTS_VIDEO_QUALITY_MESSAGE,70411523725389824,"Define o nível geral da qualidade dos gráficos. Varia de 0 a 5, com opções mais altas proporcionando maior detalhamento gráfico. <br><br>Essa opção influencia as configurações gráficas subjacentes como antisserrilhamento, tamanhos das texturas, distâncias de nível de detalhe (LOD) etc."
UI_OPTS_VIDEO_QUALITY_TITLE,70411522215440384,Nível de Qualidade
UI_OPTS_VIDEO_RESOLUTION,70318948783943680,Resolução
UI_OPTS_VIDEO_RESOLUTION_MESSAGE,70399271093858304,"Largura, altura e taxa de atualização da janela do jogo. <br><br>Esta configuração só está disponível no modo Tela Cheia ou no modo Janela."
UI_OPTS_VIDEO_RESOLUTION_TITLE,70399256933888000,Resolução da Tela
UI_OPTS_VIDEO_TAB,68549243832299520,Vídeo
UI_OPTS_VIDEO_WINDOW_MODE,70287952470536192,Modo de Tela
UI_OPTS_VIDEO_WINDOW_MODE_MESSAGE,70399243101073408,<b>Tela Cheia</b><br>Acesso dedicado em tela cheia para o motor do jogo.<br><br><b>Tela Cheia Sem Bordas</b><br>Uma janela sem bordas com a mesma resolução nativa da sua tela.<br><br><b>Modo Janela</b><br>Uma janela de jogo redimensionável com controles nativos para minimizar/maximizar/redimensionar.
UI_OPTS_VIDEO_WINDOW_MODE_TITLE,70399203120967680,Modo de Tela
DEATH_SCREEN_KILLED_BY_FMT,73552691249274880,<color=#FFC700>{CreatureName}</color> Matou Você
UI_ANNOUNCEMENT_LEVEL_UP_RESUME,74296320918020096,Retomando em {seconds} segundos
UI_ANNOUNCEMENT_DIFFICULTY_FMT,74296319433236480,{difficulty}{ascension:cond:>0? Ascension {}|}
UI_ANNOUNCEMENT_ENTER_PLANET_FMT,74296317638074368,Chegando em {planet}
UI_REQUIREMENT_CARLQUEST_FMT,74971176676352000,"Conclua a Missão: ""{quest}"""
UI_REQUIREMENT_SMARTMEAT_RANK,75676449292410880,Melhore sua Carne Inteligente para o Ranque {rank}
UI_REQUIREMENT_CAUGHTFISH,75676451393757184,Pegue {count} {count:p:peixe|peixes}
UI_REQUIREMENT_PROGRESS_FMT,75687597366566912,<color=#{color}>{count}</color>/{total}
UI_SAVEMGMT_EMPLOYEE_NAME,76455159420350464,Funcionário {EmployeeNumber}
UI_CHANGE_DIFFICULTY_TO_FMT,76472743611064320,Altere a Dificuldade do Jogo para {difficulty}
UI_SAVEMGMT_COMPLETION_SHORT,76455871910965248,{CompletionPercent}%
UI_SAVEMGMT_SYSTEM_STATUS_SHORT,76455956396830720,Sistema {CurrentSystem}/{SystemCount}
UI_SAVEMGMT_PLAYTIME_SHORT,76456085350707200,{Days:D2}:{Hours:D2}:{Minutes:D2}
UI_SAVEMGMT_GLIZZY_COUNT,76457598835945472,{GlizzyCount}
UI_SAVEMGMT_CARLCOIN_COUNT,76457673867849728,{CarlCoinCount}
UI_SAVEMGMT_DATAPOINT_COUNT,76457671896526848,{DataPointCount}
UI_SAVEMGMT_PLAYTIME_LONG,76458052697387008,Tempo jogado: {Days:D2}:{Hours:D2}:{Minutes:D2}
UI_SAVEMGMT_COMPLETION_LONG,76458159945740288,Conclusão: {CompletionPercent}%
UI_SAVEMGMT_BIRTHDAYS_DATA,76458893697282048,{BirthdayCount}
UI_SAVEMGMT_CAMPAIGN_PROGRESS_DATA,76459164905172992,Sistema {CurrentSystem}/{SystemCount}<br>{CurrentSystemName} // {CurentPlanetName}
UI_CHANGE_DIFFICULTY_CLIENT,76472751513133056,Desafie o Anfitrião a Mudar a Dificuldade do Jogo para {difficulty}
UI_SAVEMGMT_MSGBOX_DELETE_SAVE_MSG,76459477468901376,Tem certeza de que deseja excluir o salvamento do Funcionário {EmployeeNumber}?<br>Esta ação não pode ser desfeita.
UI_SAVEMGMT_MSGBOX_LOAD_SAVE_MSG,77150388238610432,Deseja carregar o salvamento do Funcionário {EmployeeNumber}?
UI_SAVEMGMT_DIFFICULTY_LONG,77171850999689216,Dificuldade: {Difficulty}
UI_SAVEMGMT_DIFFICULTY_SHORT,77171691624525824,{Difficulty}{Ascension:cond:>0? A{}|}
UI_SAVEMGMT_MSGBOX_CREATE_SAVE_MSG,77599484736892928,Criar Funcionário da Rangus {EmployeeNumber}
UI_GALAXYMAP_MODE_SCRIPTED,76942188812951552,Sistema {index}
COMMON_SIDEQUESTS,74560833584095232,Missões Secundárias
CONTROL_PANEL,71374858701537280,Painel de Controle
DEATH_FINAL_TITLE,74209383469277184,Virou Linguiça
DEATH_LAST_CHANCE,73578787034357760,Última Chance!
DEATH_RESPAWNING_TITLE,73560258369282048,Ressurgindo
HUD_CHECKPOINT_TOAST,71718200525385728,Ponto de progresso salvo!
UI_ANNOUNCEMENT_HOST_PAUSED,74296313619931136,O anfitrião pausou o jogo
UI_ANNOUNCEMENT_LEVEL_UP,74296314148413440,Os jogadores estão escolhendo recompensas por subir de nível
UI_BOLTBURGER_CONFIGURE,71287883359576064,Configuração de Funcionários
UI_BOLTBURGER_INTERACT,71029788435800064,<color=yellow>Fuja!</color>
UI_BOLTBURGER_NAME,71029706948861952,Rebimburguer
UI_CARLTERMINAL_CLAIM_BTN_REQUIREMENTS_LOCKED,74607019393277952,Requisitos Não Atendidos
UI_CARLTERMINAL_COMPLETED,73167992798568448,Concluído
UI_CARLTERMINAL_QUESTS,73167908547584000,Missões
UI_CARLTERMINAL_UPGRADES,73167953896398848,Melhorias
UI_DAMAGE_TEXT,71027131851726848,Dano
UI_ENDSTAGE_DATA,71871687346348032,Dados
UI_ENDSTAGE_LOADOUT,71871691788115968,Equipamento
UI_ENDSTAGE_REWARDS,71871690248806400,Recompensas
UI_ENDSTAGE_STATS,71871688839520256,Estatísticas
UI_HEALTHPICKUP_NAME,71039568562872320,Posto de Vida
UI_INFOTERMINAL_INTERACT,71029517936746496,Abrir
UI_INFOTERMINAL_NAME,71029479261069312,Códice
UI_INTERACT_PIN,71029310960427008,Marcar
UI_INTERACTION_MEAT,71029281604493312,Coletar
UI_LOADOUT_EQUIPPED_NONE,70975984860389376,Nada
UI_LOADOUT_SLOT_FLAIR,71008883575873536,Brasão
UI_LOADOUT_SLOT_MELEE,71006502045868032,Corpo a Corpo
UI_LOADOUT_SLOT_PRIMARY,71006497910284288,Primária
UI_LOADOUT_SLOT_SECONDARY,71006500313620480,Secundária
UI_LOADOUT_SLOT_ULTIMATE,71006503694229504,Carne Misteriosa
UI_LOBBY_TV_NAME,71282475156889600,A Tevê
UI_LOBBY_TV_OFF,71282478541692928,<color=yellow>Desligue essa porcaria</color>
UI_LOBBY_TV_ON,71282477010771968,<color=yellow>Assista à Orientação de Funcionários</color>
UI_MEAT_PART_HEAD,71029987690405888,Cabeça
UI_MEAT_PART_LEGS,71030042077945856,Pernas
UI_MEAT_PART_TORSO,71030010549362688,Torso
UI_MEATCORE_INTERACT,71029870979702784,Comece a Colheita
UI_MEATCORE_NAME,71029824678780928,Núcleo de Carne
UI_MEATLOCKER_BACK,74561067920846848,[InputAction:UI/Cancel] Voltar
UI_MEATLOCKER_EQUIP_BTN,74561255393652736,[InputAction:UI/Submit] Equipar
UI_MEATLOCKER_INTERACT_NAME,74562836717563904,Armário de Carnes
UI_MEATLOCKER_INTERACT_PROMPT,74562840249167872,Alterar Cosméticos
UI_MEATLOCKER_ROTATE,74561363761885184,Girar
UI_MEATLOCKER_SUBTITLE,74560978846412800,// Alterar Cosméticos
UI_MEATLOCKER_TITLE,74560976120115200,Armário de Carnes
UI_MEATNAME_MISSING,71030073136766976,Carne Faltando
UI_MODESELECT_DEMOPROGRESS,73195958265962496,O Progresso da Demonstração é Transferido para o Jogo Completo
UI_OPTS_GENERAL_TAB,75389016626622464,Geral
UI_OPTS_LOC_GROUP,75400145952239616,Localização
UI_OPTS_LOCALE,75400155171319808,Idioma
UI_OPTS_LOCALE_HELP_MESSAGE,75399913063510016,Selecione o idioma de sua preferência para visualizar o texto no jogo.
UI_OPTS_LOCALE_HELP_TITLE,75399909397688320,Idioma
UI_REQUIREMENT_CURRENCY,73516433013727232,Tenha {amount} {currency}
UI_REQUIREMENT_UNLOCK_ARTIFACT,73516434381070336,Desbloqueie {Count} {Count:plural:Habilidade|Habilidades} de Artefato
UI_REQUIREMENT_UNLOCK_FLAIR,73516449342152704,Desbloqueie {Count} {Count:plural:Peça|Peças} de Brasão
UI_REQUIREMENT_UNLOCK_WEAPON,73516435505143808,Desbloqueie {Count:plural:{} Arma|{} Armas}
UI_REQUIREMENT_WEAPONRANK_ANY,73516429897359360,Faça qualquer arma subir para o ranque {rank}
UI_REQUIREMENT_WEAPONRANK_SPECIFIC,73516431621218304,Faça a arma {family} subir para o ranque {rank}
UI_RESPAWN_HUNTER_COST_FMT,71029344326115328,[RESSURGIMENTO DO TEMPORIZADOR: {CostSeconds}s]
UI_SAVEMGMT_BIRTHDAYS_HEADER,76458631045771264,Aniversários:
UI_SAVEMGMT_CAMPAIGN_PROGRESS_HEADER,76458491664855040,Progresso da Campanha:
UI_SAVEMGMT_CREATE_EMPLOYEE_BTN,76458001149390848,+ Criar Novo Funcionário
UI_SAVEMGMT_CURRENT_LOCATION_HEADER,76458409695571968,Localização Atual:
UI_SAVEMGMT_DELETE_SAVE_BTN,76458682354692096,[InputAction:UI/Revert] Excluir Salvamento
UI_SAVEMGMT_MSGBOX_CONFIRM,76459568292360192,Excluir Salvamento
UI_SAVEMGMT_MSGBOX_DELETE_SAVE_TITLE,76459424876523520,Excluir Salvamento?
UI_SAVEMGMT_SAVE_BTN_DETAIL,76457884715511808,Alterar
UI_SAVEMGMT_SAVE_BTN_TITLE,76457842160103424,Salvar Arquivo
UI_SAVEMGMT_SAVE_DETAIL_TITLE,76458374538915840,Salvar Detalhes
UI_SAVEMGMT_TITLE_BAR,76459334883536896,Carregar Salvamento
UI_SMARTMEAT_NAME,71029965485760512,Carne Inteligente
UI_TRAVEL_LOBBY,71871682891997184,Voltar para
UI_TRAVEL_PLANET,71871685479882752,Planeta seguinte
UI_REQUIREMENT_LIFETIME_MATERIALS,81909229068214272,Colete {currency}
UI_REQUIREMENT_LIFETIME_FISH,81905413581168640,Pesque {currency}
UI_REQUIREMENT_LIFETIME_CURRENCY,81905411479822336,Ganhe {currency}
UI_TUTORIALPOPUP_PAGE_FMT,86949908160962560,{Current}/{Total}
MODE_SELECT_CONTINUE_BTN_FMT,88516393607032832,Sistema {SystemNum} - {PlanetName}
UI_REQUIREMENT_STAT_NONABANDONEDRUNS_FMT,88708929729585152,Conclua {count} {count:p:expedição|expedições}
UI_RUNINFO_PLANET_FMT,89160784477675520,> PLANETA {current}/{total}: {planet}
UI_OBSERVER_PLAYER,89551157478748160,Assistindo {PlayerName}
UI_OBSERVER_NEXT_PLAYER_BINDING,89551067078914048,Assistir ao próximo jogador ([InputAction:Observer/FollowNextPlayer])
DirtbagName,84665500557934592,Toupodre
TommyTank,84665130641293312,Tommy Tanque
UI_BOLTBURGER_IGNORE_CARL,89059781141061632,Ignorar Carl
UI_BOLTBURGER_TALK_TO_CARL_DESC,84438058676510720,Converse com o Carl antes de você sair por aí passeando pela galáxia.
UI_BOLTBURGER_TALK_TO_CARL_TITLE,84438056474501120,Fale com o Gerente
UI_BUYNOWONSTEAM,78930206331494400,Compre agora no Steam
UI_CRITS_TEXT,80878169194749952,Críticos
UI_DIFFICULTY_SELECT_TITLE,81165014893846528,Selecione a Sua Dificuldade
UI_DPS_TEXT,80878240179150848,Dps
UI_ENDSTAGE_CONSUMPTION,80927668453761024,Consumo do Planeta
UI_ENDSTAGE_GATHERING_DISCLAIMER,80901562480713728,*A coleta requer as licenças corretas
UI_ENDSTAGE_MATERIAL_FISHING,80927658316128256,Fendas de Pesca
UI_ENDSTAGE_MATERIAL_MINING,80927660262285312,Nódulos de Mineração
UI_ENDSTAGE_MATERIAL_TECH,80927662330077184,Tecnologia Antiga
UI_ENDSTAGE_NO_MATS_FOUND,80901560471642112,Nenhum material detectado!
UI_ENDSTAGE_PRIME_DIRECTIVES,80927664423034880,Diretrizes Principais
UI_ENDSTAGE_SECONDARY_EVENTS,80927666520186880,Eventos Secundários
UI_GALAXYMAP_ASCENSION_OFF,78047682533253120,Ascensão: Desligada
UI_GALAXYMAP_ASCENSION_ON,78047680209608704,Ascensão: Ligada
UI_GALAXYMAP_BOSS,77085141590073344,Chefe
UI_GALAXYMAP_DIFFICULTY,77085143997603840,Dificuldade
UI_GALAXYMAP_MODE_RANDOM,76942191665078272,Modo Aleatório
UI_GALAXYMAP_MODE_TUTORIAL,76942183263887360,Tutorial
UI_GALAXYMAP_MODIFIERS,77085146208002048,Modificadores
UI_GALAXYMAP_PLANETS,77085138289156096,Planetas
UI_GALAXYMAP_RANDOM_DESC,77848170049036288,"Todos os planetas, inimigos e encontros com chefes são aleatórios."
UI_GALAXYMAP_TUTORIAL_DESC,77848167003971584,Aprenda a mecânica e os conceitos básicos do jogo na dificuldade mais fácil.
UI_GALAXYMAP_UNKNOWN_BOSS,76942179224772608,???
UI_GALAXYMAP_UNKNOWN_PLANET,76942179686146048,???
UI_GALAXYSCREEN_ASCENSION_FMT,77181756770344960,Ascensão: {rank}
UI_GALAXYSCREEN_DIFFICULTY_FMT,77181621885722624,Dificuldade: {difficulty}
UI_GALAXYSCREEN_MODIFIERS_FMT,77181851947491328,Modificadores: {count}/{max}
UI_GALAXYSELECT_DESTINATION_CURRENT,83744947004497920,Indo para Cá
UI_GALAXYSELECT_DESTINATION_SET,83744951232356352,Definir Destino
UI_GALAXYSELECT_DIFFICULTY_NONE,83722034389966848,Não Concluída
UI_GALAXYSELECT_HARDEST_LABEL,83711659535753216,Dificuldade mais Difícil Concluída:
UI_INTERACTION_LOCKED,81878672011681792,Indisponível
UI_ITEMCONTAINER_INTERACT,86195284344823808,Resgatar Recompensas
UI_ITEMCONTAINER_NAME,86195272869208064,Contêiner de Itens
UI_KILLS_TEXT,80877989049393152,Abates
UI_MARKER_FREEMEAT,78544246305447936,Carne Grátis!
UI_MATERIALS_TITLE,80900142813667328,Materiais
UI_OBSERVER_INACTIVE,89551914265407488,Pressione <color=yellow>[InputAction:Observer/FollowNextPlayer]</color> para assistir aos seus amigos que deixaram você morrer
UI_OPTS_DEBUG_TAB,78987062803361792,Depurador
