Key,Id,Portuguese (Brazil)(pt-BR)
ABL_Desc_229,28309369232809989,"Inimigos próximos se tornam Vulneráveis a Dano <#FFEB04><link=""Keyword:12"">[Elétrico]</link></color>.<br>Receba +3% de Velocidade de Movimento e +5% de Dano <#FFEB04><link=""Keyword:12"">[Elétrico]</link></color> por inimigo afetado (acumula até 5 vezes)."
ABL_Desc_230,28309369232809990,"Inimigos próximos se tornam Vulneráveis a Dano de <#FFEB04><link=""Keyword:13"">[Fogo]</link></color>.<br>Receba +3% de Velocidade de Movimento e +5% de Dano de <#FFEB04><link=""Keyword:13"">[Fogo]</link></color> por inimigo afetado (acumula até 5 vezes)."
ABL_Desc_231,28309369232809991,"Inimigos próximos se tornam Vulneráveis a Dano de <#FFEB04><link=""Keyword:15"">[Gelo]</link></color>.<br>Receba +3% de Velocidade de Movimento e +5% de Dano de <#FFEB04><link=""Keyword:15"">[Gelo]</link></color> por inimigo afetado (acumula até 5 vezes)."
ABL_Desc_232,28309369232809992,"Inimigos próximos se tornam Vulneráveis a Dano de <#FFEB04><link=""Keyword:14"">[Gosma]</link></color>.<br>Receba +3% de Velocidade de Movimento e +5% de Dano de <#FFEB04><link=""Keyword:14"">[Gosma]</link></color> por inimigo afetado (acumula até 5 vezes)."
ABL_Desc_237,28309369237004288,Teleporte para frente e ganhe Passos Aéreos.<br>Duração: 6s.
CRN_Name_48,18598135189200896,Rechonchumbo
CRN_Desc_48,18598135273086976,"Mineral de Classe 3. Um minério metálico denso, saturado de energia ancestral. Valorizado por sua capacidade de imbuir armas com força esmagadora e estabilidade incomparável."
CRN_Name_49,18598135273086977,Nóisnafita
CRN_Desc_49,18598135273086978,"Mineral de Classe 4. Um cristal vermelho que pulsa levemente sempre que você está certo, o que não acontece com a frequência que você gostaria, mas é reconfortante saber que ele te considera agradável."
CRN_Name_50,18598135273086979,Manério
CRN_Desc_50,18598135273086980,"Mineral de Classe 5. Encontrado apenas em locais úmidos e escuros, portanto, para encontrá-lo, pode ser um verdadeiro pesadelo."
CRN_Name_51,18605565012860928,Condaoríte
CRN_Desc_51,18605565046415360,"Tecnologia Antiga de Classe 3. Uma peça tecnológica incrível, mas meio confusa para quem a instala quando seu mecanismo é explicado em voz alta."
CRN_Name_52,18605565046415361,Quadrádio
CRN_Desc_52,18605565046415362,"Tecnologia Antiga de Classe 4. Uma melhoria significativa em relação à geração anterior de tecnologia, com um conector a menos."
CRN_Name_53,18605565046415363,Capacitor de Fluxo
CRN_Desc_53,18605565046415364,"Tecnologia Antiga de Classe 5. Aviso: desconecte a unidade do capacitor antes de abrir. Proteja os olhos da luz.<br><br>Capacidade de Energia: 1,21 Gigawatts"
CRN_Name_54,20415833925738496,Pestático
CRN_Name_55,20415833959292928,Xenadadeira
CRN_Name_56,20415833959292929,Quasardinha
CRN_Name_57,20415833959292930,Peixe Espacial Caroçudo
CRN_Name_58,20415833959292931,Coisa Cósmica
CRN_Name_59,20423966916075520,Megabyte
CRN_Name_60,20424460623405056,Criptotinta
CRN_Name_61,20425260586229760,Barbacânica
CRN_Name_62,20425689906798592,Robolvo
CRN_Name_63,20426157865295872,Ciber Camarão
CRN_Name_64,20426872612446208,Olhudinhoz
CRN_Name_65,20428393416744960,Naquinhos
CRN_Name_66,20428890424991744,Peixe-maromba
CRN_Name_67,20429332890509312,Lagarrostra
CRN_Name_68,20429703453073408,Rolição
CRT_Name_78,15325185188855808,Não Utilizado
GN_Interact_1,21379069768622080,É hora de pescar!
GN_Interact_3,21379069772816384,extrair Gastrotreco
GN_Interact_4,21379069772816385,Quebrar Rocha
GN_Name_6,21379069772816386,Fenda de Gosma
GN_Name_8,21379069772816388,Nódulo de Memeralda
HE_Desc_127,28316283698143232,"Exploda para causar 30 de dano <#FFEB04><link=""Keyword:5"">[Cinético]</link></color>."
HE_Desc_128,28316283702337536,"Exploda para causar 15 de dano de <#FFEB04><link=""Keyword:14"">[Gosma]</link></color>."
HE_Desc_129,28316283702337537,"Exploda para causar 30 de dano de <#FFEB04><link=""Keyword:13"">[Fogo]</link></color>."
HE_Desc_130,28316283702337538,"Explora para causar 30 de dano <#FFEB04><link=""Keyword:12"">[Elétrico]</link></color>."
HE_Desc_131,28316283702337539,"Exploda para causar 15 de dano de <#FFEB04><link=""Keyword:15"">[Gelo]</link></color>."
ITM_Attr_1,17438567620927654,{0:|+|+|+}{0:percent()}% de Velocidade de Movimento
ITM_Attr_2,17438567620927500,{0:|+|+|+}{0:percent()}% de Velocidade de Ataque
ITM_Attr_3,17438567620927497,{0:|+|+|+}{0:percent()}% de Dano Total.
ITM_Attr_4,17438567620927576,{0:+#.##;-#.##;+0} de Vida Máxima
ITM_Attr_5,17461889725358098,{0:|+|+|+}{0:percent()}% de Vida Máxima
ITM_Attr_6,17444674208784384,{0:|+|+|+}{0:percent()}% de Raio de Explosão
ITM_Attr_7,17438567620927507,{0:+#.##;-#.##;+0} de Nível de Desafio
ITM_Attr_10,17438567620927655,{0:+#.##;-#.##;+0} de Contagem de Perfuração
ITM_Attr_11,17461889725358151,Precisão de Arma x{0:0.##}
ITM_Attr_12,17438567620927681,{0:|+|+|+}{0:percent()}% de Recuperação de Dispersão
ITM_Attr_13,17438567620927666,{0:|+|+|+}{0:percent()}% de Velocidade de Recarga
ITM_Attr_14,17438567620927688,{0:|+|+|+}{0:percent()}% de Velocidade de Nado
ITM_Attr_15,17438567620927594,{0:+#.##;-#.##;+0} de Contagem de Salto
ITM_Attr_16,17444674200395776,{0:|+|+|+}{0:percent()}% de Chance de Crítico
ITM_Attr_17,17438567620927494,{0:|+|+|+}{0:percent()}% de Dano em Área
ITM_Attr_18,17461889725358097,Durabilidade da Carne da Cabeça x{0:0.##}
ITM_Attr_19,17461889725358096,{0:|+|+|+}{0:percent()}% de Durabilidade da Carne da Cabeça
ITM_Attr_20,17438567620927658,{0:|+|+|+}{0:percent()}% de Taxa de Vida do Jogador Adicional ao Ressurgir.
ITM_Attr_21,17438567620927580,{0:+#.##;-#.##;+0} Segundos até Chegada de Caçador
ITM_Attr_22,17438567620927578,{0:+#.##;-#.##;+0} de Regeneração de Vida
ITM_Attr_23,17438567620927571,{0:|+|+|+}{0:percent()}% de Altura do Salto do Solo
ITM_Attr_24,17438567620927606,{0:+#.##;-#.##;+0} de Tamanho do Pente
ITM_Attr_25,17438567612538880,{0:|+|+|+}{0:percent()}% de Recarga de Habilidade
ITM_Attr_26,17438567620927685,Furtividade
ITM_Attr_27,17438567620927511,{0:+#.##;-#.##;+0} de Ângulo de Subida
ITM_Attr_28,17461889725358137,Velocidade de Movimento x{0:0.##}
ITM_Attr_30,17438567620927662,{0:|+|+|+}{0:percent()}% de Ameaça de Inimigo Positiva
ITM_Attr_31,17438567620927680,Imunidade a Teias
ITM_Attr_32,17438567620927686,{0:|+|+|+}{0:percent()}% de Raio de Efeito da Área de Suporte
ITM_Attr_33,17438567620927573,{0:|+|+|+}{0:percent()}% de Recarga de Habilidade da Cabeça
ITM_Attr_34,17438567620927591,Munição Infinita
ITM_Attr_35,17438567620927678,{0:+#.##;-#.##;+0} de Contagem de Lacaios Pequenos
ITM_Attr_36,17438567620927687,{0:|+|+|+}{0:percent()}% de Altura do Salto de Nado
ITM_Attr_37,17438567620927516,{0:|+|+|+}{0:percent()}% de Dano Crítico
ITM_Attr_38,17438567620927498,{0:+#.##;-#.##;+0} de Alcance de Ataque
ITM_Attr_40,17438567625121797,{0:|+|+|+}{0:percent()}% de Precisão de Arma
ITM_Attr_41,17438567620927689,{0:|+|+|+}{0:percent()}% de Recarga de Habilidade do Torso
ITM_Attr_42,17438567620927553,{0} Atributo de Contagem de Jogadores
ITM_Attr_45,17438567620927683,{0:|+|+|+}{0:percent()}% de Chance Adicional de Atordoamento
ITM_Attr_46,17461889725358099,Vida Máxima x{0:0.##}
ITM_Attr_47,17438567620927602,{0:|+|+|+}{0:percent()}% de Recarga de Habilidade
ITM_Attr_49,17461889725358082,{0:|+|+|+}{0:percent()}% de Nível de Desafio
ITM_Attr_50,17438567620927509,Nível de Desafio x{0:0.##}
ITM_Attr_51,17438567620927536,{0:|+|+|+}{0:percent()}% de Dano de Acerto Direto
ITM_Attr_52,17438567620927663,{0:|+|+|+}{0:percent()}% de Chance de Ativação de Efeito
ITM_Attr_53,17438567620927535,Dano Recebido x{0:0.##}
ITM_Attr_54,17438567620927554,{0:+#.##;-#.##;+0} de Repulsão de Inimigos
ITM_Attr_55,17438567620927515,{0:|+|+|+}{0:percent()}% de Chance de Crítico Adicional
ITM_Attr_56,17438567620927664,{0:+#.##;-#.##;+0} de Contagem de Projéteis
ITM_Attr_58,17438567625121792,{0:|+|+|+}{0:percent()}% de Dano em Ponto Fraco
ITM_Attr_59,17438567620927493,{0:|+|+|+}{0:percent()}% de Velocidade de Movimento Aéreo
ITM_Attr_60,17438567620927570,Gravidade x{0:0.##}
ITM_Attr_62,17438567620927668,{0:+#.##;-#.##;+0} de Quantidade de Reparo de Nanorrobô
ITM_Attr_63,17438567620927669,{0:+#.##;-#.##;+0} de Capacidade de Reparo de Nanorrobô
ITM_Attr_72,17461889721163780,Velocidade de Ataque x{0:0.##}
ITM_Attr_75,17438567620927564,Alvo localizado!
ITM_Attr_76,17438567620927574,{0:+#.##;-#.##;+0} de Redução de Dano da Carne da Cabeça
ITM_Attr_77,17438567620927690,{0:+#.##;-#.##;+0} de Redução de Dano da Carne do Torso
ITM_Attr_78,17438567620927600,{0:+#.##;-#.##;+0} de Redução de Dano da Carne das Pernas
ITM_Attr_79,17461889725358150,Durabilidade da Carne do Torso x{0:0.##}
ITM_Attr_80,17461889725358149,{0:|+|+|+}{0:percent()}% de Durabilidade da Carne do Torso
ITM_Attr_81,17461889725358120,Durabilidade da Carne das Pernas x{0:0.##}
ITM_Attr_82,17461889725358119,{0:|+|+|+}{0:percent()}% de Durabilidade da Carne das Pernas
ITM_Attr_83,17438567620927543,{0:+#.##;-#.##;+0} de Sinalizador de Nave de Entrega
ITM_Attr_84,17461889725358085,Sinalizador de Nave de Entrega x{0:0.##}
ITM_Attr_86,17438567620927684,{0:+#.##;-#.##;+0} de Ressurgimentos Iniciais
ITM_Attr_87,17438567620927560,{0:+#.##;-#.##;+0} de Dano de Fogo
ITM_Attr_88,17461889725358094,{0:|+|+|+}{0:percent()}% de Dano de Fogo
ITM_Attr_89,17461889725358095,Dano de Fogo x{0:0.##}
ITM_Attr_90,17438567620927589,{0:+#.##;-#.##;+0} de Dano de Gelo
ITM_Attr_91,17461889725358113,{0:|+|+|+}{0:percent()}% de Dano de Gelo
ITM_Attr_92,17461889725358114,Dano de Gelo x{0:0.##}
ITM_Attr_93,17438567620927546,{0:+#.##;-#.##;+0} de Dano Elétrico
ITM_Attr_94,17461889725358088,{0:|+|+|+}{0:percent()}% de Dano Elétrico
ITM_Attr_95,17461889725358089,Dano Elétrico x{0:0.##}
ITM_Attr_96,17438567620927674,{0:+#.##;-#.##;+0} de Dano de Gosma
ITM_Attr_97,17461889725358145,{0:|+|+|+}{0:percent()}% de Dano de Gosma
ITM_Attr_98,17461889725358146,Dano de Gosma x{0:0.##}
ITM_Attr_102,17438567620927595,Altura do Salto do Solo x{0:0.##}
ITM_Attr_103,17461889725358147,Altura do Salto de Nado x{0:0.##}
ITM_Attr_104,17461889725358148,Velocidade de Nado x{0:0.##}
ITM_Attr_105,17461889716969472,Velocidade de Movimento Aéreo x{0:0.##}
ITM_Attr_107,17461889725358140,Velocidade de Recarga x{0:0.##}
ITM_Attr_108,17461889725358121,{0:|+|+|+}{0:percent()}% de Tamanho do Pente
ITM_Attr_109,17461889725358122,Tamanho do Pente x{0:0.##}
ITM_Attr_110,17438567620927579,{0:+#.##;-#.##;+0} de Dano de Acerto Imediato
ITM_Attr_111,17461889725358101,{0:|+|+|+}{0:percent()}% de Dano de Acerto Imediato
ITM_Attr_112,17461889725358102,Dano de Acerto Imediato x{0:0.##}
ITM_Attr_113,17438567620927630,{0:+#.##;-#.##;+0} de Dano Corpo a Corpo
ITM_Attr_114,17461889725358129,{0:|+|+|+}{0:percent()}% de Dano Corpo a Corpo
ITM_Attr_115,17461889725358130,Dano Corpo a Corpo x{0:0.##}
ITM_Attr_116,17438567620927667,{0:|+|+|+}{0:percent()}% de Janela de Recarga
ITM_Attr_117,17438567620927626,{0:+#.##;-#.##;+0} de Dano de Habilidade da Carne
ITM_Attr_118,17461889725358123,{0:|+|+|+}{0:percent()}% de Dano de Habilidade da Carne
ITM_Attr_119,17461889725358124,Dano de Habilidade da Carne x{0:0.##}
ITM_Attr_123,17461889725358100,Regeneração de Vida x{0:0.##}
ITM_Attr_124,17438567620927672,{0:|+|+|+}{0:percent()}% de Dano de Curto Alcance
ITM_Attr_125,17438567620927604,{0:|+|+|+}{0:percent()}% de Dano de Longo Alcance
ITM_Attr_126,17461889725358092,{0:|+|+|+}{0:percent()}% de Acumulação de Fogo
ITM_Attr_127,17461889725358111,{0:|+|+|+}{0:percent()}% de Acumulação de Gelo
ITM_Attr_128,17461889725358143,{0:|+|+|+}{0:percent()}% de Acumulação de Gosma
ITM_Attr_129,17461889725358086,{0:|+|+|+}{0:percent()}% de Acumulação Elétrica
ITM_Attr_130,17438567620927501,{0:+#.##;-#.##;+0} de Duração de Barreira
ITM_Attr_131,17461889721163781,{0:|+|+|+}{0:percent()}% de Duração de Barreira
ITM_Attr_132,17461889721163782,Duração de Barreira x{0:0.##}
ITM_Attr_133,17438567620927503,{0:+#.##;-#.##;+0} de Barreira Máxima
ITM_Attr_134,17461889721163785,{0:|+|+|+}{0:percent()}% de Barreira Máxima
ITM_Attr_135,17461889721163786,Barreira Máxima x{0:0.##}
ITM_Attr_136,17438567620927502,{0:+#.##;-#.##;+0} de Ganho de Barreira
ITM_Attr_137,17461889721163783,{0:|+|+|+}{0:percent()}% de Ganho de Barreira
ITM_Attr_138,17461889721163784,Ganho de Barreira x{0:0.##}
ITM_Attr_139,17438567620927665,{0:+#.##;-#.##;+0} de Velocidade de Projétil
ITM_Attr_140,17461889725358138,{0:|+|+|+}{0:percent()}% de Velocidade de Projétil
ITM_Attr_141,17461889725358139,Velocidade de Projétil x{0:0.##}
ITM_Attr_142,17438567620927562,Nível de Poder do Franken Grandalhão x{0:0.##}
ITM_Attr_143,17438567620927597,{0:+#.##;-#.##;+0} de Dano Cinético
ITM_Attr_144,17461889725358117,{0:|+|+|+}{0:percent()}% de Dano Cinético
ITM_Attr_145,17461889725358118,Dano Cinético x{0:0.##}
ITM_Attr_146,17461889725358115,{0:|+|+|+}{0:percent()}% de Acumulação Cinética
ITM_Attr_148,17438567620927575,{0:+#.##;-#.##;+0} de Durabilidade da Carne da Cabeça
ITM_Attr_149,17438567620927691,{0:+#.##;-#.##;+0} de Durabilidade da Carne do Torso
ITM_Attr_150,17438567620927601,{0:+#.##;-#.##;+0} de Durabilidade da Carne das Pernas
ITM_Attr_151,17438567620927651,{0:+#.##;-#.##;+0} de Dano de Lacaio
ITM_Attr_152,17461889725358131,{0:|+|+|+}{0:percent()}% de Dano de Lacaio
ITM_Attr_153,17461889725358132,Dano de Lacaio x{0:0.##}
ITM_Attr_154,17438567620927652,{0:+#.##;-#.##;+0} de Vida de Lacaio
ITM_154_HE_0,18226653686652928,Ao Causar Dano de Arma de Longo Alcance
ITM_Attr_155,17461889725358133,{0:|+|+|+}{0:percent()}% de Vida de Lacaio
ITM_Attr_156,17461889725358134,Vida de Lacaio x{0:0.##}
ITM_Attr_157,17438567620927653,{0:+#.##;-#.##;+0} de Regeneração de Vida de Lacaios
ITM_Attr_158,17461889725358135,{0:|+|+|+}{0:percent()}% de Regeneração de Vida de Lacaios
ITM_Attr_159,17461889725358136,Regeneração de Vida de Lacaios x{0:0.##}
ITM_Attr_160,17461889721163778,Dano Total x{0:0.##}
ITM_Attr_162,17438567620927506,{0:+#.##;-#.##;+0} de Contagem de Explosão
ITM_Attr_163,17438567620927557,{0:+#.##;-#.##;+0} de Raio de Explosão
ITM_Attr_164,17438567620927555,{0:|+|+|+}{0:percent()}% de Vida da Estrutura do Evento
ITM_Attr_165,17438567620927556,{0:|+|+|+}{0:percent()}% de Regeneração de Vida da Estrutura do Evento
ITM_Attr_166,17438567620927583,{0:|+|+|+}{0:percent()}% de Vida de Caçador
ITM_Attr_167,17438567620927584,{0:|+|+|+}{0:percent()}% de Regeneração de Vida de Caçador
ITM_Attr_168,17438567620927559,{0:+#.##;-#.##;+0} de Acumulação de Fogo
ITM_Attr_169,17438567620927588,{0:+#.##;-#.##;+0} de Acumulação de Gelo
ITM_Attr_170,17438567620927673,{0:+#.##;-#.##;+0} de Acumulação de Gosma
ITM_Attr_171,17438567620927545,{0:+#.##;-#.##;+0} de Acumulação Elétrica
ITM_Attr_172,17438567620927596,{0:+#.##;-#.##;+0} de Acumulação Cinética
ITM_Attr_173,17461889725358093,Acumulação de Fogo x{0:0.##}
ITM_Attr_174,17461889725358112,Acumulação de Gelo x{0:0.##}
ITM_Attr_175,17461889725358144,Acumulação de Gosma x{0:0.##}
ITM_Attr_176,17461889725358087,Acumulação Elétrica x{0:0.##}
ITM_Attr_177,17461889725358116,Acumulação Cinética x{0:0.##}
ITM_Attr_178,17438567620927629,{0:+#.##;-#.##;+0} de Contagem de Lacaios Médios
ITM_Attr_179,17438567620927599,{0:+#.##;-#.##;+0} de Contagem de Lacaios Grandes
ITM_Attr_180,17438567620927517,{0:+#.##;-#.##;+0} de Dano do Lança-granadas
ITM_Attr_181,17438567620927518,{0:+#.##;-#.##;+0} de Dano da Magnum 
ITM_Name_182,28316283744280576,Demolidor
ITM_Attr_182,17438567620927519,{0:+#.##;-#.##;+0} de Dano da Pistola
ITM_182_HE_0,18226653690847232,"15% de Chance ao Causar Dano em alvo com <#FFEB04><link=""Keyword:7"">[Cambaleamento]</link></color>"
ITM_Attr_183,17438567620927520,{0:+#.##;-#.##;+0} de Dano do Canhão de Plasma
ITM_Attr_184,17438567620927521,{0:+#.##;-#.##;+0} de Dano do Canhão Magnético
ITM_Attr_185,17438567620927522,{0:+#.##;-#.##;+0} de Dano do Fuzil
ITM_Attr_186,17438567620927523,{0:+#.##;-#.##;+0} de Dano do Lança-foguete
ITM_Attr_187,17438567620927525,{0:+#.##;-#.##;+0} de Dano da Submetralhadora
ITM_Attr_188,17438567620927524,{0:+#.##;-#.##;+0} de Dano da Espingarda
ITM_190_HE_0,18226653690847233,Ao Atingir Ponto Fraco
ITM_Name_201,28316283744280577,Dente Doce
ITM_201_HE_0,18226653690847234,20% de Chance por acúmulo ao Causar Dano Crítico
ITM_Attr_205,17438567620927633,{0:+#.##;-#.##;+0} de Dano Mínimo do Lança-granadas
ITM_Attr_206,17438567620927634,{0:+#.##;-#.##;+0} de Dano Mínimo da Magnum
ITM_Attr_207,17438567620927635,{0:+#.##;-#.##;+0} de Dano Mínimo da Pistola
ITM_Attr_208,17438567620927636,{0:+#.##;-#.##;+0} de Dano Mínimo do Canhão de Plasma
ITM_Attr_209,17438567620927637,{0:+#.##;-#.##;+0} de Dano Mínimo do Canhão Magnético
ITM_Attr_210,17438567620927638,{0:+#.##;-#.##;+0} de Dano Mínimo do Fuzil
ITM_Attr_211,17438567620927639,{0:+#.##;-#.##;+0} de Dano Mínimo do Lança-foguete
ITM_Attr_212,17438567620927641,{0:+#.##;-#.##;+0} de Dano Mínimo da Submetralhadora
ITM_Attr_213,17438567620927640,{0:+#.##;-#.##;+0} de Dano Mínimo da Espingarda
ITM_Attr_214,23917723716149248,{0:|+|+|+}{0:percent()}% de Chance de Ativação de Efeito do Fuzil
ITM_Attr_215,23919520656646144,{0:|+|+|+}{0:percent()}% de Janela de Recarga do Fuzil
ITM_Attr_216,23924263609163776,{0:+#.##;-#.##;+0} de Alcance de Ataque do Fuzil
ITM_Attr_217,24342881618616320,{0:|+|+|+}{0:percent()}% de Chance de Crítico da Submetralhadora
ITM_Attr_218,24343813848817664,{0:|+|+|+}{0:percent()}% de Dano Crítico da Submetralhadora
ITM_Attr_219,24349294600380416,{0:|+|+|+}{0:percent()}% de Janela de Recarga da Submetralhadora
ITM_Attr_220,24352080738115584,{0:+#.##;-#.##;+0} de Tamanho do Pente da Submetralhadora
ITM_Attr_221,24352957326680064,{0:+#.##;-#.##;+0} de Alcance de Ataque da Submetralhadora
ITM_Attr_222,24356365756522496,{0:|+|+|+}{0:percent()}% de Precisão de Arma da Submetralhadora
ITM_Attr_223,24358815641100288,{0:|+|+|+}{0:percent()}% de Velocidade de Ataque da Submetralhadora
ITM_Attr_224,24360965767159808,{0:|+|+|+}{0:percent()}% de Chance de Ativação de Efeito da Submetralhadora
ITM_Attr_225,24363824751566848,{0:+#.##;-#.##;+0} de Contagem de Perfuração da Submetralhadora
ITM_Attr_226,24366817207115776,{0:|+|+|+}{0:percent()}% de Dano de Curto Alcance da Submetralhadora
ITM_Attr_227,24366817202921472,{0:|+|+|+}{0:percent()}% de Dano de Longo Alcance da Submetralhadora
ITM_Attr_228,24373975965491201,{0:+#.##;-#.##;+0} de Contagem de Perfuração da Magnum
ITM_Attr_229,24373975965491202,{0:|+|+|+}{0:percent()}% de Dano de Curto Alcance da Magnum
ITM_Attr_230,24373975965491200,{0:|+|+|+}{0:percent()}% de Dano de Longo Alcance da Magnum
ITM_Attr_231,24508636511330304,{0:+#.##;-#.##;+0} de Alcance de Ataque da Magnum
ITM_Attr_232,17438567620927608,{0:+#.##;-#.##;+0} de Dano Máximo do Lança-granadas
ITM_Attr_233,17438567620927609,{0:+#.##;-#.##;+0} de Dano Máximo da Magnum
ITM_Attr_234,17438567620927610,{0:+#.##;-#.##;+0} de Dano Máximo da Pistola
ITM_Attr_235,17438567620927611,{0:+#.##;-#.##;+0} de Dano Máximo do Canhão de Plasma
ITM_Attr_236,17438567620927612,{0:+#.##;-#.##;+0} de Dano Máximo do Canhão Magnético
ITM_Attr_237,17438567620927613,{0:+#.##;-#.##;+0} de Dano Máximo do Fuzil
ITM_Attr_238,17438567620927614,{0:+#.##;-#.##;+0} de Dano Máximo do Lança-foguete
ITM_Attr_239,17438567620927616,{0:+#.##;-#.##;+0} de Dano Máximo da Submetralhadora
ITM_Attr_240,17438567620927615,{0:+#.##;-#.##;+0} de Dano Máximo da Espingarda
ITM_Attr_241,17438567620927526,{0:|+|+|+}{0:percent()} de Dano do Lança-granadas
ITM_Attr_242,17438567620927527,{0:|+|+|+}{0:percent()}% de Dano da Magnum
ITM_Attr_243,17438567620927528,{0:|+|+|+}{0:percent()}% de Dano da Pistola
ITM_Attr_244,17438567620927529,{0:|+|+|+}{0:percent()}% de Dano do Canhão de Plasma
ITM_Attr_245,17438567620927530,{0:|+|+|+}{0:percent()}% de Dano do Canhão Magnético
ITM_Attr_246,17438567620927531,{0:|+|+|+}{0:percent()}% de Dano do Fuzil
ITM_Attr_247,17438567620927532,{0:|+|+|+}{0:percent()}% de Dano do Lança-foguete
ITM_Attr_248,17438567620927534,{0:|+|+|+}{0:percent()}% de Dano da Submetralhadora
ITM_Attr_249,17438567620927533,{0:|+|+|+}{0:percent()}% de Dano da Espingarda
ITM_Attr_268,17438567620927642,{0:|+|+|+}{0:percent()}% de Dano Mínimo do Lança-granadas
ITM_Attr_269,17438567620927643,{0:|+|+|+}{0:percent()}% de Dano Mínimo da Magnum
ITM_Attr_270,17438567620927644,{0:|+|+|+}{0:percent()}% de Dano Mínimo da Pistola
ITM_Attr_271,17438567620927645,{0:|+|+|+}{0:percent()}% de Dano Mínimo do Canhão de Plasma
ITM_Attr_272,17438567620927646,{0:|+|+|+}{0:percent()}% de Dano Mínimo do Canhão Magnético
ITM_Attr_273,17438567620927647,{0:|+|+|+}{0:percent()}% de Dano Mínimo do Fuzil
ITM_Attr_274,17438567620927648,{0:|+|+|+}{0:percent()}% de Dano Mínimo do Lança-foguete
ITM_Attr_275,17438567620927650,{0:|+|+|+}{0:percent()}% de Dano Mínimo da Submetralhadora
ITM_275_HE_0,18226653690847235,15% de Chance por acúmulo ao Abater
ITM_Attr_276,17438567620927649,{0:|+|+|+}{0:percent()}% de Dano Mínimo da Espingarda
ITM_Attr_285,23628790751027204,{0:|+|+|+}{0:percent()}% de Dano de Curto Alcance do Fuzil
ITM_Attr_286,23628790751027201,{0:+#.##;-#.##;+0} de Tamanho do Pente do Fuzil
ITM_Attr_287,23628790751027202,{0:+#.##;-#.##;+0} de Contagem de Perfuração do Fuzil
ITM_Attr_288,23628790746832896,{0:|+|+|+}{0:percent()}% de Velocidade de Ataque do Fuzil
ITM_Name_289,28316283744280578,Crânio Infernal
ITM_Attr_289,23913654192693248,{0:|+|+|+}{0:percent()}% de Dano em Ponto Fraco do Fuzil
ITM_289_HE_0,18226653690847236,5% de Chance ao Causar Dano
ITM_Name_290,28316283744280579,Chapa Incendiária
ITM_290_HE_0,18226653690847237,25% de Chance por acúmulo Ao Causar Dano Corpo a Corpo
ITM_Name_291,28316283744280580,Núcleo Derretido
ITM_291_HE_0,18226653690847238,10% de Chance ao Causar Dano
ITM_Name_292,28316283744280581,Salto Viscoso
ITM_292_HE_0,18226653690847239,Ao Abater
ITM_Name_293,28316283744280582,Mucodíbula
ITM_Name_294,28316283744280583,Entranhas Pegajosas
ITM_294_HE_0,18226653690847240,25% de Chance por acúmulo ao Causar Dano Crítico com Arma
ITM_Name_295,28316283744280584,Sanduíche de Sorvete
ITM_Attr_295,17438567620927617,{0:|+|+|+}{0:percent()}% de Dano Máximo do Lança-granadas
ITM_Name_296,28316283744280585,Pico de Permafrost
ITM_Attr_296,17438567620927618,{0:|+|+|+}{0:percent()}% de Dano Máximo da Magnum
ITM_Name_297,28316283744280586,Coração Criogênico
ITM_Attr_297,17438567620927619,{0:|+|+|+}{0:percent()}% de Dano Máximo da Pistola
ITM_297_HE_0,18226653690847241,Ao Trocar de Carne
ITM_Name_298,28316283744280587,Carga Estática
ITM_Attr_298,17438567620927620,{0:|+|+|+}{0:percent()}% de Dano Máximo do Canhão de Plasma
ITM_298_HE_0,18226653690847242,15% de Chance Ao Abater
ITM_Name_299,28316283744280588,Olhar da Tempestade
ITM_Attr_299,17438567620927621,{0:|+|+|+}{0:percent()}% de Dano Máximo do Canhão Magnético
ITM_Name_300,28316283744280589,Coração de Mola
ITM_Attr_300,17438567620927622,{0:|+|+|+}{0:percent()}% de Dano Máximo do Fuzil
ITM_300_HE_0,18226653690847243,Ao Causar Dano Elétrico
ITM_Attr_301,17438567620927623,{0:|+|+|+}{0:percent()}% de Dano Máximo do Lança-foguete
ITM_Attr_302,17438567620927625,{0:|+|+|+}{0:percent()}% de Dano Máximo da Submetralhadora
ITM_Name_303,28316283744280590,Carne Divina
ITM_Attr_303,17438567620927624,{0:|+|+|+}{0:percent()}% de Dano Máximo da Espingarda
ITM_303_HE_0,18226653690847244,Ao Causar Dano
ITM_Attr_304,17438567620927586,{0:+#.##;-#.##;+0} de Atraso Primário de Caçador
ITM_Attr_305,17461889725358109,{0:|+|+|+}{0:percent()}% de Atraso Primário de Caçador
ITM_Attr_306,17438567620927587,{0:+#.##;-#.##;+0} de Atraso Secundário de Caçador
ITM_Name_307,28316283744280591,Explosão de Colmeia
ITM_307_HE_0,18226653690847245,10% de Chance Ao Abater
ITM_Attr_309,17438567620927581,{0:+#.##;-#.##;+0} de Velocidade de Ataque de Caçador
ITM_Attr_310,17461889725358103,{0:|+|+|+}{0:percent()}% de Velocidade de Ataque de Caçador
ITM_Attr_311,17461889725358104,Velocidade de Ataque de Caçador x{0:0.##}
ITM_Attr_312,17438567620927582,{0:+#.##;-#.##;+0} de Dano de Caçador
ITM_Attr_313,17461889725358105,{0:|+|+|+}{0:percent()}% de Dano de Caçador
ITM_Attr_314,17461889725358106,Dano de Caçador x{0:0.##}
