Key,Id,Spanish(es)
ITM_Attr_436,25748331937390593,{0:|+|+|+}{0:percent()} % de radio de explosión del cañón de riel.
ITM_Attr_437,26114264799371264,{0:+#.##;-#.##;+0} Salud del cazador
ITM_Attr_438,26114264803565568,Salud del cazador x{0:0.##}
ITM_Attr_439,26122126309187584,{0:+#.##;-#.##;+0} Regeneración de salud del cazador
ITM_Attr_440,26122126313381888,Regeneración de salud del cazador x{0:0.##}
ITM_Name_567,28316283748474880,Cráneo de zarzas
ITM_Name_568,28316283748474881,Camarones a la parmesana
ITM_Name_596,28316283748474882,Elote sobre mero
ITM_596_HE_0,18226653695041537,Al cambiar de arma
ITM_Name_601,28316283748474883,Nieve blandita
ITM_601_HE_0,18226653695041538,"15 % de probabilidad al eliminar con un arma a un objetivo <#FFEB04><link=""Keyword:3"">[Enfriado]</link></color>"
ITM_626_HE_0,18935442668773376,50 % de probabilidad al eliminar
ITM_627_HE_0,18935442672967680,75 % de probabilidad al eliminar
ITM_629_HE_0,18935442672967681,15 % de probabilidad al eliminar por Cuerpo a cuerpo
ITM_630_HE_0,18935442672967682,20 % de probabilidad al eliminar por Cuerpo a cuerpo
ITM_631_HE_0,18935442672967683,25 % de probabilidad al eliminar por Cuerpo a cuerpo
ITM_Name_632,28316283748474884,Cazador I
ITM_632_HE_0,18935442672967684,Al eliminar con un arma a distancia
ITM_Name_636,28316283748474885,Cazador II
ITM_Name_637,28316283748474886,Cazador III
ITM_Name_659,14836559116476416,Agarre de cazador enfurecido
MEH_Name_65,15651248710606848,Cabeza de cabeza dura
PE_Desc_89,15325185385988096,¡¡Bloquea las vigas del tractor!!
PE_Desc_98,16371853938163712,Bajo la montaña
PE_Desc_99,18285212149252096,Caverna infestada
PE_Desc_101,21033271765532672,Apaga la corriente.
PF_Name_45,18853199392792576,Entrenador de vida Dan
VO_Transcript_111,18769949506699264,¡Proceso de cocina exitoso! Extracción iniciada.
VO_Transcript_112,26304660661854208,"Este planeta tiene un gran núcleo de carne. Nos ayudará a llegar a nuestro destino.<br>El problema es que está oculto, así que ya sabes, mantén los ojos abiertos."
VO_Transcript_113,28287482192715776,"Ah sí, este lugar todavía me pone los pelos de punta. Mantén la calma, Blandito. Vamos a buscar ese traje."
VO_Transcript_114,28287482192715777,"Ah, recuerdo a esta vieja amiga. Una de nuestras fábricas de robots de largo alcance.<br>Aunque ya venció su garantía. Probablemente se necesite extraer su averiado corazón."
VO_Transcript_115,28287482192715778,"Cuando salga el grandulón, encárgate de él, Blandito."
VO_Transcript_116,26565547768344576,"¡Ay, nooo, aaa, eeee, nnnn!... Lo siento, eh, ¡lo estás haciendo bien!"
VO_Transcript_117,26565547806093312,"¡Es tu oportunidad, inmovilízalo!"
VO_Transcript_118,26565547806093313,"Oye, niño, céntrate en el árbitro. ¡Es un tramposo!"
VO_Transcript_119,26565547806093314,"¡Sí, niño! Lo tienes contra las cuerdas, ¡sigue! ¡Bing, bang, bang!"
WPN_57_HE_0,28316283836555264,Al golpear
153cc3f8cf1f4d0888816bf658a8632c_100_0,18288937009971200,Pez derrotado
4115cee4e56045ee915c6d12fc8f28bf_57_0,25819545806340097,Encuentra la reunión de limos
43299c14b63f49d78c190b2a798a27a6_98_0,16371853938163714,Entra en la cueva cercana.
455efe9b97694027bc0a679531a30729_79_0,28265088556195840,Encuentra la estación de salud.
45c41fc4a38742fdb704cb4e69bcd9da_79_0,28263989174591488,Usa la estación para recuperar salud.
4ddcdfd50d0e47f08fd6bc7f5f1bb469_89_0,15325185385988097,Vigas bloqueadas
58f4d3f77dd547dc8169638a7b3e062e_8_0,25819545705676800,Encuentra la Cosechadora averiada.
736627e655094cfa8f25340937a2d4ff_64_0,25819545806340099,Encuentra el corazón de Calipso.
7dd5734af14447428441a4afa3b05ccf_54_0,15335522801844224,mantener
86379083fd29463498e7361acdd157e4_101_0,20866619597946882,Destruye la válvula.
8d27d8bb3bee42c2942be3baf1859045_101_0,20866619602141184,Cerebro alienígena destruido
9e417b53bbd949a386d2591e402d5f07_101_0,20866619597946881,Limpia las bombas.
a1908cc5be6d465790e029e3f2e73d0d_98_0,16371853938163713,Entrada a la cueva
a95b5d889fb84d7ba700d8975dc1d8a1_43_0,26214435956711424,Huevos peligrosos
e7d14953a4ce4343b8ec0afd82159bfc_101_0,20864094534664192,Limpia la turbina.
fcf9f2b3388a439ebd895d5441e1652f_101_0,20866619597946883,Elimina la corrupción.
144401ad86fc4e17a5b485773aed3c37_92_0,31181757266366471,Acércate al hueco.
144401ad86fc4e17a5b485773aed3c37_97_0,31181757266366472,¡Usa [InputAction:Gameplay/CharacterMovement] para moverte a la baliza!
29b4771bd209406eb232367ab4aef6ea_90_0,31181757266366465,Los nodos de defensa de la Cosechadora aterrizaron
2b68a27692834455b2862225321d85bf_84_0,28606152955428864,Rueditas derrotadas
36cd18992f274b02a91cd6c0e992f1f4_101_0,31321804916948992,Ubicación del drenaje
83339c61496448f3ab8a9f00787f30bd_73_0,28635447101943808,Extrayendo el núcleo de carne...
a169f4140ad1400281c0f9cbb7a7c6cf_97_0,31181757266366473,¡Usa [InputAction:Gameplay/Jump] para saltar el acantilado!
de34733aa21446248815db4a898e8278_104_0,31957267828957185,Chefs rescatados
ff4f7bf8a6c14791a0d538b070a535d6_90_0,31181757266366468,Protege los nodos de la Cosechadora.
STG_1_e58baca8b4594c5c8b9ee8eb81f7ecb2,30928171548270592,"¡Aaah, auch! Te atraparon los cazadores, ¿verdad?<br>Bueno, pensé que verías los carteles de advertencia que dejé."
STG_2_e58baca8b4594c5c8b9ee8eb81f7ecb2,31228502341574656,"Bueno, tengo algo que te ayudará con esos mocosos estelares.<br>Esas sucios mocosos espaciales. Ven a hablar conmigo."
DF_Name_0,29025126539321344,Medio
DF_Desc_0,29025126547709952,"<b>Nivel máximo de enemigos: 1</b><br><br>Nivel de desafío:<br><b><color=#FFC700>reducido (-40 %)</color></b><br><br><b><color=#00D6D2>Aparecen enemigos más débiles</color></b> en lugar de más fuertes.<br><br>Las estructuras, los jefes y los cazadores de evento tienen <b><color=#00D6D2>menos salud.</color></b><br><br>Salud reducida de los enemigos <b><color=#FFC700>(-25%)</color></b><br><br><b>Recursos de bajo nivel</b>"
DF_Name_1,29025126547709953,Picante
DF_Desc_1,29025126547709954,<b>Nivel máximo de enemigos: 2</b><br><br>Nivel de desafío:<br><b><color=#FFC700>Estándar</color></b><br><br>Gana +40 % de Glizzy y REP<br><br>Recursos hasta el <b>Nivel 3</b>
DF_Name_2,29025126547709955,Ardiente
DF_Desc_2,29025126547709956,"<b>Nivel máximo de enemigos: 3</b><br><br>Nivel de desafío:<br><b><color=#FFC700>alto (+40 %)</color></b><br><br><b><color=#00D6D2>Aparecen enemigos más fuertes</color></b> en lugar de los débiles.<br><br>Las estructuras, los jefes y los cazadores de evento tienen <b><color=#00D6D2>más salud.</color></b><br><br>Obten +60 % de Glizzy y REP<br>Recursos de hasta <b>nivel 4</b>"
DF_Name_3,29025126547709957,Pesadilla
DF_Desc_3,29025126547709958,"<b>Nivel máximo de enemigos: 3</b><br><br>Nivel de desafío:<br><b><color=#FFC700>alto (+100%)</color></b><br><br>Las estructuras, los jefes y los cazadores de evento tienen <b><color=#00D6D2>niveles masivos de salud.</color></b><br><br>Obten +100 % de Glizzy y REP<br><br>Recursos de hasta <b>nivel 5</b>"
ITM_Attr_441,28553671907450880,Intervalo de aparición x {0:0.##}
ITM_Attr_442,28711131483725824,{0:+#.##;-#.##;+0} Probabilidad de un crítico cuerpo a cuerpo.
ITM_Attr_443,28711131492114432,{0:|+|+|+}{0:percent()} % de probabilidad de un crítico cuerpo a cuerpo.
ITM_Attr_444,28711131492114433,Probabilidad de un crítico cuerpo a cuerpo x {0:0.##}
ITM_Attr_445,28711131492114434,{0:+#.##;-#.##;+0} Daño crítico cuerpo a cuerpo
ITM_Attr_446,28711131492114435,{0:|+|+|+}{0:percent()} % de daño crítico cuerpo a cuerpo.
ITM_Attr_447,28711131492114436,Daño crítico cuerpo a cuerpo x {0:0.##}
ITM_Attr_448,28711131492114437,{0:+#.##;-#.##;+0} Distancia del empuje
ITM_Attr_449,28711131492114439,{0:|+|+|+}{0:percent()} % de distancia del empuje
ITM_Attr_450,28711131492114441,Distancia del empuje x {0:0.##}
ITM_Attr_451,28711131492114438,{0:+#.##;-#.##;+0} Distancia del empuje cuerpo a cuerpo
ITM_Attr_452,28711131492114440,{0:|+|+|+}{0:percent()} % de distancia del empuje cuerpo a cuerpo.
ITM_Attr_453,28711131492114442,Distancia del empuje cuerpo a cuerpo x {0:0.##}
ITM_Attr_454,28958566212935680,Salud del jefe x {0:0.##}
ITM_Attr_455,31508239826001920,Densidad del enemigo x {0:0.##}
ITM_Attr_456,32668876866297856,{0:|+|+|+}{0:percent()} % de salud de la estructura del evento amistoso.
ITM_Attr_457,32668876891463680,{0:|+|+|+}{0:percent()} % de regeneración de salud de la estructura del evento amistoso.
ITM_Attr_458,32672250860904448,Salud de la estructura de eventos del jugador x{0:0.##}
MEH_Name_72,31000223307259904,Jefe de operaciones de Quack
MET_Name_194,31000223311454208,Torso flotador de operaciones de Quack
PE_Desc_90,31181757232812032,Primera cosecha
PE_Desc_91,31181757266366470,Aplasta algunos insectos.
PE_Desc_104,31957267828957184,¡Salva a Bernie!
SS_Name_7,31684905095127040,Aleatorio
VO_Transcript_81,28687422266007552,"Mira cómo mueven sus piernitas, me encanta."
14b550cb62de4d47aa26571d5ec081a4_73_0,35944490127581184,Escapa del planeta.
1698bcf073164975b50d0c057e9e9434_40_0,35944490102415360,Siguiente ola
1d47360bac994027a98c29d45df2a55b_69_0,36342413208686592,Nodos de la fábrica destruidos
29488c16d198412883a2a51596acc2bb_88_0,34098342817202177,Altas luciérnagas derrotadas
47d22a0a9d04426a939f3ea0864b5205_88_0,34098342817202176,Cristal protector destruido
79546cc3d5574f48bfeae8542285b2be_101_0,35236879184723968,Válvula
7c767509160b47d09ee5fd3037cd6303_60_0,38122210821771264,Riñón de Calipso destruido
95793848bf4b4be5a284252b6e26a2cc_105_0,32983460336140288,Unidades clonadoras destruidas
bae246cb718c4be1ae01bf6826b33960_64_0,28599495512850432,Corazón de Calipso destruido
bd02e00fea674e84a16b0fc4d3a7c330_90_0,35944490152747008,Defiende la Cosechadora.
STG_3_253905826c564fb2a5270da3f6110546,33060789416878080,"Escucha, Blandito. Cuando digo que la Ciencia de la Carne fue algo importante, jeje.<br>Bueno, ¡no estoy siendo modesto!"
STG_4_253905826c564fb2a5270da3f6110546,33061804547497984,La galaxia tenía demasiada gente.<br>No hay suficiente comida para todos.
STG_5_253905826c564fb2a5270da3f6110546,33061804547497985,"¡Hasta que indagué y cambié el paradigma, ¿no lo sabías?"
STG_6_253905826c564fb2a5270da3f6110546,33061804547497986,A todos les encantaban las carnes de Rangus.<br>Así todos tuvimos nuestro felices para siempre...
STG_7_253905826c564fb2a5270da3f6110546,33120374009880576,"¡Oye, oye! Espera un momento.<br>Aquí dice que cumples un año..."
STG_8_253905826c564fb2a5270da3f6110546,33128087053918208,¿Quién? ¡Guau! ¡Oye! Se supone que debes avisarme cuando<br>llegue uno nuevo. ¡Vamos!  
STG_9_253905826c564fb2a5270da3f6110546,33128087058112512,"De todos modos, me encantaría presentarte como es debido.<br>¡Aunque ya vas tarde a tu primer día!"
STG_10_253905826c564fb2a5270da3f6110546,33128087058112513,"¡Vamos, criaturita! ¡Date prisa!<br>¡Córrele, vamos!"
STG_11_253905826c564fb2a5270da3f6110546,33136475515117568,"¡Feliz cumpleaños, criaturita!"
STG_12_2d920e29bd4e4060912784dfdac2cbca,34174556175327238,¿Otro cumpleaños? ¡Yippie doo skidoo!
STG_12_2e38b79c84684f2aa45587b4fe0c0bd5,34174556175327237,"Uh, ¡feliz cumpleaños, peque!"
STG_12_3a27ffa6fa314a5c8625d27093931a96,34174556175327234,"¡Feliz cumpleaños, Blandito!"
STG_12_3eb827e2e6064632b425c10921cbf907,34174556175327236,¿Qué es ese sonido? Es un feliz cumpleaños.
STG_12_4702726866014a76a515f75fffdd6c18,34174556175327232,"Ahí está, mi criaturita favorita."
STG_12_887c915b3fc54337b9f436b5bc95e7a6,34174556175327239,"¿Tenemos otro cumpleaños? ¡Ah, así es!"
STG_12_b5bdbdcabfc047a0b78d868a88bb74be,34174556175327235,¡Feliz cumpleaños otra vez!
STG_12_b737dec367b64b198466cda5b7c3d659,34174556175327233,"¡Ay, ese cumpleaños sonó especialmente Blandito! "
STG_12_b9065185d40f4e6ab964735d41f28db9,34174556175327240,"¡Y otro feliz cumpleaños para ti, peque!"
STG_12_c76a5df566ac4228826d26e700509ad3,34174556175327241,"¡Cumpleaños, cumpleaños, feliz, feliz cumpleaños!"
STG_12_f1feac12173c43cbbb43b1e0a664f946,34174556175327242,¿Adivina qué? ¡Feliz cumpleaños!
STG_13_253905826c564fb2a5270da3f6110546,33139387419058176,"¡Increíble, Blandito!<br>¡Regresaste con vida! ¡No lo puedo creer!"
STG_14_e58baca8b4594c5c8b9ee8eb81f7ecb2,33297722948706304,"Me siento mal, ¿sabes? Pensé que morirías<br>junto con tus amigos, tus frijoles y ellos..."
STG_15_e58baca8b4594c5c8b9ee8eb81f7ecb2,33297722961289216,"Pero adivina qué, esto aún no termina. ¡Por fin encontramos el pueblo de Tangus!"
STG_16_e58baca8b4594c5c8b9ee8eb81f7ecb2,33297722961289217,"Vamos a burbujear y hervir el combustible Franken en ese sistema.<br>¡Ah, será una carnita asada!"
STG_17_e58baca8b4594c5c8b9ee8eb81f7ecb2,33300395982839808,"Oh, ¿aún llevas contigo esa pistolita?<br>Tengo algo mejor para ti, ¿por qué no vienes a charlar?"
STG_18_e58baca8b4594c5c8b9ee8eb81f7ecb2,33301769751617536,"Oh, me duele mucho admitirlo... el cuerpo de carne inteligente no puede con todo."
STG_19_e58baca8b4594c5c8b9ee8eb81f7ecb2,33301769755811840,A veces se necesita un poco más de ayuda. Ven a hablar conmigo.
STG_20_e58baca8b4594c5c8b9ee8eb81f7ecb2,33308298840104960,"Oye. Hola, hola, Blandito. Estoy preparando algo muy peculiar.<br>¿Por qué no vienes a hablar conmigo?"
STG_21_3b2f530890de4c1cb5f931eaf857b3c5,36007377365884930,"¡Hola, Blandito!"
STG_21_3c049bef12bf41418d16ee6b37dc86f6,36007377365884928,"¡Hola, Blandito! ¡Tengo algo para tiii!"
STG_21_6f18a989231f4fafad627eb8654dae19,36007377365884933,¡Blandito!
STG_21_8e4b1695c1e547178866cd55a320e8cd,36007377365884931,"¡Hola, Blandito! Tengo algo increíble."
STG_21_abd986d8f7154c44bd5d7cd3627ec641,36007377365884934,"¡Oye, cuate! Tengo algo para ti, ven a hablar conmigo."
STG_21_c46b1dc527f447dc88e9cc8683e8f626,36007377365884929,"Ahh, estoy preparando algo dulce. ¡Ven a hablar conmigo, Blandito!"
STG_21_d3774b96d6264c68a5b66ebff7ede9f4,36007377365884932,"Ven aquí, Blandito, preparé algo nuevo."
STG_22_e58baca8b4594c5c8b9ee8eb81f7ecb2,33311167362359296,"Ahora bien, las armas son una preferencia personal. Cada uno hace lo que quiere.<br>Aquí no hay decisiones equivocadas."
STG_23_e58baca8b4594c5c8b9ee8eb81f7ecb2,33312404489101312,"Blandito, tenemos que hablar de tu estilo. ¡Te encanta expresarte!, ¿verdad?"
STG_24_e58baca8b4594c5c8b9ee8eb81f7ecb2,33312404489101313,Pues dirígete a la nueva Terminal de estilo.<br>Quiero verte deslumbrante como un diamante.
STG_25_e58baca8b4594c5c8b9ee8eb81f7ecb2,33315184792559616,"Ah, me duele tanto admitirlo, pero el cuerpo de carne no puede con todo."
STG_26_e58baca8b4594c5c8b9ee8eb81f7ecb2,33315184792559617,"¡Ven a ver esta nueva terminal y libera TODO tu potencial, je, je!"
STG_27_253905826c564fb2a5270da3f6110546,33318258437251072,"Oye, Blandito, ¿por qué andas tintineando con tanta cháchara en los bolsillos?"
STG_28_253905826c564fb2a5270da3f6110546,33318258441445376,"Ve a hablar con el Comerciante Mike, y haz algo de provecho, ¿ok?"
STG_29_253905826c564fb2a5270da3f6110546,33318258441445377,"Básicamente es una calculadora humana. Aunque, bueno, no una humana. Parece más bien una máquina... ¿Sabes?"
STG_30_e58baca8b4594c5c8b9ee8eb81f7ecb2,33323369637076992,"¡Ahora sí que estamos hablando! Con este detector de cazadores,<br>verás un pequeño medidor de amenazas en la parte superior de tu visor."
STG_31_e58baca8b4594c5c8b9ee8eb81f7ecb2,33323369641271296,"Si el dial apunta hacia la izquierda, significa que los cazadores no tienen ni idea de lo que estás haciendo."
STG_32_e58baca8b4594c5c8b9ee8eb81f7ecb2,33323369641271297,"Por lo que podrás relajarte e ir a tu ritmo.<br>Pero, si empieza a moverse hacia el lado derecho..."
STG_33_e58baca8b4594c5c8b9ee8eb81f7ecb2,33323369641271298,"... mejor cuidate las espaldas. Los cazadores olieron tu hedor especial.<br>No pierdas de vista el medidor y no pierdas demasiado tiempo.<br>Bueno, mucha suerte, Blandito."
STG_34_e58baca8b4594c5c8b9ee8eb81f7ecb2,33332958667464704,"¡Por fin atrapamos a uno! ¡Ja, ja, ja, ja!"
STG_36_e58baca8b4594c5c8b9ee8eb81f7ecb2,33334462321254401,"ADEMÁS DE útil, delicioso... ¡Ah! ¡Sin duda alguna, obra de Carl!"
STG_37_e58baca8b4594c5c8b9ee8eb81f7ecb2,33334462321254402,Carl Rangus... Debiste quedarte en el exilio.
STG_38_e58baca8b4594c5c8b9ee8eb81f7ecb2,33334462321254403,¡Cazadores! ¡Persíganlo!
STG_39_e58baca8b4594c5c8b9ee8eb81f7ecb2,33356874173636608,"Ah, esto es justo lo que necesitamos para empezar a arreglar lo descompuesto."
STG_40_e58baca8b4594c5c8b9ee8eb81f7ecb2,33356874182025216,¡Ese grandulón tiene suficiente combustible para llevarnos hasta la mitad de la galaxia!
STG_41_e58baca8b4594c5c8b9ee8eb81f7ecb2,33356874182025217,¡Rangus!
STG_42_e58baca8b4594c5c8b9ee8eb81f7ecb2,33356874182025218,"Ajá, sí, eso también está bien."
STG_43_e58baca8b4594c5c8b9ee8eb81f7ecb2,33356874182025219,"¡Ay, no, Blandito, salgámos de aquí!"
STG_44_e58baca8b4594c5c8b9ee8eb81f7ecb2,33356874182025220,¡Ah! ¡Cállate!
STG_45_e58baca8b4594c5c8b9ee8eb81f7ecb2,33356874182025221,"Hola, Roxie, ¡¿nos vamos o qué?!"
STG_46_e58baca8b4594c5c8b9ee8eb81f7ecb2,33356874182025222,"Tenías que seguir insistiendo, ¿no es así, Carl?"
STG_47_e58baca8b4594c5c8b9ee8eb81f7ecb2,33356874182025223,"Carga de combustible en curso. Espera, por favor."
STG_48_e58baca8b4594c5c8b9ee8eb81f7ecb2,33356874182025224,"¡La galaxia sabe que no se puede confiar en ti, Carl! También tú lo sabes."
STG_49_e58baca8b4594c5c8b9ee8eb81f7ecb2,33356874182025225,Carga completa. Preparándose para acelerar.
STG_50_e58baca8b4594c5c8b9ee8eb81f7ecb2,33356874182025226,Motores de desplazamiento activados.
STG_51_e58baca8b4594c5c8b9ee8eb81f7ecb2,33360178878341120,"No podrás escapar de la justicia otra vez, Carl Rangus. Debemos detenerte a ti y a tu carne inteligente."
STG_52_e58baca8b4594c5c8b9ee8eb81f7ecb2,33356874182025227,Los habitantes de los planetas cercanos ahora pueden vivir sin temor a que esta criatura los devore.
STG_54_e58baca8b4594c5c8b9ee8eb81f7ecb2,33356874182025228,"Roxie, ¡¿qué tal está la carne nueva?!"
STG_55_3216418ba9ee4b068876b913bb3ccef2,35503730513141760,¿Te acuerdas de ese núcleo de carne que me preparaste tan sabroso?<br>Lo vamos a usar para atraer a esa pequeña criatura que vive en ese planeta.
STG_56_9850ab8dd16e4c88acd86a61b4b87604,35512353628872704,"Lo has hecho muy bien hasta ahora, pero aún no estás listo."
STG_57_3216418ba9ee4b068876b913bb3ccef2,35521168852115456,Los núcleos de carne no solo sirven para combustible.
STG_57_6eb5f1d5deb847879968ff2fe668935b,35521168860504064,¡Tomaremos el último y lo cocinaremos de maravilla!
STG_58_275bd943a66748588ee27da032c5f150,35543002125426689,"A ese grandulón le va a gustar cómo sabe, te lo garantizo."
STG_58_3216418ba9ee4b068876b913bb3ccef2,35543002125426688,"Vaya, puedo olerlo desde aquí arriba. Buen trabajo, Blandito."
STG_59_9850ab8dd16e4c88acd86a61b4b87604,35549441904599040,"Bien, aquí es donde igualaremos un poco las cosas."
STG_60_9850ab8dd16e4c88acd86a61b4b87604,35549441912987648,"Sin el jocho bebible energizando el otro equipo, puede que tengas una verdadera oportunidad de ganar el gran partido."
STG_61_3216418ba9ee4b068876b913bb3ccef2,35602782823112704,"Es hora de que bajes, Blandito. ¡Tenemos mucho que hacer!"
STG_62_3216418ba9ee4b068876b913bb3ccef2,35605031553064960,"Ah, ese gran núcleo de carne es justo lo que me recetó el doctor.<br>No te preocupes, todo tendrá sentido muy pronto. Oh, sí."
STG_63_3216418ba9ee4b068876b913bb3ccef2,35606803042525184,"Mientras esa nave siga dando vueltas, no iremos a ningún lado, Blandito.<br>Así que date prisa y vamos dejar todo muy limpio."
STG_64_3216418ba9ee4b068876b913bb3ccef2,35607727056084992,"¡Uf! Bueno, esa vieja nave destartalada ya no será un problema, Blandito."
STG_65_3216418ba9ee4b068876b913bb3ccef2,35935343428493312,"Bueno, Blandito, mientras te encargas de eso, yo atenderé mis asuntos."
STG_66_9850ab8dd16e4c88acd86a61b4b87604,35935343436881920,"De acuerdo, muchacho, nos vemos en el Monte Dangus para iniciar el verdadero entrenamiento."
STG_67_97cd5e01156b401fb6af882b1854b014,37636387732709376,"Oye, Blandito, en verdad aprecio lo que hiciste..."
STG_68_97cd5e01156b401fb6af882b1854b014,37638091802927104,"... sin embargo, surgió un pequeño problema: ¡parece que aún no formas parte oficialmente del equipo!"
STG_69_97cd5e01156b401fb6af882b1854b014,37638091807121408,"Bueno, ¿por qué no te encargas del papeleo y regresas después? ¡Tienes que volver al campo!"
STG_71_e58baca8b4594c5c8b9ee8eb81f7ecb2,37759772638830592,[Sonidos de masticación].
STG_72_a644546f9bb14ed1bab969e3c0e91ae8,37759772638830593,Creo que noto el sabor...
STG_73_782afe4905044999baa6ba80ab59e5c3,37759772638830594,... ¡Carl!
CRN_Name_69,34136910996692992,Muestra alienígena
CRN_Desc_69,34136911030247424,Yo no lo tocaría si fuera tú...
CRN_Name_70,34136911030247425,Baratija alienígena
CRN_Desc_70,34146163425796096,"Un pequeño dispositivo de contención extraterrestre que contiene algo que parece estar vivo, pero también hostil, así que no te sientas mal por ello."
GN_Name_12,37815043876708352,Nodo de choncoro
GN_Name_13,37815043897679872,Nodo de amirita
GN_Name_14,37815043897679873,Nodo de dankonita
ITM_Attr_461,35944488173035523,{0:+#.##;-#.##;+0} Regeneración de salud de la estructura de eventos del jugador.
ITM_Attr_462,35944488173035521,{0:|+|+|+}{0:percent()} % de reunión créditos de nodo por tarjeta
ITM_Attr_463,35944488173035522,Reunión créditos de nodo por tarjeta x{0:0.##}
ITM_Attr_464,35944488173035524,{0:|+|+|+}{0:percent()} % de recompensa de Rangus y jochos
ITM_Attr_465,35944488173035525,Recompensa de Rangus y jochos x{0:0.##}
ITM_Attr_466,35944488168841216,Salud de la estructura de eventos del enemigo x{0:0.##}
ITM_Attr_467,35944488173035520,Regeneración de salud de la estructura de eventos del enemigo x{0:0.##}
ITM_Attr_468,36192743306592256,{0:+#.##;-#.##;+0} Bandera de movimiento limitado del enemigo
LSB_0,33717200404602880,Compilación de variantes más oscuros [ 2 / 4096 ]
LSB_1,33717200408797184,"Lo siento, estaba en el baño..."
LSB_2,33717200408797185,"Buen trabajo, todos..."
LSB_3,33717200408797186,Los hexágonos siguen siendo los mejores...
LSB_4,33717200408797187,Tan borroso...
LSB_5,33717200408797188,"¡Bum, bebé!"
LSB_6,33717200408797189,Un placer conocerte...
LSB_7,33717200408797190,"No existe el yo en el equipo, pero hay carne..."
LSB_8,33717200408797191,Eres lo que comes...
LSB_9,33717200408797192,Este juego es genial...
LSB_10,33717200408797193,"Rocky, ¡ve a cosechar!"
LSB_11,33717200408797194,Trabajar con la carne es de ensueño...
LSB_12,33717200408797195,"Te damos la bienvenida a Swapmeat, te quiero..."
LSB_13,33717200408797196,¡Hacia el caos de carne!
LSB_14,33717200408797197,Una vez más a la carne...
LSB_15,33717200408797198,El mundo te abastece de combustible...
LSB_16,33717200408797199,Soy una paleta de carne...
LSB_17,33717200408797200,Ven por un poco...
LSB_18,33717200408797201,¿Quieres cambiar carne o qué...?
LSB_19,33717200408797202,También tenemos las carnes...
LSB_20,33717200408797203,Cambia tu carne con los enemigos que derrotes...
LSB_21,33717200408797204,¡El devorador de jochos tiene lo que los mutantes desean!
LSB_22,33717200408797205,Mejorando los gráficos...
LSB_23,33717200408797206,"Nos vemos, chico de carne espacial..."
LSB_24,33717200408797207,Entrada de dopamina...
LSB_25,33717200408797208,"¡Yipi kai yei, hijos de la carne!"
LSB_26,33717200408797209,"Deberíamos poner aquí algunos consejos sobre el juego, ¿o mejor no...?"
LSB_27,33717200408797210,"Todo está tan claro, ¡y sé exactamente adónde ir!"
LSB_28,33717200408797211,Es un día precioso para quedarse en casa...
LSB_29,33717200408797212,Agarra fuerte tus mejillas carnosas...
LSB_30,33717200408797213,Aquí viene el contenido...
LSB_31,33717200408797214,"Intercambia carnes, obtén poderes, increíble..."
LSB_32,33717200408797215,"Tu carne es muy importante para nosotros, espera..."
LSB_33,33717200408797216,"Me ven cargando, esperamos..."
LSB_34,33717200408797217,Es un poco salvaje y un poco extraño...
LSB_35,33717200408797218,Carne perfecta activada...
LSB_36,33717200408797219,Veamos lo que tienes...
LSB_37,33717200408797220,Regresaremos después de estos mensajes...
LSB_38,33717200408797221,Me gustan las tortugas...
LSB_39,33717200408797222,Que comience el juego...
LSB_40,33717200408797223,"De planeta en planeta, con el poder del aluminio..."
LSB_41,33717200408797224,"Rangus tiene las carnes, nosotros los bailes..."
LSB_42,33717200408797225,Hay carne de nuevo en el menú...
LSB_43,33717200408797226,Ningún filete se libra de nosotros...
LSB_44,33717200408797227,"Oh, vaya, ahora sí estamos cocinando..."
LSB_45,33717200408797228,Espera un poco y escucha...
LSB_46,33717200408797229,Tenemos que hablar de tu estilo...
LSB_47,33717200408797230,"Soy un pequeño saco de carne, bajito y robusto..."
LSB_48,33717200408797231,Sean excelentes los unos con los otros...
LSB_49,33717200408797232,"Rangus, ¡está en la carne!"
LSB_50,33717200408797233,"Como te decía, empecé a disparar..."
LSB_51,33717200408797234,Mi leche de rata atrae a todas las ratas al patio...
LSB_52,33717200408797235,Mensaje para tu nave nodriza...
LSB_53,33717200408797236,"A divertirse, amigos..."
LSB_54,33717200408797237,Llegando con fuerza...
LSB_55,33717200408797238,Llamando al Dr. Risa Ciruelas por una emergencia relacionada con la experiencia de usuario...
LSB_56,33717200408797239,¡La carnicería llamó y se quedaron sin TI!
LSB_57,33717200408797240,¡¡¡ES HORA DEL TURBO!!!
LSB_58,33717200408797241,Todos tratamos de encontrar al tipo que está escribiendo esto...
LSB_59,33717200408797242,¡Yo quiero Rangus Meats!
LSB_60,33717200408797243,¡Están intentando atraparme escribiendo QWERTY!
LSB_61,33717200408797244,Cargando OmgQuoteFile.txt...
LSB_62,33717200408797245,"Hasta luego, y gracias por todo..."
LSB_63,33717200408797246,"Nunca te rindas, nunca te des por vencido..."
LSB_64,33717200408797247,Jamás me digas las probabilidades...
LSB_65,33791349307203584,Que empiece la diversión...
MEH_Name_53,19687531120418816,Cabeza de guajolote fisgón
MEH_Name_61,19687531128807424,Cabeza de mosquitero
MEH_Name_73,33737058423312384,Cabeza con protuberancia cerebral
MEH_Name_74,34043328225251328,Cabeza con máscara de Connor O'Malley
