Key,Id,Chinese (Simplified)(zh-Hans)
UI_OBSERVER_PLAYER,89551157478748160,观战 {PlayerName}
UI_OPTS_ACCOUNT_RESET_BTN,70352075493404672,重置账号
UI_OPTS_ACCOUNT_RESET_MESSAGE,70434640048877568,<b>！！警告！！</b><br><br>将账号进度重置为初始状态。这将清除所有游戏进度和解锁内容。
UI_OPTS_ACCOUNT_RESET_TITLE,70434638551511040,重置账号
UI_OPTS_ACCOUNT_TAB,68549317450723328,账号
UI_OPTS_ACCOUNT_UNSTUCK_BTN,70352078584606720,我卡住了！
UI_OPTS_ACCOUNT_UNSTUCK_MESSAGE,70434646139006976,有时您跌倒了爬不起来。有时您会卡在乱石和死硬的冻肉之间进退两难。<br><br>此功能将使您在上一个有效重生点复活。
UI_OPTS_ACCOUNT_UNSTUCK_TITLE,70434644754886656,脱离卡死
UI_OPTS_ACCOUNT_UPLOAD_LOGS_BTN,70352077099823104,上传日志
UI_OPTS_ACCOUNT_UPLOAD_LOGS_MESSAGE,70434643219771392,将游戏日志上传至 OMG 以供调试分析。
UI_OPTS_ACCOUNT_UPLOAD_LOGS_TITLE,70434641781125120,上传调试日志
UI_OPTS_ADVANCED_GROUP,70287955960197120,高级
UI_OPTS_AUDIO_DIALOGUE_VOL,70324071845261312,对话音量
UI_OPTS_AUDIO_DIALOGUE_VOL_MESSAGE,70415465322573824,调节游戏中画中画互动的语音音量。同时控制过场动画的对话音量。<br><br>按 [InputAction:UI/Interact] 播放测试音效
UI_OPTS_AUDIO_DIALOGUE_VOL_TITLE,70415464353689600,对话音量
UI_OPTS_AUDIO_ENEMIES_VOL,70324078786834432,敌人音量
UI_OPTS_AUDIO_ENEMIES_VOL_MESSAGE,70417417343266816,调节源自敌人的音效音量。<br><br>按 [InputAction:UI/Interact] 播放测试音效
UI_OPTS_AUDIO_ENEMIES_VOL_TITLE,70417416386965504,敌人音量
UI_OPTS_AUDIO_ENVIRONMENT_VOL,70324083664809984,环境音量
UI_OPTS_AUDIO_ENVIRONMENT_VOL_MESSAGE,70417712496439296,调节环境音效音量，如流水声、力场声以及各种“哔哔啵啵”的机械声。<br><br>按 [InputAction:UI/Interact] 播放测试音效
UI_OPTS_AUDIO_ENVIRONMENT_VOL_TITLE,70417711691132928,环境音量
UI_OPTS_AUDIO_MASTER_VOL,70324061531467776,主音量
UI_OPTS_AUDIO_MASTER_VOL_MESSAGE,70415212070498304,调节游戏全局总体音量。
UI_OPTS_AUDIO_MASTER_VOL_TITLE,70415210757681152,主音量
UI_OPTS_AUDIO_MUSIC_VOL,70324070058487808,音乐音量
UI_OPTS_AUDIO_MUSIC_VOL_MESSAGE,70415382266966016,调节背景音乐音量。
UI_OPTS_AUDIO_MUSIC_VOL_TITLE,70415381159669760,音乐音量
UI_OPTS_AUDIO_PLAYER_VOL,70324081903202304,角色音量
UI_OPTS_AUDIO_PLAYER_VOL_MESSAGE,70417544044802048,调节源自玩家角色的音效音量，包括换肉声和武器开火声等。<br><br>按 [InputAction:UI/Interact] 播放测试音效
UI_OPTS_AUDIO_PLAYER_VOL_TITLE,70417543201746944,角色音量
UI_OPTS_AUDIO_TAB,68549280075280384,音频
UI_OPTS_AUDIO_UI_VOL,70324085401251840,界面音量
UI_OPTS_AUDIO_UI_VOL_MESSAGE,70418003727937536,调节界面交互提示音及音效的音量。<br><br>按 [InputAction:UI/Interact] 播放测试音效
UI_OPTS_AUDIO_UI_VOL_TITLE,70418002318651392,界面音量
UI_OPTS_AUDIO_VOIP_CHAT_MODE,70324073653006336,语音模式
UI_OPTS_AUDIO_VOIP_CHAT_MODE_MESSAGE,70415803299590144,设置 [InputAction:Global/PushToTalk] 控制游戏内语音聊天的麦克风启用方式。<br><br><b>按键通话</b><br>说话时需按住 [InputAction:Global/PushToTalk]。<br><br><b>切换开关</b><br>按一下 [InputAction:Global/PushToTalk] 开启麦克风。麦克风将保持开启，直到再次按下 [InputAction:Global/PushToTalk] 关闭。<br><br><b>自由麦</b><br>无需按键，麦克风始终开启。
UI_OPTS_AUDIO_VOIP_CHAT_MODE_TITLE,70415802246819840,语音模式
UI_OPTS_AUDIO_VOIP_VOL,70324075414614016,语音音量
UI_OPTS_AUDIO_VOIP_VOL_MESSAGE,70417228972879872,调节游戏内语音聊天的总体音量。<br><br>按 [InputAction:UI/Interact] 播放测试音效
UI_OPTS_AUDIO_VOIP_VOL_TITLE,70417227920109568,语音音量
UI_OPTS_BACK_INPUT,68857711046881280,[InputAction:UI/Cancel] 返回
UI_OPTS_BLOCK_BTN,69867107889639424,屏蔽
UI_OPTS_BLOCK_PLAYER_MESSAGE,70418828219052032,- 屏蔽来自该玩家的游戏邀请<br>- 禁止该玩家加入或与您创建的游戏互动<br>- 若您加入的游戏中有该玩家，自动对其静音
UI_OPTS_BLOCK_PLAYER_TITLE,70418745436073984,屏蔽玩家
UI_OPTS_BUILD_INFO,71065577514266624,平台：{PlatformName}    |    版本：{BuildId} |    协议哈希：{ProtocolHash}
UI_OPTS_BUTTON_LAYOUT_TITLE,70422436385845248,按键布局
UI_OPTS_BUTTONBINDINGS_GROUP,70738650857402368,按键绑定
UI_OPTS_CONTROLLER_TAB,68549200207343616,控制器
UI_OPTS_DEBUG_TAB,78987062803361792,调试
UI_OPTS_DEFAULT_HELP_MESSAGE,70399200684077056,帮助文本未实装
UI_OPTS_DEFAULT_HELP_TITLE,70399197446074368,帮助标题未实装
UI_OPTS_EXIT,67081951311228928,退出游戏
UI_OPTS_FX_GROUP,70324077025226752,特效
UI_OPTS_GAMEPAD_AIM_ASSIST_STRENGTH,70282068478586880,辅助瞄准强度
UI_OPTS_GAMEPAD_AIM_ASSIST_STRENGTH_HELP_MESSAGE,70414381661220864,调节辅助瞄准系统将准星吸附至最近目标的力度。<br><br>生效时机：a) 按住扳机控制后坐力时；b) 轻扣扳机时。<br><br>数值越高，锁定目标的速度越快。
UI_OPTS_GAMEPAD_AIM_ASSIST_STRENGTH_HELP_TITLE,70414380562313216,辅助瞄准强度
UI_OPTS_GAMEPAD_AIM_SENSITIVITY,70282066817642496,瞄准灵敏度
UI_OPTS_GAMEPAD_AIM_SENSITIVITY_HELP_MESSAGE,70414082783506432,按住扳机射击时的手柄视角灵敏度倍率。<br><br>若希望在射击时降低灵敏度以获得更精准的瞄准控制，请调低此值。
UI_OPTS_GAMEPAD_AIM_SENSITIVITY_HELP_TITLE,70414081336471552,瞄准灵敏度
UI_OPTS_GAMEPAD_INVERT_LOOK,70282043379871744,反转 Y 轴 (视角)
UI_OPTS_GAMEPAD_INVERT_LOOK_HELP_MESSAGE,70412802040197120,开启/关闭手柄的视角反转功能。<br><br>开启后，向上推摇杆时角色将向下看。
UI_OPTS_GAMEPAD_INVERT_LOOK_HELP_TITLE,70412800836431872,反转 Y 轴 (手柄)
UI_OPTS_GAMEPAD_INVERT_MOVE,70282061679620096,反转 Y 轴 (移动)
UI_OPTS_GAMEPAD_INVERT_MOVE_HELP_MESSAGE,70412958634536960,开启/关闭手柄的移动反转功能。<br><br>反转角色的前/后移动方向。<br><br>极少使用，但在某些旧款手柄上可能有用。
UI_OPTS_GAMEPAD_INVERT_MOVE_HELP_TITLE,70412957338497024,反转移动轴 (手柄)
UI_OPTS_GAMEPAD_LOOK_SPEED_X,70282063558668288,手柄水平视角速度
UI_OPTS_GAMEPAD_LOOK_SPEED_X_HELP_MESSAGE,70413633917480960,手柄在水平方向上的视角灵敏度。
UI_OPTS_GAMEPAD_LOOK_SPEED_X_HELP_TITLE,70413632646606848,手柄水平视角速度
UI_OPTS_GAMEPAD_LOOK_SPEED_Y,70282065131532288,手柄垂直视角速度
UI_OPTS_GAMEPAD_LOOK_SPEED_Y_HELP_MESSAGE,70413813823762432,手柄在垂直方向上的视角灵敏度。
UI_OPTS_GAMEPAD_LOOK_SPEED_Y_HELP_TITLE,70413812913598464,手柄垂直视角速度
UI_OPTS_GAMEPLAY_TAB,68549116929437696,游戏玩法
UI_OPTS_GENERAL_GROUP,70287948653719552,常规
UI_OPTS_GENERAL_TAB,75389016626622464,常规
UI_OPTS_INPUT_GROUP,70279105097953280,输入
UI_OPTS_INVITE_PLAYERS_BTN,70418305227091968,邀请玩家
UI_OPTS_KEYBIND_BINDING,70421327982292992,绑定：{BindingName}
UI_OPTS_KEYBIND_CANCEL_PROMPT,70421608761585664,按 [InputAction:UI/Cancel] 取消
UI_OPTS_KEYBIND_ERROR_CANCEL,70422066154631168,取消
UI_OPTS_KEYBIND_ERROR_CONFIRM,70422064200085504,确认
UI_OPTS_KEYBIND_ERROR_MSG,70421794263068672,这将解绑另一操作：<br>{OtherActionName}<br>您确定要继续吗？
UI_OPTS_KEYBIND_ERROR_TITLE,70421791478050816,按键已绑定
UI_OPTS_KEYBIND_GROUP_COMMUNICATION,70420944467718144,通讯
UI_OPTS_KEYBIND_GROUP_MISC,70420950109057024,杂项
UI_OPTS_KEYBIND_GROUP_MOVEMENT,70420842411913216,移动
UI_OPTS_KEYBIND_GROUP_WEAPONS,70420902256242688,武器与技能
UI_OPTS_KEYBIND_PROMPT,70421315709759488,按任意键
UI_OPTS_KEYBIND_PROMPT_GAMEPAD,70422265480540160,按任意按钮
UI_OPTS_KEYBINDS_GROUP,70738498176348160,按键绑定
UI_OPTS_KEYBOARD_TAB,68549159149301760,键盘
UI_OPTS_KICK_BTN,69867067745955840,踢出
UI_OPTS_KICK_PLAYER_MESSAGE,70418717061607424,- 将玩家踢出当前游戏<br>- 玩家可尝试从主菜单重新加入
UI_OPTS_KICK_PLAYER_TITLE,70418437070843904,踢出玩家
UI_OPTS_LAST_SAVE_TXT,68548738615799808,上次保存：<br>{0:timespan(less|minute)} 前<br><br>{Tag}
UI_OPTS_LOC_GROUP,75400145952239616,本地化
UI_OPTS_LOCALE,75400155171319808,语言
UI_OPTS_LOCALE_HELP_MESSAGE,75399913063510016,选择游戏文本的显示语言。
UI_OPTS_LOCALE_HELP_TITLE,75399909397688320,语言
UI_OPTS_LOG_UPLOAD_COMPLETE_MSG,71062034984136704,您的调试日志已上传至 OMG。<br>感谢您的反馈！
UI_OPTS_LOG_UPLOAD_COMPLETE_TITLE,71062033079922688,日志上传完成
UI_OPTS_MOUSE_INVERT_Y,70272412423221248,反转 Y 轴
UI_OPTS_MOUSE_INVERT_Y_HELP_MESSAGE,70412173477605376,开启/关闭鼠标的视角反转功能。<br><br>开启后，向上移动鼠标时角色将向下看。
UI_OPTS_MOUSE_INVERT_Y_HELP_TITLE,70412171606945792,反转 Y 轴 (鼠标)
UI_OPTS_MOUSE_SPEED_X,70272546573840384,鼠标水平视角速度
UI_OPTS_MOUSE_SPEED_X_HELP_MESSAGE,70412460183449600,鼠标在水平方向上的视角灵敏度。
UI_OPTS_MOUSE_SPEED_X_HELP_TITLE,70412458447007744,鼠标水平视角速度
UI_OPTS_MOUSE_SPEED_Y,70272548553551872,鼠标垂直视角速度
UI_OPTS_MOUSE_SPEED_Y_HELP_MESSAGE,70412693684547584,鼠标在垂直方向上的视角灵敏度。
UI_OPTS_MOUSE_SPEED_Y_HELP_TITLE,70412692216541184,鼠标垂直视角速度
UI_OPTS_MULTIPLAYER,67081471604486144,多人游戏
UI_OPTS_MULTIPLAYER_TITLE,69893490762248192,多人游戏
UI_OPTS_MUTE_BTN,69867030940938240,静音
UI_OPTS_OPTIONS,67081590919852032,设置
UI_OPTS_QUIT_TO_MAINMENU,67081878519083008,返回主菜单
UI_OPTS_RANGUS_TITLE,68857709201387520,兰格斯菜单
UI_OPTS_RESET_DEFAULT_CANCEL,70371653040664576,取消
UI_OPTS_RESET_DEFAULT_CONFIRM,70371646627573760,是
UI_OPTS_RESET_DEFAULT_MSG,70371438707535872,您确定要恢复默认设置吗？
UI_OPTS_RESET_DEFAULT_TITLE,70371436950122496,恢复默认设置？
UI_OPTS_RESTORE_DEFAULTS_BTN,70244262565834752,恢复默认设置
UI_OPTS_RETURN_MOTHERSHIP,67081787087450112,放弃本局游戏
UI_OPTS_SAVE_APPLY,71090571845758976,[InputAction:UI/Submit] 应用
UI_OPTS_SELECT_INPUT,68857825807233024,[InputAction:UI/Submit] 选择
UI_OPTS_TAB_LEFT,68548893402394624,[InputAction:UI/PreviousTab]
UI_OPTS_TAB_RIGHT,68549357606989824,[InputAction:UI/NextTab]
UI_OPTS_UNMUTE_BTN,69869271953371136,取消静音
UI_OPTS_VIDEO_QUALITY,70287954148257792,画质
UI_OPTS_VIDEO_QUALITY_MESSAGE,70411523725389824,游戏整体画面质量等级。范围 0-5，数值越高细节越丰富。<br><br>该选项会影响抗锯齿、纹理尺寸、细节层次 (LOD) 距离等底层参数。
UI_OPTS_VIDEO_QUALITY_TITLE,70411522215440384,画质等级
UI_OPTS_VIDEO_RESOLUTION,70318948783943680,分辨率
UI_OPTS_VIDEO_RESOLUTION_MESSAGE,70399271093858304,游戏画面的宽度、高度及刷新率。<br><br>仅在全屏或窗口模式下可用。
UI_OPTS_VIDEO_RESOLUTION_TITLE,70399256933888000,屏幕分辨率
UI_OPTS_VIDEO_TAB,68549243832299520,视频
UI_OPTS_VIDEO_WINDOW_MODE,70287952470536192,显示模式
UI_OPTS_VIDEO_WINDOW_MODE_MESSAGE,70399243101073408,<b>全屏</b><br>游戏引擎独占全屏访问权限。<br><br><b>无边框窗口</b><br>设置为屏幕原生分辨率的无边框窗口。<br><br><b>窗口模式</b><br>可自由调整大小的游戏窗口，支持系统原生的最小化/最大化/缩放控件。
UI_OPTS_VIDEO_WINDOW_MODE_TITLE,70399203120967680,显示模式
UI_REQUIREMENT_CARLQUEST_FMT,74971176676352000,完成任务：{quest}
UI_REQUIREMENT_CAUGHTFISH,75676451393757184,捕获 {count} 条鱼
UI_REQUIREMENT_CURRENCY,73516433013727232,拥有 {amount}{currency}
UI_REQUIREMENT_EMPLOYEERANK_FMT,52949564150243328,员工等级 {rank}
UI_REQUIREMENT_LIFETIME_CURRENCY,81905411479822336,赚取 {currency}
UI_REQUIREMENT_LIFETIME_FISH,81905413581168640,捕获 {currency}
UI_REQUIREMENT_LIFETIME_MATERIALS,81909229068214272,采集 {currency}
UI_REQUIREMENT_NONE,52948800652697600,无要求
UI_REQUIREMENT_PLANET_FMT,52949486878580736,通关 {planet}
UI_REQUIREMENT_PROGRESS_FMT,75687597366566912,<color=#{color}>{count}</color>/{total}
UI_REQUIREMENT_PROGRESSFLAG_FMT,52948896446406656,需达成 {flag}
UI_REQUIREMENT_SMARTMEAT_RANK,75676449292410880,将智能肉升级至等级 {rank}
UI_REQUIREMENT_SOLARSYSTEM_FMT,52949170154102784,在{difficulty}{ascension:cond:>0? A{}|}难度下通关 {system}
UI_REQUIREMENT_STAT_MEATSWAPPED_FMT,52949168367329280,换肉 {count:plural:{} 次|{} 次}
UI_REQUIREMENT_STAT_NONABANDONEDRUNS_FMT,88708929729585152,完成 {count} 局游戏
UI_REQUIREMENT_STAT_PLANETSCOMPLETED_FMT,52949166408589312,撤离 {count:plural:{} 颗星球|{} 颗星球}
UI_REQUIREMENT_STAT_PLANETSVISITED_FMT,52949169457848320,造访 {count:plural:{} 颗星球|{} 颗星球}
UI_REQUIREMENT_STAT_RUNSFAILED_FMT,52949023231827968,失败 {count:plural:{} 局游戏|{} 局游戏}
UI_REQUIREMENT_UNLOCK_ARTIFACT,73516434381070336,解锁 {Count} 个终极{Count:plural:能力|能力}
UI_REQUIREMENT_UNLOCK_FLAIR,73516449342152704,解锁 {Count}{Count:plural:件|件} 装扮
UI_REQUIREMENT_UNLOCK_WEAPON,73516435505143808,解锁 {Count:plural:{} 件武器|{} 件武器}
UI_REQUIREMENT_WEAPONRANK_ANY,73516429897359360,将任意武器升级至等级 {rank}
UI_REQUIREMENT_WEAPONRANK_SPECIFIC,73516431621218304,升级 {family} 至等级 {rank}
UI_REQUIREMENT_WEAPONSTAT_OBJECTIVES_FMT,52949730919964672,使用 {family} 完成 {count} 个首要{count:plural:目标|目标}
UI_REQUIREMENTS,58737776349143040,要求：
UI_RESPAWN_HUNTER_COST_FMT,71029344326115328,[计时器重生：{CostSeconds} 秒]
UI_RUNINFO_DIFFICULTY_TITLE,89147099684265984,难度：
UI_RUNINFO_MODE_TITLE,89160478117322752,隐私设置：
UI_RUNINFO_PLANET_FMT,89160784477675520,>星球 {current}/{total}：{planet}
UI_RUNINFO_SYSTEM_TITLE,89160599483703296,星系：
UI_SAVEMGMT_BIRTHDAYS_DATA,76458893697282048,{BirthdayCount}
UI_SAVEMGMT_BIRTHDAYS_HEADER,76458631045771264,生日：
UI_SAVEMGMT_CAMPAIGN_PROGRESS_DATA,76459164905172992,星系 {CurrentSystem}/{SystemCount}<br>{CurrentSystemName} //{CurentPlanetName}
UI_SAVEMGMT_CAMPAIGN_PROGRESS_HEADER,76458491664855040,战役进度：
UI_SAVEMGMT_CARLCOIN_COUNT,76457673867849728,{CarlCoinCount}
UI_SAVEMGMT_COMPLETION_LONG,76458159945740288,完成度：{CompletionPercent}%
UI_SAVEMGMT_COMPLETION_SHORT,76455871910965248,{CompletionPercent}%
UI_SAVEMGMT_CREATE_EMPLOYEE_BTN,76458001149390848,+ 创建新员工
UI_SAVEMGMT_CURRENT_LOCATION_HEADER,76458409695571968,当前位置：
UI_SAVEMGMT_DATAPOINT_COUNT,76457671896526848,{DataPointCount}
UI_SAVEMGMT_DELETE_SAVE_BTN,76458682354692096,[InputAction:UI/Revert] 删除存档
UI_SAVEMGMT_DIFFICULTY_LONG,77171850999689216,难度：{Difficulty}
UI_SAVEMGMT_DIFFICULTY_SHORT,77171691624525824,{Difficulty}{Ascension:cond:>0? A{}|}
UI_SAVEMGMT_DIFFICULTY_TITLE,77174107421995008,难度：
UI_SAVEMGMT_EMPLOYEE_NAME,76455159420350464,员工 {EmployeeNumber}
UI_SAVEMGMT_GLIZZY_COUNT,76457598835945472,{GlizzyCount}
UI_SAVEMGMT_MSGBOX_CONFIRM,76459568292360192,删除存档
UI_SAVEMGMT_MSGBOX_CREATE_SAVE_MSG,77599484736892928,创建兰格斯员工 {EmployeeNumber}
UI_SAVEMGMT_MSGBOX_CREATE_SAVE_TITLE,77599481565999104,招聘新员工？
UI_SAVEMGMT_MSGBOX_DELETE_SAVE_MSG,76459477468901376,您确定要删除员工 {EmployeeNumber} 的存档文件吗？<br>此操作无法撤销。
UI_SAVEMGMT_MSGBOX_DELETE_SAVE_TITLE,76459424876523520,删除存档？
UI_SAVEMGMT_MSGBOX_LOAD_SAVE_MSG,77150388238610432,您确定要读取员工 {EmployeeNumber} 的存档吗？
UI_SAVEMGMT_MSGBOX_LOAD_SAVE_TITLE,77150385709445120,切换员工？
UI_SAVEMGMT_NO_VALID_SAVES_MSG,77599802421866496,没有有效存档。系统将自动为您创建一个新员工。
UI_SAVEMGMT_NO_VALID_SAVES_TITLE,77599796109438976,没有有效员工档案
UI_SAVEMGMT_PLAYTIME_LONG,76458052697387008,游戏时长：{Days:D2}:{Hours:D2}:{Minutes:D2}
UI_SAVEMGMT_PLAYTIME_SHORT,76456085350707200,{Days:D2}:{Hours:D2}:{Minutes:D2}
UI_SAVEMGMT_SAVE_BTN_DETAIL,76457884715511808,更换
UI_SAVEMGMT_SAVE_BTN_TITLE,76457842160103424,存档文件
UI_SAVEMGMT_SAVE_DETAIL_TITLE,76458374538915840,存档详情
UI_SAVEMGMT_SYSTEM_STATUS_SHORT,76455956396830720,星系 {CurrentSystem}/{SystemCount}
UI_SAVEMGMT_TITLE_BAR,76459334883536896,读取存档
UI_SMARTMEAT_NAME,71029965485760512,智能肉
UI_TAG_EQUIPPED,63534599735599104,已装备
UI_TERMINAL_EXIT,53935205264646144,退出终端
UI_TERMINAL_SMARTMEAT_TITLE,61538986663862272,员工福利终端
UI_TERMINAL_WEAPONS_BACK,53934967472775168,返回武器选择
UI_TERMINAL_WEAPONS_TITLE,53934907058020352,武器终端
UI_TRAVEL_LOBBY,71871682891997184,返回至
UI_TRAVEL_PLANET,71871685479882752,下一个星球
UI_TUTORIALPOPUP_CONFIRM,86931484559007744,知道了！
UI_TUTORIALPOPUP_NEXT,86931490321981440,下一页
UI_TUTORIALPOPUP_PAGE_FMT,86949908160962560,{Current}/{Total}
UI_UGPRADEGRID_SMARTMEAT_SUBCATEGORY,61538997678104576,你就是终极武器
UI_UPGRADEGRID_ACTIVE,78691822283513856,已激活
UI_UPGRADEGRID_BLOCKED_DESC,54322889858473984,解锁相邻方格以揭示挑战
UI_UPGRADEGRID_CHALLENGE_TITLE,54322765962928128,挑战
UI_UPGRADEGRID_COST_FMT,54269938343337984,消耗：<b>{points}</b> 点数
UI_UPGRADEGRID_DESC,61619816316788736,提升等级以获取升级点数。
UI_UPGRADEGRID_MAXDEMORANK,63774850287595520,试玩版等级上限
UI_UPGRADEGRID_MAXRANK,54247495897702400,最高等级
UI_UPGRADEGRID_POINTS_AVAIL,53958569882542080,可用点数：
UI_UPGRADEGRID_PROGRESSCOUNT_FMT,59426037270831104,{current}/{total}
UI_UPGRADEGRID_RANK_UP,53960174602280960,等级提升
UI_UPGRADEGRID_SMARTMEAT,61538996168155136,智能肉
UI_UPGRADEGRID_UNLOCK,54247498640777216,解锁
UI_UPGRADEGRID_UNLOCKS_TITLE,54323001598926848,解锁：
UI_UPGRADEGRID_WEAPONS,53981706342883328,武器等级
UI_UPGRADEGRID_WEAPONS_BACK,63713969943076864,返回查看武器
UI_WEAPON_CRIT_CHANCE_TITLE,63446363281547264,暴击
UI_WEAPON_MAGAZINE_TITLE,63446478268391424,弹匣容量
UI_WEAPON_RANGE_FMT,63445941418450944,{Range:0.0} 米
UI_WEAPON_RANGE_TITLE,63445794089328640,射程
UI_WEAPON_RATE_TITLE,63445951468003328,速度
UI_WEAPONINSPECT_BASEDAMGE_FMT,63374233634332672,基础伤害：{MinDamage} - {MaxDamage}{ProjectileCount:| x{}}
UI_WEAPONINSPECT_RELOAD_BONUS,63529341047267328,装填奖励：
UI_WEAPONINSPECT_TEST_WEAPON,63534728131633152,靶场测试
UI_WEAPONINSPECT_UNLOCK,63351818913046528,解锁
UI_WEAPONINSPECT_UNLOCK_DESC,63364702686666752,要提升武器等级必须先解锁武器。
UI_WEAPONINSPECT_UPGRADE_DESC,63364711805083648,完成挑战以解锁武器升级。<br>提升等级以获取升级点数用于游戏内消费。
UI_WEAPONINSPECT_UPGRADES,63351863464943616,等级强化
UI_WEAPONTERMINAL_INSPECT,56189457739538432,查看武器
WEAPON_CRIT_CHANCE_FMT,58682730970341376,{CritChance:percent()}% / x{Damage:0.00} 伤害
WEAPON_DAMAGE_FMT,58681057103306752,伤害：{MinDamage} - {MaxDamage}{ProjectileCount:| x{}}{DamageType: ({})|}
WEAPON_EXPOSIVE_RADIUS_FMT,58683047074062336,爆炸半径：{Radius} 米
WEAPON_HEAL_FMT,58683397642379264,治疗量：{HealBase}
WEAPON_HEAL_RADIUS_FMT,58683398825172992,治疗半径：{Radius}
WEAPON_MAGAZINE_FMT,63446480793362432,{MaxCount}
WEAPON_RATE_FMT,58682157948723200,{ShotsPerSecond:0.00} 发/秒
WEAPON_SWITCH_CHARGED,37939439253577728,已充能
WISHLIST_ON_STEAM,45665676281503744,加入<br><b>Steam 愿望单</b>
UI_CODEX_VIEW_FULL_FILE,98555893498441728,按 [InputAction:UI/Interact] 查看完整档案
UI_SMART_GLASS_ASSENTION_FMT,99191309422551040,A{rank}
UI_SMART_GLASS_SYSTEM_HEADER_FMT,99191769298624512,星系 {num}：
UI_CODEX_EXIT_TERMINAL,94230730657165312,退出终端
UI_CODEX_FAQ_TAB,96055162325364736,常见问题
UI_CODEX_ITEMS_RESOURCES_TAB,96055160647643136,物品与资源
UI_CODEX_MEAT_PARTS_TAB,96055158953144320,肉体部件
UI_CODEX_RANGUS_FILES_TAB,96055117706358784,兰格斯档案
UI_CODEX_TITLE_BAR,94228823121260544,图鉴
UI_RUNINFO_MODE_CLIENT,89516919760084992,客户端
UI_RUNINFO_PROGRESS_FMT,91309503138488320,{current}/{total}
UI_COMMON_CANCEL_BINDING,99596914248314880,[InputAction:UI/Cancel]
UI_BOSS_HEALTHBAR_ALIVE,106887418227974144,{current}/{max}{invulnerable: --invulnerable--|}
UI_TRADER_CURRENCY_COUNT_ONLY,107212082384986112,{count}
UI_TRADER_CURRENCY_COUNT_WITH_NAME,107212080807927808,{count} {name}{count:|s}
UI_LOADOUT_PLANET_INDEX,107215447810629632,星球 {index}
UI_LOBBY_LAUNCH_FMT,107300806561095680,将于 {seconds} 秒后发射...
UI_SKIP_BUTTON_COUNT_FMT,109114325996658688,{Current}/{Required}
UI_RANGUSTERMINAL_DIFFICULTY,109737168404996096,{Difficulty}{Ascension:cond:>0? A{}|}
MINION_COUNT_FMT,114031240531664896,{CurrentCount}/{MaxCount} {MinionName}
UI_INSPECT_STATS_VALUE,114477960383098880,{currentVal:0.##}
UI_INSPECT_ULTIMATE_ABILITY_BIND,114490554758131712,[InputAction:Gameplay/ArtifactAbility]
UI_INSPECT_TORSO_ABILITY_BIND,114490551952142336,[InputAction:Gameplay/TorsoAbility]
UI_INSPECT_LEGS_ABILITY_BIND,114490549532028928,[InputAction:Gameplay/LegsAbility]
UI_INSPECT_HEAD_ABILITY_BIND,114490544754716672,[InputAction:Gameplay/HeadAbility]
UI_FLAIR_SLOT_FMT,114059281903378432,装扮 {slot}
UI_INTERACTION_ARTIFACT_CHEST_TEXT,114805155298271232,拾取
UI_INSPECT_PASSIVE_DETAIL,116378994684653568,被动：{PassiveDetails}
UI_INSPECT_WEAPON_DAMAGE_BASE,116695500194770944,{Min} - {Max}
UI_INSPECT_SINGLE_BONUS_FMT,116695504263245824,{Bonus:0.00}
UI_INSPECT_TWO_BONUS_FMT,116695511330648064,{Bonus1:0.00}%/{Bonus2:0.00}
UI_INSPECT_WEAPON_RANGE_BASE,116695512668631040,{Range} 米
UI_INSPECT_WEAPON_RATE_BASE,116695514245689344,{ShotsPerSecond:0.00} 发/秒
UI_INSPECT_WEAPON_CRIT_BASE,116695515885662208,{CritChance:0.00}% / x{Damage:0.00} 伤害
UI_INSPECT_WEAPON_STAGGER_CHANCE,116705071831379968,命中时有 {StaggerChancePct} 几率使对手踉跄
ARTIFACT_TOOLTIP_TITLE,116738349727735808,神秘肉
UI_INSPECT_DURABILITY_VAL,116767905265152000,{DurabilityPct}%
UI_INSPECT_ABILITY_COOLDOWN,116778133167730688,冷却时间：{CooldownVal} 秒
UI_HEALTHBAR_CURRENT_FMT,118824193619910656,{current:cond:>0?{}|{deadString}}
UI_MULTIPLAYER_PLAYER_FMT,118839206027976704,玩家：{name} ({status})
UI_MULTIPLAYER_OBSERVER_FMT,118840737917820928,观战：{name}
UI_REWARD_WEAPON,119210461054885888,+ 解锁武器：{name}
UI_REWARD_PROGRESS_FLAG,119210458588635136,+ {name}
UI_REWARD_CURRENCY,119210456084635648,"+ <sprite name=""{icon}""> {count} {name}"
UI_TRADER_CURRENCY_COUNT_AND_QUANTITY,119577683216556032,{count} ({HaveQuantity})
SHRINE_REWARD_ANNOUNCEMENT_ITEM_FOR_PLANET,121420383809167360,<color={RewardColor}>{ItemDescription}</color>，持续至本星球结束
UI_UPGRADEGRID_REFUND_FMT,121792385816453120,按 [InputAction:UI/Submit] 返还点数 ({points})
SHRINE_REWARD_LIST,124328309829918720,{rewards:list:|<br>}
SHRINE_REWARD_ANNOUNCEMENT_ITEM_SECONDS,124636897391665152,<color={RewardColor}>{ItemDescription}</color>，持续 {Seconds} 秒
SHRINE_REWARD_ANNOUNCEMENT_CURRENCY,124707854831575040,获得 <color={RewardColor}>{Amount} {CurrencyName}{Amount:|s}</color>
SHRINE_REWARD_ANNOUNCEMENT_HUNTER_TIMER_SECONDS,124705097009586176,猎人提前来袭 <color={RewardColor}>{Seconds} 秒</color>
