Key,Id,Japanese(ja)
CQ_Name_79,54162277232795648,武器スペシャリスト
CQ_Desc_80,54162277236989954,スクイッシー、スワップ回数を見ているんだが、これは芸術なのか病気なのか分からん。だが才能はある。続けろ。その数がどこまで伸びるか見せてもらおう。科学のために。それと、人事には言えない理由のために。
CQ_Name_80,54162277236989953,リートミート
CQ_Desc_81,55545539754713088,中辛が分別ってもんだ、プニプニ。気を抜かない程度の辛さで、銀河に丸呑みにされるほどじゃねえ。立派な遊び方だぜ。ランガス社はワークライフバランスを応援してるんだ。だいたいはな。
CQ_Name_81,55545539725352960,異界の旅（中辛）
CQ_Desc_82,55545539754713090,辛口だ。店のおすすめより一段上——楽なランじゃ夜も眠れちまうって頃合いにな。優しすぎず、しんどすぎず、免責同意書がカバーできる危険度ぴったりだ。さあ、一ラン行ってこい。
CQ_Name_82,55545539754713089,異界の旅（辛口）
CQ_Desc_83,55545539754713092,激辛だ。俺も現場時代に激辛をやってたが、楽しくはなかったぜ。だが心底リスペクトはしてる。ここから生きて帰ってきたら、お前の今後について真剣に話そうじゃねえか。
CQ_Name_83,55545539754713091,異界の旅（激辛）
CQ_Desc_84,55545539754713094,正直に言うと、俺は従業員をナイトメアモードには送り込まない。行くなら、お前自身の自由意思で行くことになる。この件については複雑な気持ちだったと、記録に残しておきたい。
CQ_Name_84,55545539754713093,異界の旅（ナイトメア）
CQ_Desc_85,55558274366300160,プラチナランク従業員報酬パッケージの一部。
CQ_Name_85,55558274362105856,医療保険 v3
CQ_Desc_86,55558274366300162,ダイヤモンドランク従業員報酬パッケージの一部。
CQ_Name_86,55558274366300161,医療保険 v4
CRN_Desc_4,346366134968427,大小を問わず昇進の記念として、カールから獲得できる。
CRN_Name_4,346366134968426,カールコイン
CRN_Desc_7,346366139162625,「グリジー」がホットドッグの別名であることを誰もが知っているわけではないけれど、このコインを鋳造するときに下された決断は、実際に鋳造してみるとはるかに理にかなったものとなった。
CRN_Name_7,346366139162624,グリジー
CRN_Desc_26,346366139162627,今日まで激しく論争されている古風なシステムだが、タスクポイント文化はどういうわけか残ってしまっている。
CRN_Name_26,346366139162626,タスクポイント
CRN_Desc_28,346366139162629,突然のゲストのために常に手元に置いておこう！ありがとう、フランク。
CRN_Name_28,346366139162628,フランケンサンプル
CRN_Desc_29,346366139162631,ネバネバした何かに塩漬けソーセージがぶら下がっているように見える不穏な代物が収められたアクセサリー。これはフランケンミートの原始形なのだろうか？
CRN_Name_29,346366139162630,フランケンアクセサリー
CRN_Desc_30,346366139162633,パウンディング・ファーザーズの無意識の魔の手から、大喜びで奪いとってやった！
CRN_Name_30,346366139162632,ミュータントサンプル
CRN_Desc_31,346366139162635,突然変異した物質の小さな塊で、ときどき追加の目が現れて周りを見回し、グロテスクに引っこむことがある。キモイ。
CRN_Name_31,346366139162634,ミュータントアクセサリー
CRN_Desc_32,346366139162637,ニブレットは小さいかもしれないが、何かを証明したがるかのように噛み付いてくる！
CRN_Name_32,346366139162636,ニブレット
CRN_Desc_33,346366139162639,これらのいずれかをキャッチすると、「ブルーパーリール」という言葉にまったく新しい意味が加わる！
CRN_Name_33,346366139162638,ブルーパー
CRN_Desc_34,346366139162641,銀河の枠を超えた珍味。
CRN_Name_34,346366139162640,クリルバーサ
CRN_Desc_35,346366139162643,親戚である普通のタコよりもあらゆる点で優れている。触手が8本あるだけでなく、バイリンガルでもあるのだ。
CRN_Name_35,346366139162642,オチョパス
CRN_Desc_36,346366139162645,エラには黄金が！
CRN_Name_36,346366139162644,ゴールドフィッシュ
CRN_Name_37,346366139162646,ブロブフィッシュ
CRN_Name_38,346366139162648,グリジーガルパー
CRN_Name_39,346366139162650,スノーキー
CRN_Name_40,346366139162652,スクイッド・プロ・クオ
CRN_Name_41,346366139162654,エルマゲルダ
CRN_Desc_42,346366139162657,ティア 2鉱物。古代の記憶のかけらが保存されているという、きらめく緑色の宝石。手に持つと過去の残響が垣間見える。
CRN_Name_42,346366139162656,メメラルド
CRN_Desc_43,346366139162659,ティア 1鉱物。他の鉱石よりもはるかに簡単に入手できるし、それでも仕事をこなしたことになる。こういう物があるのに、どうしてみんな手に入らない物を欲しがるんだろう？
CRN_Name_43,346366139162658,オブタニウム
CRN_Desc_44,346366139162661,ティア 1古代技術。かつての深宇宙探検家は呼吸可能な液体に頭を沈めるためにこれを使っていた。今はひどく摩耗しているようだが、部品としてはまだ使える。
CRN_Name_44,346366139162660,ガストロギズモ
CRN_Desc_45,346366139162663,ティア 2古代技術。古代のガストロノートはイオンを反転させることができるかどうかに夢中になっていて、そもそもそんなことをするべきかどうか考えずにはいられなかった。
CRN_Name_45,346366139162662,イオンインバーター
CRN_Desc_46,346366139162665,ランガスポイントを貯めてランガス従業員ランクを上げよう！
CRN_Name_46,346366139162664,ランガスポイント
CRN_Desc_48,18598135273086976,ティア 3鉱物。古代のエネルギーが染み込んだ高密度の金属鉱石。武器に破砕力を吹き込む能力と、比類ない安定性が評価されている。
CRN_Name_48,18598135189200896,チョンコア
CRN_Desc_49,18598135273086978,ティア 4鉱物。あなたが正しければ必ずかすかに点滅してくれる赤い水晶。好きなときに何度でも点滅してくれるわけではないが、自分が正しいとわかるのは心強い。
CRN_Name_49,18598135273086977,アマライト
CRN_Desc_50,18598135273086980,ティア 5鉱物。最も暗い場所でのみ見つかる。それは本当に悪夢のような場所かもしれない。
CRN_Name_50,18598135273086979,ダンコナイト
CRN_Desc_51,18605565046415360,ティア 3古代技術。驚くべき技術だが、そのメカニズムについてあーだこーだ言うと設置者が混乱するかもしれない。
CRN_Name_51,18605565012860928,U-導管
CRN_Desc_52,18605565046415362,ティア 4古代技術。コーダーが1つ減ったことで、前世代のテクノロジーよりも大幅に改善された。
CRN_Name_52,18605565046415361,クアッドコーダー
CRN_Desc_53,18605565046415364,ティア 5古代技術。警告：開く前にコンデンサドライブを取り外してください。目を光から保護してください。<br><br>電源容量：1.21ギガワット
CRN_Name_53,18605565046415363,フラックスキャパシター
CRN_Name_54,20415833925738496,フィシズル
CRN_Name_55,20415833959292928,ゼノフィン
CRN_Name_56,20415833959292929,クアサルディナ
CRN_Name_57,20415833959292930,ランピースペースフィッシュ
CRN_Name_58,20415833959292931,コズミックシング
CRN_Name_59,20423966916075520,メガバイト
CRN_Name_60,20424460623405056,インクリプター
CRN_Name_61,20425260586229760,メカフィン
CRN_Name_62,20425689906798592,ロボパス
CRN_Name_63,20426157865295872,サイバープロウン
CRN_Name_64,20426872612446208,ピーパーズ
CRN_Name_65,20428393416744960,モーセルフィン
CRN_Name_66,20428890424991744,スウォルフィッシュ
CRN_Name_67,20429332890509312,クローブスター
CRN_Name_68,20429703453073408,ビッグチョンカー
CRN_Desc_69,34136911030247424,触りたくはないかな...
CRN_Name_69,34136910996692992,エイリアンサンプル
CRN_Desc_70,34146163425796096,小型のエイリアン収容装置。生きてはいるが敵対的なエイリアンが入っているようなので、悪気を感じる必要はない。
CRN_Name_70,34136911030247425,エイリアンアクセサリー
CRT_Name_6,346366134968379,アイクロプス
CRT_Name_8,346366134968380,バズル
CRT_Name_11,346366134968381,スクワットダディ
CRT_Name_12,346366134968382,ロケットボット
CRT_Name_13,346366134968383,クリーパー
CRT_Name_22,346366134968384,ルーガー
CRT_Name_26,346366134968385,グラインダー
CRT_Name_28,346366134968386,フロッグ
CRT_Name_31,346366134968387,ニブラー
CRT_Name_34,346366134968388,チョンパー
CRT_Name_37,346366134968389,ピーパローニ
CRT_Name_38,346366134968390,ウィーリー
CRT_Name_39,346366134968391,グリルゴースト
CRT_Name_40,346366134968392,グリースモンキー
CRT_Name_41,346366134968393,ブロードサイド
CRT_Name_42,346366134968394,ゴブルゲイザー
CRT_Name_43,346366134968395,ハムホーク
CRT_Name_44,346366134968396,フランケンビーンズ
CRT_Name_45,346366134968397,バグザッパー
CRT_Name_46,346366134968398,タワー
CRT_Name_47,346366134968399,ヴォイド
CRT_Name_48,346366134968400,ミーンビーン
CRT_Name_50,346366134968401,ブロックヘッド
CRT_Name_51,346366134968402,ヌル
CRT_Name_52,346366134968403,ターゲットダミー
CRT_Name_53,346366134968404,ガンナロイド
CRT_Name_54,346366134968405,ゾープジェット
CRT_Name_55,346366134968406,ラングラー
CRT_Name_56,346366134968407,ペスティ
CRT_Name_57,346366134968408,ダックストーン
CRT_Name_59,346366134968409,ダートバッグ
CRT_Name_60,346366134968410,ボゾバルーン
CRT_Name_61,346366134968411,スペースバケット
CRT_Name_62,346366134968412,タンガスレーサー
CRT_Name_63,346366134968413,リセット
CRT_Name_65,346366134968415,マイクロジャクソン
CRT_Name_66,346366134968416,デラックスピーパローニ
CRT_Name_67,346366134968417,ウィーベアトリス
CRT_Name_68,346366134968418,ハイビーム
CRT_Name_69,346366134968419,レフェリー
CRT_Name_70,346366134968420,ポークバレル・ピート
CRT_Name_71,346366134968421,ジュニアセネター
CRT_Name_72,346366134968422,ジャッジ・クロウダディ
CRT_Name_73,346366134968423,ヘアフォースワン
CRT_Name_75,346366134968425,バスター
CRT_Name_76,7411303278637056,エージェントダックストーン
CRT_Name_77,10573095608770560,ベアトリス
CRT_Name_78,15325185188855808,未使用
CRT_Name_79,51047531965874176,クロッバーボット
CT_Name_1,42477876783542272,ファウンダーズエディション
CT_Name_2,42477876800319488,ミートテスター
CT_Name_3,42477876800319489,ジャンク
CT_Name_4,42477876800319490,レジェンド
CT_Name_5,42477876800319491,ブレインロットエディション
CTC_Name_1,346366139162668,通貨
CTC_Name_2,346366139162669,魚
DF_Desc_0,29025126547709952,<b>最大敵ティア：1</b><br><br>チャレンジステージ：<br><b><color=#FFC700>低下（-40%）</color></b><br><br>強い敵の代わりに<b><color=#00D6D2>弱い敵</color></b>が出現<br><br>イベント構造体、ボス、ハンターのHPが<b><color=#00D6D2>低下</color></b><br><br>敵のHPが<b><color=#FFC700>低下（-25%）</color></b><br><br><b>低ティアのリソース</b>
DF_Name_0,29025126539321344,中辛
DF_Desc_1,29025126547709954,<b>敵の最大ティア：2</b><br><br>チャレンジレベル：<br><b><color=#FFC700>ベースライン</color></b><br><br>グリジーとREPの獲得量+40%<br><br>リソースは<b>ティア3</b>まで
DF_Name_1,29025126547709953,辛口
DF_Desc_2,29025126547709956,<b>最大敵ティア：3</b><br><br>チャレンジステージ：<br><b><color=#FFC700>上昇（+40%）</color></b><br><br>弱い敵の代わりに<b><color=#00D6D2>強い敵</color></b>が出現<br><br>イベント構造体、ボス、ハンターのHPが<b><color=#00D6D2>上昇</color></b><br><br>グリジーとREPの獲得量+60%<br>リソースは<b>ティア4</b>まで
DF_Name_2,29025126547709955,激辛
DF_Desc_3,29025126547709958,<b>最大敵ティア：3</b><br><br>チャレンジステージ：<br><b><color=#FFC700>上昇（+100%）</color></b><br><br>イベント構造体、ボス、ハンターのHPが<b><color=#00D6D2>大幅に上昇</color></b><br><br>グリジーとREPの獲得量+100%<br><br>リソースは<b>ティア5</b>まで
DF_Name_3,29025126547709957,ナイトメア
FAC_Name_1,346366139162670,マシン
FAC_Name_2,346366139162671,アクアティック
FAC_Name_3,346366139162672,ミュータント
FAC_Name_4,346366139162673,フランケン
FAC_Name_5,346366139162674,オムニ
FAC_Name_6,346366139162675,インセクトイド
FAC_Name_7,346366139162676,エイリアン
FAC_Name_8,346366139162677,ランガス
FAC_Name_9,346366139162678,ハンター
FAC_Name_10,346366139162679,通常敵
FL_Desc_1,5468794653761536,「Deputy（デピュティ）」は古典ラテン語の「deputare（切り落とす・刈り込む）」に由来する。
FL_Name_1,5102145643732992,デピュティフレア
FL_Desc_2,5468794666344448,体がゾワッとする。カールは、安全だから大丈夫と言い張ってる。あぁ、心臓がドキドキしてきた。
FL_Name_2,5102145656315907,能力フレア
FL_Desc_3,5468794666344449,カールは、酸の怪物が住む惑星で掘り出したと言ってるが、どう見ても古いボトルキャップだ。
FL_Name_3,5471888108150784,ジオロジーフレア
FL_Desc_4,5468794666344450,カール・ランガスが最初の惑星ミートコアを発見したときに身につけていたもの。今もにおいが残っている。
FL_Name_4,5471888112345091,アーキオロジーフレア
FL_Desc_5,5468794666344451,カールの古いルアー。巨大なサメに押し潰されてペシャンコになった。
FL_Name_5,5471888112345095,フィッシングフレア
FL_Desc_6,5468794666344452,背面ラベルには「コスチューム用途限定」とある。
FL_Name_6,5471888112345099,シェリフフレア
FL_Desc_7,5925295680843776,あぁ、新鮮なミートだ！
FL_Name_7,5925295655677952,ブッチャーフレア
FL_Desc_8,5925295680843781,このフレア、めちゃくちゃメタル！
FL_Name_8,5925295680843780,スレイヤーフレア
FL_Desc_9,9851941319335936,クールな奴らは爆発を見ない。爆発を背にそのまま歩いていく。
FL_Name_9,9851941273198592,デモリションフレア
FL_Desc_10,10231597352607744,失ったミートパーツの数に応じてダメージが増加する。既知の宇宙で最も危険なスマートミートになれること間違いなし。
FL_Name_10,10231597310664704,ミートボールフレア
FL_Desc_11,40359174738010112,直撃させた相手には大ダメージだが、爆発範囲が狭くなる。あちらを立てればこちらが立たず。
FL_Name_11,40359174591209472,ホローチャージフレア
FL_Desc_12,40990661481062400,水中のサメより速くなる必要はない。友達より速ければいいのだ！
FL_Name_12,40990661455896576,スイマーフレア
FL_Desc_13,40990661481062402,惑星のミートコアに到達するまで、ミニオンは何匹必要？ワン？ツー？スリー？
FL_Name_13,40990661481062401,ミニオンマスターフレア
FL_Desc_14,40990661481062404,ハンバーガーをひっくり返してきた日々は、この時のためだった。今ならその意味がわかる。
FL_Name_14,40990661481062403,バーガーフリッパーフレア
FL_Desc_15,46870603473346560,HPが尽きると死ぬらしいので、これはかなり良い選択肢！
FL_Name_15,46870603385266176,ヘルシーフレア
FL_Desc_16,46883763408330753,倒すべき敵からミートを守れ！
FL_Name_16,46883763408330752,ミートシールドフレア
FL_Desc_17,46883763408330755,ミートパーツの力を限界まで高めろ！
FL_Name_17,46883763408330754,ミート能力フレア
FL_Desc_18,46885823956639745,プラズマガン、ロケットランチャー、グレネードランチャーが好きな奴はこれをどうぞ！
FL_Name_18,46885823956639744,発射体フレア
FL_Desc_19,48008300480946176,近距離の銃撃戦が好きな奴向け！
FL_Name_19,48008300439003136,ショートレンジフレア
FL_Desc_20,48008300480946178,遠距離の銃撃戦が好きな奴向け！
FL_Name_20,48008300480946177,ロングレンジフレア
FL_Desc_21,48280725869289472,敵に本当にシビれる体験を味わわせることができる。抵抗は無意味だ。
FL_Name_21,48280725852512256,ライトニングフレア
FL_Desc_22,48280725869289474,世界を燃やしたいスマートミートもいる... それは、キミか？
FL_Name_22,48280725869289473,インセンディアリーフレア
FL_Desc_23,48280725869289476,アイスマンのお出ましだ！
FL_Name_23,48280725869289475,フロストバイトフレア
FL_Desc_24,48280725869289478,これをつければ運動エネルギーが有り余り、もはや常時交通違反状態になる。
FL_Name_24,48280725869289477,キネティックフレア
FL_Desc_25,48280725869289480,スライムの時間だぜ、ベイビー！ドロドロになろうぜ！
FL_Name_25,48280725869289479,スプラッターフレア
FL_Desc_26,49039579058003968,自分の周囲に湧くスカウトの数を減らせ！
FL_Name_26,49034010737762304,コバートオプスフレア
GN_Name_1,346366139162680,水の裂け目
GN_Name_3,346366139162681,古代ガストロノート
GN_Name_4,346366139162682,オブタニウムノード
GN_Name_6,21379069772816386,スライムの裂け目
GN_Name_8,21379069772816388,メメラルドノード
GN_Name_12,37815043876708352,チョンコアノード
GN_Name_13,37815043897679872,アマライトノード
GN_Name_14,37815043897679873,ダンコナイトノード
GN_Interact_1,21379069768622080,巻き寄せろ！
GN_Interact_10,45348014892507137,クアッドコーダーを抽出
GN_Interact_11,45348014896701440,フラックスキャパシターを抽出
GN_Interact_3,21379069772816384,ガストロギズモを抽出
GN_Interact_4,21379069772816385,岩を粉砕
GN_Interact_7,45348014867341312,イオンインバーターを抽出
GN_Interact_9,45348014892507136,U-導管を抽出
HE_Desc_1,346366139162687,"3体の敵に20<#FFEB04><link=""Keyword:12"">[電撃]</link></color>ダメージ（スタックごとに+10）を連鎖させる。"
HE_Desc_3,346366139162689,"3体の敵にダメージを連鎖させ、<#FFEB04><link=""Keyword:7"">[よろめき]</link></color>を付与する"
HE_Desc_11,346366139162691,"<#FFEB04><link=""Keyword:1"">[燃焼]</link></color> 状態の敵に攻撃を命中させると、2つのターゲットに <#FFEB04><link=""Keyword:1"">[燃焼]</link></color> が連鎖拡散。"
HE_Desc_17,346366139162693,"<#FFEB04><link=""Keyword:11"">[バリア]</link></color>20を30秒間獲得する（スタックごとに+10）。"
HE_Desc_24,346366139162695,"<#FFEB04><link=""Keyword:1"">[燃焼]</link></color> を12秒間付与する。"
HE_Desc_33,346366139162697,中型ワスプミニオンを召喚する。
HE_Desc_37,346366139162699,周囲の敵にダメージを与える [物理オーブ] を生成する。
HE_Desc_38,346366139162701,ターゲット地点に範囲ダメージ25を与える。
HE_Desc_51,346366139162703,5mの範囲内に毎秒25ダメージを与える [電気オーブ] を生成
HE_Desc_53,346366139162705,"<#FFEB04><link=""Keyword:2"">[スライム]</link></color> を4秒間付与する。"
HE_Desc_55,346366139162707,"<#FFEB04><link=""Keyword:2"">[スライム]</link></color> を12秒間付与する。"
HE_Desc_58,346366139162709,"<#FFEB04><link=""Keyword:8"">[感電]</link></color> を12秒間付与する。"
HE_Desc_59,346366139162711,"<#FFEB04><link=""Keyword:3"">[極寒]</link></color> を12秒間付与する。"
HE_Desc_60,346366139162713,ミステリーミートをフルチャージする
HE_Desc_61,346366139162715,ミステリーミートのチャージ獲得量+25%
HE_Desc_64,346366139162719,"<#FFEB04><link=""Keyword:13"">[火]</link></color>蓄積 +5%"
HE_Desc_65,346366139162721,"<#FFEB04><link=""Keyword:1"">[燃焼]</link></color>状態のターゲットに命中：30秒間、クリティカル率+10%"
HE_Desc_66,346366139162723,"<#FFEB04><link=""Keyword:1"">[燃焼]</link></color> ターゲット：<#FFEB04><link=""Keyword:19"">[炎上]</link></color> 付与"
HE_Desc_68,346366139162725,ターゲットがミートをドロップ
HE_Desc_69,346366139162727,ターゲット地点に弾薬箱をドロップ
HE_Desc_70,346366139162729,ダメージの50%が周囲の敵2体に連鎖。
HE_Desc_71,346366139162731,"<#FFEB04><link=""Keyword:17"">[状態異常]</link></color> を周囲の3体の敵に連鎖拡散。"
HE_Desc_72,346366139162733,"<#FFEB04><link=""Keyword:14"">[スライム]</link></color>蓄積 +5%"
HE_Desc_73,346366139162735,"敵3体に <#FFEB04><link=""Keyword:2"">[スライム]</link></color> を連鎖付与"
HE_Desc_75,346366139162737,"<#FFEB04><link=""Keyword:11"">[バリア]</link></color> +20"
HE_Desc_76,346366139162739,"<#FFEB04><link=""Keyword:12"">[電撃]</link></color>蓄積 +5%"
HE_Desc_77,346366139162741,"<#FFEB04><link=""Keyword:8"">[感電]</link></color> ターゲット：敵2体に連鎖ダメージ"
HE_Desc_78,346366139162743,"<#FFEB04><link=""Keyword:8"">[感電]</link></color> ターゲットにダメージを与えて <#FFEB04><link=""Keyword:7"">[よろめき]</link></color> を付与"
HE_Desc_79,346366139162745,"<#FFEB04><link=""Keyword:15"">[氷]</link></color>蓄積 +5%"
HE_Desc_80,346366139162747,"ミート能力のターゲットが<#FFEB04><link=""Keyword:3"">[極寒]</link></color>または<#FFEB04><link=""Keyword:4"">[凍結]</link></color>状態の場合、30秒間、能力リチャージ速度+20%を獲得する"
HE_Desc_81,346366139162749,"45秒間、<#FFEB04><link=""Keyword:15"">[氷]</link></color>ダメージ+5%<br><#FFEB04><link=""Keyword:15"">[氷]</link></color>蓄積+5%<br><#FFEB04><link=""Keyword:18"">[粉砕]</link></color>ダメージ+15%"
HE_Desc_82,346366139162751,"<#FFEB04><link=""Keyword:4"">[凍結]</link></color>状態のターゲットに命中：25秒間、<#FFEB04><link=""Keyword:15"">[氷]</link></color>蓄積+25%、<#FFEB04><link=""Keyword:18"">[粉砕]</link></color>ダメージ+110%を獲得する。最大3スタック"
HE_Desc_93,346366143356932,"ダメージを<#FFEB04><link=""Keyword:5"">[物理]</link></color>として反射する。"
HE_Desc_94,346366143356934,"ダメージを<#FFEB04><link=""Keyword:14"">[スライム]</link></color>として反射する。"
HE_Desc_95,346366143356936,"ダメージを<#FFEB04><link=""Keyword:13"">[火]</link></color>として反射する。"
HE_Desc_96,346366143356938,"ダメージを<#FFEB04><link=""Keyword:15"">[氷]</link></color>として反射する。"
HE_Desc_97,346366143356940,"ダメージを<#FFEB04><link=""Keyword:12"">[電撃]</link></color>として反射する。"
HE_Desc_98,346366143356942,"5秒間、<#FFEB04><link=""Keyword:7"">[よろめき]</link></color>を付与する"
HE_Desc_99,346366143356944,"<#FFEB04><link=""Keyword:2"">[スライム]</link></color> 状態のターゲットを攻撃すると [エレメンタル弱体化] を+15%拡散させる。"
HE_Desc_103,346366143356948,5秒間、ダメージ +50%
HE_Desc_105,346366143356950,10秒間、全ダメージ+5%（最大+25%）
HE_Desc_107,346366143356952,"ターゲット2体に<#FFEB04><link=""Keyword:12"">[電撃]</link></color>ダメージ60を連鎖。"
HE_Desc_109,346366143356956,"<#FFEB04><link=""Keyword:5"">[物理]</link></color>蓄積 +5%"
HE_Desc_110,346366143356958,60秒間、攻撃ダメージ +10%
HE_Desc_112,346366143356962,"<#FFEB04><link=""Keyword:11"">[バリア]</link></color> +150"
HE_Desc_113,346366143356964,"4体の敵に150の<#FFEB04><link=""Keyword:13"">[火]</link></color>ダメージを連鎖"
HE_Desc_114,346366143356966,[近接] ダメージ +15%
HE_Desc_115,346366143356968,近接ダメージ +10%、最大10スタック
HE_Desc_116,346366143356970,"60秒間、<#FFEB04><link=""Keyword:5"">[物理]</link></color>蓄積+5%と<#FFEB04><link=""Keyword:5"">[物理]</link></color>ダメージ+5%を獲得する（最大5スタック）"
HE_Desc_118,346366143356974,ミニオンのダメージ +15%、HP +15%を60秒間獲得する。
HE_Desc_119,346366143356976,"ターゲットの<#FFEB04><link=""Keyword:17"">[状態異常]</link></color>を5m以内の敵に拡散"
HE_Desc_120,346366143356978,周囲にダメージを与える [氷のオーブ] を生成。
HE_Desc_121,1850473219874816,"<#FFEB04><link=""Keyword:7"">[よろめき]</link></color> 状態のターゲットを攻撃すると [近接弱体化] を +50%拡散。"
HE_Desc_122,5168356914094080,小型ワスプミニオンを召喚する。
HE_Desc_123,5552419550257152,装備していない武器に弾薬を1個リロードする。
HE_Desc_124,5925295685038081,"<#FFEB04><link=""Item:633"">[スレイヤーバフ I]</link></color>を15秒間獲得する"
HE_Desc_127,28316283698143232,"30の<#FFEB04><link=""Keyword:5"">[物理]</link></color>ダメージで爆発"
HE_Desc_128,28316283702337536,"15の<#FFEB04><link=""Keyword:14"">[スライム]</link></color>ダメージで爆発"
HE_Desc_129,28316283702337537,"30の<#FFEB04><link=""Keyword:13"">[火]</link></color>ダメージで爆発"
HE_Desc_130,28316283702337538,"30の<#FFEB04><link=""Keyword:12"">[電撃]</link></color>ダメージで爆発"
HE_Desc_131,28316283702337539,"15の<#FFEB04><link=""Keyword:15"">[氷]</link></color>ダメージで爆発"
HE_Desc_141,48598979615645696,追加ダメージ +10%
HE_Desc_142,48628778992132096,追加ダメージ +15%
HE_Desc_143,48628778992132097,追加ダメージ +20%
HE_Desc_144,51141421334257664,"<#FFEB04><link=""Keyword:4"">[凍結]</link></color> を12秒間付与する。"
INTD_Action_1,38500763113086976,調べる
INTD_Name_1,38500763108892672,操作パネル
INTD_Action_2,38514228510842880,レッグミートを捧げる
INTD_Name_2,38514228506648576,不気味なモノリス
INTD_Action_3,38514228510842881,トルソミートを捧げる
INTD_Action_4,38514228510842883,ランダムなミートと交換
INTD_Name_4,38514228510842882,怪しい装置
INTD_Action_5,38514228510842884,ヘッドミートを捧げる
INTD_Action_6,38528188924551168,アレを操作する
INTD_Name_6,38528188916162560,貨物用ビン
INTD_Name_7,38529308078104576,カール・ランガス
INTD_Action_8,38528188924551170,試合開始！
INTD_Name_8,38529308078104577,コーチ・ダン
INTD_Name_9,38528188924551171,フレアターミナル
INTD_Name_10,38529308078104578,従業員特典ターミナル
INTD_Action_11,38554421091622912,通貨を交換
INTD_Action_12,38528188924551176,トラックを修理
INTD_Name_12,38528188924551175,トラック
INTD_Name_13,38528188924551177,アルティメットターミナル
INTD_Name_14,38528188924551178,武器ターミナル
INTD_Action_15,38554421100011520,トラックを起動
INTD_Action_16,38529308078104581,修理不要
INTD_Action_17,38554421100011521,コーチ・ダンと話す
INTD_Action_18,38555847624744960,ドアを開ける
INTD_Action_19,38555847624744962,開く
INTD_Name_19,38555847624744961,脱出口
INTD_Action_20,38555847624744963,ヌーカー起動
INTD_Action_21,38555847624744965,ミートはあるか？
INTD_Name_21,38555847624744964,ミートディスペンサー
INTD_Action_22,38559873695211520,発射準備
INTD_Name_22,38559873686822912,ボルトバーガー
INTD_Action_23,44223548842041344,銀河マップを見る
INTD_Name_23,44223548833652736,銀河マップ
INTD_Action_24,47629102572404736,シャトルを発射
ITM_Attr_1,17438567620927654,移動速度 {0:|+|+|+}{0:percent()}%
ITM_Attr_2,17438567620927500,攻撃速度 {0:|+|+|+}{0:percent()}%
ITM_Attr_3,17438567620927497,全ダメージ {0:|+|+|+}{0:percent()}%
ITM_Attr_4,17438567620927576,HP {0:+#.##;-#.##;+0}
ITM_Attr_5,17461889725358098,最大HP {0:|+|+|+}{0:percent()}%
ITM_Attr_6,17444674208784384,爆発半径 {0:|+|+|+}{0:percent()}%
ITM_Name_6,346366143356985,スーパーヒーロー
ITM_Attr_7,17438567620927507,チャレンジレベル {0:+#.##;-#.##;+0}
ITM_Attr_10,17438567620927655,貫通数 {0:+#.##;-#.##;+0}
ITM_Attr_11,17461889725358151,武器精度 {0:0.##}倍
ITM_Name_11,346366143356989,フォアグリップ
ITM_Attr_12,17438567620927681,拡散回復 {0:|+|+|+}{0:percent()}%
ITM_Attr_13,17438567620927666,リロード速度 {0:|+|+|+}{0:percent()}%
ITM_Attr_14,17438567620927688,泳ぎ速度 {0:|+|+|+}{0:percent()}%
ITM_Name_14,346366143356991,フリッパー
ITM_Attr_15,17438567620927594,ジャンプ回数 {0:+#.##;-#.##;+0}
ITM_Attr_16,17444674200395776,クリティカル率 {0:|+|+|+}{0:percent()}%
ITM_Attr_17,17438567620927494,範囲ダメージ {0:|+|+|+}{0:percent()}%
ITM_Attr_18,17461889725358097,ヘッドミート耐久度 {0:0.##}倍
ITM_Attr_19,17461889725358096,ヘッドミート耐久度 {0:|+|+|+}{0:percent()}倍
ITM_Attr_20,17438567620927658,リスポーン時のプレイヤーの追加HP {0:|+|+|+}{0:percent()}%
ITM_Attr_21,17438567620927580,ハンター到着時間（秒） {0:+#.##;-#.##;+0}
ITM_Attr_22,17438567620927578,HP回復 {0:+#.##;-#.##;+0}
ITM_Attr_23,17438567620927571,地上ジャンプ高度 {0:|+|+|+}{0:percent()}%
ITM_Attr_24,17438567620927606,マガジンサイズ {0:+#.##;-#.##;+0}
ITM_Attr_25,17438567612538880,能力リチャージ速度 {0:|+|+|+}{0:percent()}%
ITM_Attr_26,17438567620927685,ステルス
ITM_Attr_27,17438567620927511,登る角度 {0:+#.##;-#.##;+0}
ITM_Attr_28,17461889725358137,移動速度 {0:0.##}倍
ITM_Attr_30,17438567620927662,敵対度上昇率 {0:|+|+|+}{0:percent()}%
ITM_Name_30,346366143356993,ゲータースキン
ITM_Attr_31,17438567620927680,ウェブ耐性
ITM_Attr_32,17438567620927686,支援範囲 {0:|+|+|+}{0:percent()}%
ITM_Attr_33,17438567620927573,ヘッド能力リチャージ速度 {0:|+|+|+}{0:percent()}%
ITM_Attr_34,17438567620927591,無限弾薬
ITM_Attr_35,17438567620927678,小型ミニオン数 {0:+#.##;-#.##;+0}
ITM_Attr_36,17438567620927687,水中ジャンプ高度 {0:|+|+|+}{0:percent()}%
ITM_Attr_37,17438567620927516,クリティカルダメージ {0:|+|+|+}{0:percent()}%
